,icao24,callsign,origin_country,long,lat,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,time,callsign_carrier,carrier_company,carrier_type,manufacturericao,model,icaoaircrafttype,model_no_stripped,avg_no_seats,coord,city_name,reg_admin1,reg_admin2,country_cc
43,407a06,EZY41YT,United Kingdom,25.9173,39.3014,10965.18,False,208.92,325.33,0.0,11468.1,1656443398.0,EZY,EasyJet Europe,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(39.3014, 25.9173)",Eresos,North Aegean,Nomos Lesvou,GR
44,407a06,EZY41YT,United Kingdom,25.9173,39.3014,10965.18,False,208.92,325.33,0.0,11468.1,1656443398.0,EZY,EasyJet,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(39.3014, 25.9173)",Eresos,North Aegean,Nomos Lesvou,GR
45,a46e35,DAL459,United States,-106.4973,41.3415,10972.8,False,225.2,298.97,0.0,11513.82,1656443398.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(41.3415, -106.4973)",Saratoga,Wyoming,Carbon County,US
46,7c6b18,JST132,Australia,174.3386,-36.8092,5356.86,False,184.47,282.56,11.38,5417.82,1656443398.0,JST,Jetstar Airways,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(-36.8092, 174.3386)",Muriwai Beach,Auckland,Auckland,NZ
47,7c6b17,JST968,Australia,152.0624,-28.3076,10637.52,False,273.92,52.25,-3.9,11140.44,1656443398.0,JST,Jetstar Airways,B,AIRBUS,A320-232,L2J,A320,180.4,"(-28.3076, 152.0624)",Warwick,Queensland,Southern Downs,AU
48,4952aa,TAP237,Portugal,-106.3895,43.9566,12192.0,False,223.72,252.61,0.0,12694.92,1656443398.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(43.9566, -106.3895)",Buffalo,Wyoming,Johnson County,US
49,4952ab,TAP283,Portugal,-8.2421,38.4947,4366.26,False,197.62,119.3,4.88,4655.82,1656443398.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(38.4947, -8.2421)",Montemor-o-Novo,Evora,Montemor-O-Novo,PT
50,44028d,EWG7MP,Austria,16.4972,45.5447,10972.8,False,228.94,313.09,0.0,11506.2,1656443398.0,EWG,Eurowings,P,AIRBUS,A319-132,L2J,A319,133.0,"(45.5447, 16.4972)",Budasevo,Sisacko-Moslavacka,,HR
51,aad012,UAL55,United States,-72.0737,42.0953,4831.08,False,188.77,247.91,-4.23,5082.54,1656443398.0,UAL,United Airlines,U,BOEING,777-222,L2J,777-2,400.0,"(42.0953, -72.0737)",Sturbridge,Massachusetts,Worcester County,US
52,aa9f1c,SWA359,United States,-78.1565,39.1122,4998.72,False,198.16,107.68,-10.73,5303.52,1656443398.0,SWA,Southwest Airlines,B,BOEING,737-73V,L2J,737-7,163.9,"(39.1122, -78.1565)",Stephens City,Virginia,Frederick County,US
53,c822ed,ANZ703M,New Zealand,172.3317,-43.7872,4625.34,False,97.28,221.78,4.23,4572.0,1656443398.0,ANZ,Air New Zealand,P,ATR,ATR 72 600,L2T,ATR 7,66.0,"(-43.7872, 172.3317)",Leeston,Canterbury,Selwyn District,NZ
54,4952b1,TAP089,Portugal,-37.6689,-9.7911,11582.4,False,244.66,210.45,0.0,12268.2,1656443398.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-9.7911, -37.6689)",Caninde de Sao Francisco,Sergipe,Caninde De Sao Francisco,BR
55,ad4f72,JBU1405,United States,-71.3444,21.8086,10058.4,False,246.9,128.23,0.0,10668.0,1656443398.0,JBU,Jetblue Airways,B,AIRBUS,A321-231,L2J,A321-2,416.90000000000003,"(21.8086, -71.3444)",Cockburn Town,,,TC
56,a47597,DAL1432,United States,-121.5788,38.7826,419.1,False,79.23,180.74,-3.58,434.34,1656443398.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(38.7826, -121.5788)",Elverta,California,Sacramento County,US
57,ab63e9,,United States,-112.3411,33.4462,487.68,False,54.35,319.22,-2.6,510.54,1656443398.0,,FlyMontserrat,P,CIRRUS DESIGN CORP,SR20,,SR20,4.0,"(33.4462, -112.3411)",Avondale,Arizona,Maricopa County,US
58,ab63e9,,United States,-112.3411,33.4462,487.68,False,54.35,319.22,-2.6,510.54,1656443398.0,,Lulutai Airlines,P,CIRRUS DESIGN CORP,SR20,,SR20,4.0,"(33.4462, -112.3411)",Avondale,Arizona,Maricopa County,US
59,e80252,ARE4260,Chile,-74.3845,4.5971,4549.14,False,171.34,271.03,11.05,4823.46,1656443398.0,ARE,LATAM Airlines Colombia,P,AIRBUS,A319 132,L2J,A319,133.0,"(4.5971, -74.3845)",San Antonio del Tequendama,Cundinamarca,,CO
60,ab0361,AAL2147,United States,-72.5397,41.7134,11567.16,False,178.12,242.1,9.1,11841.48,1656443398.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-132,L2J,A319,179.0,"(41.7134, -72.5397)",Glastonbury Center,Connecticut,Hartford County,US
61,abb3b6,AAL2944,United States,-105.4553,38.6461,11277.6,False,244.51,129.45,0.0,11864.34,1656443398.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.6461, -105.4553)",Cripple Creek,Colorado,Teller County,US
62,e8024d,ARE4257,Chile,-74.2227,4.7511,2804.16,False,89.52,127.53,-3.9,2979.42,1656443398.0,ARE,LATAM Airlines Colombia,P,RAYTHEON,King Air B200,L2T,King A,180.0,"(4.7511, -74.2227)",Funza,Cundinamarca,,CO
63,4952a8,TAP082,Portugal,-46.3293,-23.5703,3848.1,False,140.56,71.43,7.15,4023.36,1656443398.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-23.5703, -46.3293)",Suzano,Sao Paulo,Suzano,BR
64,3c6678,DLH3UJ,Germany,12.2362,51.8206,6743.7,False,210.31,232.65,12.68,7033.26,1656443398.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(51.8206, 12.2362)",Dessau,Saxony-Anhalt,,DE
65,abf008,SWA2173,United States,-82.2923,30.7717,10972.8,False,232.97,191.98,0.0,11620.5,1656443398.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(30.7717, -82.2923)",Folkston,Georgia,Charlton County,US
66,4952a1,TAP035,Portugal,-18.2176,30.7178,11887.2,False,230.87,213.09,0.0,12611.1,1656443398.0,TAP,TAP Air Portugal,P,AIRBUS,A330 941N,L2J,A330-9,287.0,"(30.7178, -18.2176)",Garafia,Canary Islands,Provincia de Santa Cruz de Tenerife,ES
67,acdfcc,KAP378,United States,-90.4374,38.5989,1127.76,False,77.09,338.06,0.33,1219.2,1656443398.0,KAP,Cape Air,P,COSTRUZIONI AERONAUTICHE TECNA,P2012 TRAVELLER,L2J,P2012,11.0,"(38.5989, -90.4374)",Des Peres,Missouri,Saint Louis County,US
68,abb3be,DAL15,United States,-68.5159,43.9285,11582.4,False,210.62,241.56,0.0,11948.16,1656443398.0,DAL,Delta Air Lines,P,AIRBUS,A330-223,L2J,A330-2,379.0,"(43.9285, -68.5159)",Stonington,Maine,Hancock County,US
69,4952a5,TAP011,Portugal,-14.5477,30.6703,11277.6,False,232.14,206.45,0.0,11978.64,1656443398.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(30.6703, -14.5477)",Tinajo,Canary Islands,Provincia de Las Palmas,ES
70,3c666b,DLH5XV,Germany,8.8074,49.9657,2567.94,False,193.55,286.36,-4.88,2727.96,1656443398.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(49.9657, 8.8074)",Eppertshausen,Hesse,Regierungsbezirk Darmstadt,DE
71,a46e8d,HAL51,United States,-91.0,43.1328,10972.8,False,220.71,269.47,0.0,11292.84,1656443398.0,HAL,Hawaiian Airlines,P,AIRBUS,A330-243,L2J,A330-2,377.0,"(43.1328, -91.0)",Prairie du Chien,Wisconsin,Crawford County,US
72,3c6672,DLH3TR,Germany,9.2187,50.375,6187.44,False,230.37,196.21,-8.13,6492.24,1656443398.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.375, 9.2187)",Kefenrod,Hesse,Regierungsbezirk Darmstadt,DE
73,3c6671,DLH965,Germany,3.6974,53.1137,10668.0,False,233.25,129.27,0.0,10972.8,1656443398.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(53.1137, 3.6974)",Egmond aan Zee,North Holland,Gemeente Bergen,NL
74,3c6670,DLH3XM,Germany,8.557,50.1404,3497.58,False,161.31,249.66,-6.83,3695.7,1656443398.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.1404, 8.557)",Eschborn,Hesse,Regierungsbezirk Darmstadt,DE
75,3c6676,DLH99P,Germany,6.9166,45.3418,11574.78,False,240.96,13.21,0.0,12009.12,1656443398.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(45.3418, 6.9166)",Val-d'Isere,Rhone-Alpes,Departement de la Savoie,FR
76,3c6675,DLH4EC,Germany,9.1815,47.2846,10927.08,False,236.47,350.23,-4.88,11384.28,1656443398.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(47.2846, 9.1815)",Sankt Peterzell,Saint Gallen,Wahlkreis Toggenburg,CH
77,a58e1e,SWA1774,United States,-104.7026,39.1744,10972.8,False,230.55,249.22,0.0,11536.68,1656443398.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(39.1744, -104.7026)",Black Forest,Colorado,El Paso County,US
78,3c6674,DLH201,Germany,10.8857,51.1461,7315.2,False,237.57,231.42,0.0,7665.72,1656443398.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(51.1461, 10.8857)",Schwerstedt,Thuringia,,DE
79,a2d2f2,AAY2858,United States,-81.9938,40.4423,10675.62,False,228.01,172.09,0.33,11049.0,1656443398.0,AAY,Allegiant Air,P,AIRBUS,A320-214,,A320,182.0,"(40.4423, -81.9938)",Millersburg,Ohio,Holmes County,US
80,a963f7,FFT163,United States,-84.0054,27.7705,8473.44,False,251.79,226.32,7.48,8999.22,1656443398.0,FFT,Frontier Airlines,B,AIRBUS,A321-211,L2J,A321-2,218.9,"(27.7705, -84.0054)",Indian Rocks Beach,Florida,Pinellas County,US
81,ac234f,UAL2197,United States,-88.5234,41.5995,3291.84,False,186.04,47.35,-7.8,3451.86,1656443398.0,UAL,United Airlines,U,AIRBUS,A319-132,,,179.0,"(41.5995, -88.5234)",Plano,Illinois,Kendall County,US
82,a1b2ee,JBU436,United States,-72.4675,36.9946,10363.2,False,246.17,11.45,0.0,10873.74,1656443398.0,JBU,Jetblue Airways,B,AIRBUS,A321-271NX,,A321-2,270.6,"(36.9946, -72.4675)",Ocean City,Maryland,Worcester County,US
83,471efa,WZZ100E,Hungary,15.1489,47.2685,10980.42,False,236.09,278.39,0.0,11490.96,1656443398.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(47.2685, 15.1489)",Ubelbach,Styria,Politischer Bezirk Graz-Umgebung,AT
84,acdffc,DAL2509,United States,-105.1181,34.368,10058.4,False,252.59,90.0,0.0,10637.52,1656443398.0,DAL,Delta Air Lines,P,BOEING,737-900ER,,737-9,222.0,"(34.368, -105.1181)",Santa Rosa,New Mexico,Guadalupe County,US
85,471efb,WZZ104Y,Hungary,13.3625,55.6019,1089.66,False,83.75,354.36,8.45,1196.34,1656443398.0,WZZ,Wizz Air,B,AIRBUS,A321-231,L2J,A321-2,221.10000000000002,"(55.6019, 13.3625)",Genarp,Skane,Lunds Kommun,SE
86,a3a538,FFT471,United States,-104.5882,39.6962,2377.44,False,126.57,269.07,-7.48,2537.46,1656443398.0,FFT,Frontier Airlines,B,AIRBUS,A320-251N,,A320,209.00000000000003,"(39.6962, -104.5882)",Bennett,Colorado,Adams County,US
87,471efe,WZZ9355,Hungary,12.6483,46.2382,11590.02,False,245.67,276.98,0.33,12085.32,1656443398.0,WZZ,Wizz Air,B,Airbus,A321-231,,A321-2,221.10000000000002,"(46.2382, 12.6483)",Andreis,Friuli Venezia Giulia,Provincia di Pordenone,IT
88,471eff,WZZ2822,Hungary,7.4254,47.8537,1402.08,False,246.54,279.97,0.0,1866.9,1656443398.0,WZZ,Wizz Air,B,AIRBUS,A321-231,L2J,A321-2,221.10000000000002,"(47.8537, 7.4254)",Munchhouse,Alsace,Departement du Haut-Rhin,FR
89,471efc,WZZ5081,Hungary,32.7728,42.4997,10660.38,False,239.69,99.14,-0.33,11003.28,1656443398.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(42.4997, 32.7728)",Cide,Kastamonu,,TR
90,471efd,WZZ1890,Hungary,7.694,49.2242,11574.78,False,238.08,294.24,0.0,11993.88,1656443398.0,WZZ,Wizz Air,B,AIRBUS,A321,L2J,A321,221.10000000000002,"(49.2242, 7.694)",Munchweiler an der Rodalbe,Rheinland-Pfalz,,DE
91,e80274,LPE2456,Chile,-78.2436,-10.533,8442.96,False,237.2,333.05,4.23,,1656443398.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-10.533, -78.2436)",Paramonga,Lima,Barranca,PE
92,abfc71,SWA1467,United States,-96.6449,32.779,1379.22,False,139.92,318.28,-4.88,1493.52,1656443398.0,SWA,Southwest Airlines,B,BOEING,737-8,L2J,737-8,203.50000000000003,"(32.779, -96.6449)",Mesquite,Texas,Dallas County,US
93,e8026a,LPE2087,Chile,-76.3495,-6.6418,952.5,False,80.02,349.63,-4.88,1013.46,1656443398.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-6.6418, -76.3495)",Juan Guerra,San Martin,Provincia de San Martin,PE
94,a59530,SKW4300,United States,-84.7929,44.4667,7322.82,False,208.17,308.88,-2.28,7513.32,1656443398.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2B19,L2J,CRJ200,55.0,"(44.4667, -84.7929)",Houghton Lake,Michigan,Roscommon County,US
95,ace6e2,AAL2387,United States,-80.9573,38.5115,10363.2,False,197.26,255.96,0.0,10812.78,1656443398.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.5115, -80.9573)",Clay,West Virginia,Clay County,US
96,abf025,SWA546,United States,-82.9267,28.4313,11269.98,False,233.46,160.97,0.33,11940.54,1656443398.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(28.4313, -82.9267)",Hudson,Florida,Pasco County,US
97,a3b86c,DAL2434,United States,-100.2216,31.0927,8816.34,False,243.94,144.7,-4.88,9349.74,1656443398.0,DAL,Delta Air Lines,P,AIRBUS,A319-114,L2J,A319,145.0,"(31.0927, -100.2216)",Eden,Texas,Concho County,US
98,a88072,NKS1013,United States,-79.7513,37.908,8869.68,False,214.48,345.7,-4.88,9471.66,1656443398.0,NKS,Spirit Airlines,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(37.908, -79.7513)",Clifton Forge,Virginia,Alleghany County,US
99,a94b51,UAL1555,United States,-122.3175,47.5123,365.76,False,72.02,180.0,-3.58,342.9,1656443398.0,UAL,United Airlines,U,BOEING,737-924ER,L2J,737-9,191.0,"(47.5123, -122.3175)",Boulevard Park,Washington,King County,US
100,a69b92,ASA764,United States,-103.7203,45.9233,10668.0,False,255.7,100.32,0.0,11079.48,1656443398.0,ASA,Alaska Airlines,P,BOEING,737-890,L2J,737-8,149.0,"(45.9233, -103.7203)",Buffalo,South Dakota,Harding County,US
101,867fce,JAL11,Japan,-115.3576,44.335,9753.6,False,244.72,305.76,-0.33,10226.04,1656443398.0,JAL,Japan Airlines,U,BOEING,777 346ER,L2J,777-3,486.0,"(44.335, -115.3576)",Idaho City,Idaho,Boise County,US
102,a4b294,RPA4739,United States,-87.8015,41.9883,518.16,False,77.68,270.0,-3.58,571.5,1656443398.0,RPA,Republic Airline,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(41.9883, -87.8015)",Harwood Heights,Illinois,Cook County,US
103,a7bbe9,JBU662,United States,-60.085,14.1435,6979.92,False,213.91,331.09,5.85,6263.64,1656443398.0,JBU,Jetblue Airways,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(14.1435, -60.085)",Dennery,Dennery Quarter,,LC
