,icao24,callsign,origin_country,long,lat,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,time,callsign_carrier,carrier_company,carrier_type,manufacturericao,model,icaoaircrafttype,model_no_stripped,avg_no_seats,coord,city_name,reg_admin1,reg_admin2,country_cc
12,4b1806,SWR239F,Switzerland,0.3546,43.1502,12192.0,False,231.6,53.31,0.0,12702.54,1656442799.0,SWR,Swiss,P,BOMBARDIER,BD-500-1A11 (CS300),L2J,A220-3,144.0,"(43.1502, 0.3546)",Lannemezan,Midi-Pyrenees,Departement des Hautes-Pyrenees,FR
13,aa56d4,UAL1079,United States,-74.1676,40.6989,,True,3.09,199.69,,,1656442799.0,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(40.6989, -74.1676)",Newark,New Jersey,Essex County,US
14,a90ea8,DAL1415,United States,-82.5897,27.8764,1143.0,False,140.67,245.59,15.28,1196.34,1656442799.0,DAL,Delta Air Lines,P,BOEING,757-232,L2J,757-2,178.0,"(27.8764, -82.5897)",Gandy,Florida,Pinellas County,US
15,4b1808,SWR37G,Switzerland,-0.0275,50.6722,7094.22,False,133.08,161.99,18.21,7170.42,1656442799.0,SWR,Swiss,P,,BD-500-1A11 (CS300),,A220-3,144.0,"(50.6722, -0.0275)",Peacehaven,England,East Sussex,GB
16,aa56d5,UAL1820,United States,-77.4629,38.7323,1257.3,False,105.98,0.28,-6.18,1341.12,1656442799.0,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(38.7323, -77.4629)",Manassas,Virginia,City of Manassas,US
17,a678ef,NKS277,United States,-66.5171,18.9853,9174.48,False,233.57,309.37,4.23,9715.5,1656442799.0,NKS,Spirit Airlines,B,AIRBUS,A319-132,L2J,A319,196.9,"(18.9853, -66.5171)",Tierras Nuevas Poniente,Manati,,PR
18,51111d,TOM9FE,Estonia,-5.805,53.1382,1775.46,False,139.92,342.23,-10.08,1798.32,1656442799.0,TOM,TUI Airways,C,AIRBUS,Airbus A320-232,L2J,A320,164.0,"(53.1382, -5.805)",Greystones,Leinster,Wicklow,IE
19,ac4963,DAL2569,United States,-118.1367,34.1008,5394.96,False,201.05,55.74,10.73,5707.38,1656442799.0,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(34.1008, -118.1367)",Alhambra,California,Los Angeles County,US
20,a3b88e,AAL1457,United States,-79.7792,26.0032,5067.3,False,190.18,50.93,10.73,5341.62,1656442799.0,AAL,American Airlines,P,BOEING,737-800,L2J,737-8,189.0,"(26.0032, -79.7792)",Sunny Isles Beach,Florida,Miami-Dade County,US
21,aae316,AAL1539,United States,-88.6168,41.84,5052.06,False,189.12,253.24,13.33,5234.94,1656442799.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(41.84, -88.6168)",Maple Park,Illinois,Kane County,US
22,aa9f3f,,United States,-94.6354,39.4635,1021.08,False,116.99,252.6,-5.2,,1656442799.0,,FlyMontserrat,P,BOEING,737-73V,L2J,737-7,149.0,"(39.4635, -94.6354)",Smithville,Missouri,Clay County,US
23,aa9f3f,,United States,-94.6354,39.4635,1021.08,False,116.99,252.6,-5.2,,1656442799.0,,Lulutai Airlines,P,BOEING,737-73V,L2J,737-7,149.0,"(39.4635, -94.6354)",Smithville,Missouri,Clay County,US
24,4952cb,TAP759,Portugal,-3.0885,45.8064,11887.2,False,211.72,225.59,0.0,12306.3,1656442799.0,TAP,TAP Air Portugal,P,,,,,180.0,"(45.8064, -3.0885)",Notre-Dame-de-Monts,Pays de la Loire,Departement de la Vendee,FR
25,a36898,DAL793,United States,-103.0573,38.8254,10668.0,False,241.41,112.03,0.0,11209.02,1656442799.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(38.8254, -103.0573)",Eads,Colorado,Kiowa County,US
26,acdfa3,ASA561,United States,-99.6602,31.6669,8839.2,False,229.01,139.01,0.33,9380.22,1656442799.0,ASA,Alaska Airlines,P,BOEING,737-9,,737-9,48.0,"(31.6669, -99.6602)",Coleman,Texas,Coleman County,US
27,ace6b3,ASH5864,United States,-103.838,31.8368,10203.18,False,234.8,85.48,3.25,10828.02,1656442799.0,ASH,Mesa Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(31.8368, -103.838)",Mentone,Texas,Loving County,US
28,7c6b19,JST251,Australia,174.7476,-41.4961,830.58,False,183.04,169.64,-10.4,838.2,1656442799.0,JST,Jetstar Airways,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(-41.4961, 174.7476)",Brooklyn,Wellington,Wellington City,NZ
29,a46e40,DAL738,United States,-104.2507,40.552,10363.2,False,232.26,258.24,0.0,10896.6,1656442799.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,,,199.0,"(40.552, -104.2507)",Kersey,Colorado,Weld County,US
30,a57b4d,UAL547T,United States,-119.5412,34.8231,5791.2,False,196.69,129.27,-0.65,6187.44,1656442799.0,UAL,United Airlines,U,AIRBUS INDUSTRIE,A320-232,L2J,A320,200.0,"(34.8231, -119.5412)",Maricopa,California,Kern County,US
31,511158,TOM3BG,Estonia,22.0142,41.3467,11285.22,False,249.0,137.18,-0.33,11811.0,1656442799.0,TOM,TUI Airways,C,,,,,180.0,"(41.3467, 22.0142)",Vatasa,Kavadarci,,MK
32,4952c1,TAP566,Portugal,-1.7205,46.49,11582.4,False,250.75,37.25,0.0,11971.02,1656442799.0,TAP,TAP Air Portugal,P,AIRBUS,A320 251N,L2J,A320,164.0,"(46.49, -1.7205)",Chateau-d'Olonne,Pays de la Loire,Departement de la Vendee,FR
33,4952c2,TAP1025,Portugal,-3.5797,40.164,5570.22,False,181.34,254.7,12.03,5913.12,1656442799.0,TAP,TAP Air Portugal,P,AIRBUS,A320 251N,L2J,A320,164.0,"(40.164, -3.5797)",Titulcia,Madrid,Provincia de Madrid,ES
34,4952c6,TAP783N,Portugal,4.6589,50.8698,11285.22,False,219.68,216.33,0.0,11666.22,1656442799.0,TAP,TAP Air Portugal,P,AIRBUS,A320-251N,L2J,A320,164.0,"(50.8698, 4.6589)",Bertem,Flanders,Provincie Vlaams-Brabant,BE
35,acdfab,DAL1723,United States,-84.7603,33.5815,845.82,False,127.55,15.44,0.0,914.4,1656442799.0,DAL,Delta Air Lines,P,BOEING,717-200,L2J,717,100.0,"(33.5815, -84.7603)",Chattahoochee Hills,Georgia,Fulton County,US
36,a0e250,AAL413,United States,-89.9235,35.0306,10668.0,False,257.27,72.91,0.33,11224.26,1656442799.0,AAL,American Airlines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(35.0306, -89.9235)",Southaven,Mississippi,De Soto County,US
37,4952c7,TAP1357,Portugal,-0.9387,51.3507,3756.66,False,160.24,213.08,15.28,3863.34,1656442799.0,TAP,TAP Air Portugal,P,AIRBUS,320-251N,L2J,A320,164.0,"(51.3507, -0.9387)",Swallowfield,England,Wokingham,GB
38,4952c8,TAP448,Portugal,-0.3684,45.6184,11590.02,False,235.68,28.13,0.0,12016.74,1656442799.0,TAP,TAP Air Portugal,P,AIRBUS,,L2J,Anan,180.0,"(45.6184, -0.3684)",Chateaubernard,Poitou-Charentes,Departement de la Charente,FR
39,ad694c,SWA2074,United States,-82.1233,31.9909,11582.4,False,229.99,178.97,0.33,12260.58,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(31.9909, -82.1233)",Reidsville,Georgia,Tattnall County,US
40,407a06,EZY41YT,United Kingdom,26.901,38.4138,10965.18,False,222.09,319.04,0.33,11475.72,1656442799.0,EZY,EasyJet Europe,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(38.4138, 26.901)",Urla,Izmir,,TR
41,407a06,EZY41YT,United Kingdom,26.901,38.4138,10965.18,False,222.09,319.04,0.33,11475.72,1656442799.0,EZY,EasyJet,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(38.4138, 26.901)",Urla,Izmir,,TR
42,a46e35,DAL459,United States,-105.0928,40.7418,10972.8,False,226.08,299.89,0.33,11513.82,1656442799.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(40.7418, -105.0928)",Wellington,Colorado,Larimer County,US
43,7c6b17,JST968,Australia,150.7362,-29.2023,10668.0,False,271.01,52.87,0.33,11148.06,1656442799.0,JST,Jetstar Airways,B,AIRBUS,A320-232,L2J,A320,180.4,"(-29.2023, 150.7362)",Inverell,New South Wales,Inverell,AU
44,4952aa,TAP237,Portugal,-106.2132,43.9959,12192.0,False,222.93,252.82,0.0,12694.92,1656442799.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(43.9959, -106.2132)",Buffalo,Wyoming,Johnson County,US
45,4952ab,TAP283,Portugal,-8.6346,38.6668,3108.96,False,170.64,119.04,3.9,3337.56,1656442799.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(38.6668, -8.6346)",Vendas Novas,Evora,Vendas Novas,PT
46,44028d,EWG7MP,Austria,17.7337,44.7125,10988.04,False,223.01,314.16,0.33,11544.3,1656442799.0,EWG,Eurowings,P,AIRBUS,A319-132,L2J,A319,133.0,"(44.7125, 17.7337)",Cecava,Republika Srpska,,BA
47,aad012,UAL55,United States,-70.7414,42.4386,8343.9,False,197.86,247.37,-10.08,8618.22,1656442799.0,UAL,United Airlines,U,BOEING,777-222,L2J,777-2,400.0,"(42.4386, -70.7414)",Marblehead,Massachusetts,Essex County,US
48,aa9f1c,SWA359,United States,-79.8197,39.2946,9502.14,False,272.32,100.78,-7.48,9959.34,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-73V,L2J,737-7,163.9,"(39.2946, -79.8197)",Grafton,West Virginia,Taylor County,US
49,c822ed,ANZ703M,New Zealand,172.587,-43.438,861.06,False,78.52,54.33,10.73,815.34,1656442799.0,ANZ,Air New Zealand,P,ATR,ATR 72 600,L2T,ATR 7,66.0,"(-43.438, 172.587)",Kaiapoi,Canterbury,Waimakariri District,NZ
50,4952b1,TAP089,Portugal,-37.6322,-9.7292,11582.4,False,244.66,210.45,0.0,12268.2,1656442799.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-9.7292, -37.6322)",Caninde de Sao Francisco,Sergipe,Caninde De Sao Francisco,BR
51,ad4f72,JBU1405,United States,-72.4675,22.627,10066.02,False,247.08,127.9,0.0,10668.0,1656442799.0,JBU,Jetblue Airways,B,AIRBUS,A321-231,L2J,A321-2,416.90000000000003,"(22.627, -72.4675)",Abraham's Bay,Mayaguana,,BS
52,a47597,DAL1432,United States,-121.2251,38.9343,1958.34,False,127.54,251.42,-2.6,2080.26,1656442799.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(38.9343, -121.2251)",Lincoln,California,Placer County,US
53,e49445,AZU4014,Brazil,-35.8595,-7.9204,5981.7,False,180.14,82.29,-9.75,6332.22,1656442799.0,AZU,Azul Linhas Aéreas,B,AIRBUS,A320-251N,L2J,A320,180.4,"(-7.9204, -35.8595)",Surubim,Pernambuco,Surubim,BR
54,e49446,AZU2898,Brazil,-48.8469,-24.4592,11887.2,False,232.12,36.44,0.0,12481.56,1656442799.0,AZU,Azul Linhas Aéreas,B,,,,,198.00000000000003,"(-24.4592, -48.8469)",Apiai,Sao Paulo,Apiai,BR
55,ab0361,AAL2147,United States,-71.4334,42.1457,7970.52,False,167.69,258.14,7.15,8206.74,1656442799.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-132,L2J,A319,179.0,"(42.1457, -71.4334)",Medway,Massachusetts,Norfolk County,US
56,abb3b6,AAL2944,United States,-106.7528,39.4595,11277.6,False,246.33,121.33,0.33,11864.34,1656442799.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(39.4595, -106.7528)",Eagle,Colorado,Eagle County,US
57,e8024d,ARE4257,Chile,-74.6983,5.183,5074.92,False,165.98,42.99,0.0,5402.58,1656442799.0,ARE,LATAM Airlines Colombia,P,RAYTHEON,King Air B200,L2T,King A,180.0,"(5.183, -74.6983)",Honda,Tolima,,CO
58,3c6678,DLH3UJ,Germany,13.0329,52.1978,4533.9,False,199.4,232.86,14.96,4762.5,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(52.1978, 13.0329)",Beelitz,Brandenburg,,DE
59,abf008,SWA2173,United States,-82.1988,31.1475,10972.8,False,230.57,192.24,0.0,11620.5,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(31.1475, -82.1988)",Blackshear,Georgia,Pierce County,US
60,4952a1,TAP035,Portugal,-17.3815,31.7576,11277.6,False,235.25,220.83,0.0,11948.16,1656442799.0,TAP,TAP Air Portugal,P,AIRBUS,A330 941N,L2J,A330-9,287.0,"(31.7576, -17.3815)",Ribeira Brava,Madeira,,PT
61,acdfcc,KAP378,United States,-90.3134,38.5109,1120.14,False,77.6,298.94,-0.65,1219.2,1656442799.0,KAP,Cape Air,P,COSTRUZIONI AERONAUTICHE TECNA,P2012 TRAVELLER,L2J,P2012,11.0,"(38.5109, -90.3134)",Mehlville,Missouri,Saint Louis County,US
62,3c666b,DLH5XV,Germany,10.3091,49.371,6758.94,False,224.8,308.5,-6.5,7086.6,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(49.371, 10.3091)",Geslau,Bavaria,Regierungsbezirk Mittelfranken,DE
63,a46e8d,HAL51,United States,-89.3732,43.1311,10972.8,False,221.74,270.66,0.0,11262.36,1656442799.0,HAL,Hawaiian Airlines,P,AIRBUS,A330-243,L2J,A330-2,377.0,"(43.1311, -89.3732)",Maple Bluff,Wisconsin,Dane County,US
64,3c6672,DLH3TR,Germany,9.5709,50.7152,5265.42,False,224.15,213.58,-4.88,5524.5,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.7152, 9.5709)",Schlitz,Hesse,Regierungsbezirk Giessen,DE
65,3c6671,DLH965,Germany,2.0991,53.9002,10668.0,False,228.82,128.52,0.0,10957.56,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(53.9002, 2.0991)",Mundesley,England,Norfolk,GB
66,3c6670,DLH3XM,Germany,9.5263,50.6795,8709.66,False,228.15,162.95,0.33,9090.66,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.6795, 9.5263)",Schlitz,Hesse,Regierungsbezirk Giessen,DE
67,3c6676,DLH99P,Germany,6.2403,44.1321,11574.78,False,245.37,30.49,0.65,12031.98,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(44.1321, 6.2403)",Digne-les-Bains,Provence-Alpes-Cote d'Azur,Departement des Alpes-de-Haute-Provence,FR
68,3c6675,DLH4EC,Germany,9.4874,46.0581,10980.42,False,228.94,350.56,0.0,11430.0,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(46.0581, 9.4874)",Gerola Alta,Lombardy,Provincia di Sondrio,IT
69,a58e1e,SWA1774,United States,-103.1899,39.5879,10972.8,False,228.74,252.05,0.0,11521.44,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(39.5879, -103.1899)",Hugo,Colorado,Lincoln County,US
70,3c6674,DLH201,Germany,12.496,51.929,6149.34,False,229.76,232.64,9.75,6454.14,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(51.929, 12.496)",Coswig,Saxony-Anhalt,,DE
71,a2d2f2,AAY2858,United States,-82.0706,40.8641,10675.62,False,224.88,172.11,0.0,11026.14,1656442799.0,AAY,Allegiant Air,P,AIRBUS,A320-214,,A320,182.0,"(40.8641, -82.0706)",West Salem,Ohio,Wayne County,US
72,a963f7,FFT163,United States,-82.6057,28.3087,5852.16,False,236.49,246.95,3.25,6210.3,1656442799.0,FFT,Frontier Airlines,B,AIRBUS,A321-211,L2J,A321-2,218.9,"(28.3087, -82.6057)",Bayonet Point,Florida,Pasco County,US
73,ac234f,UAL2197,United States,-88.576,41.5654,3566.16,False,190.39,58.93,-3.58,3726.18,1656442799.0,UAL,United Airlines,U,AIRBUS,A319-132,,,179.0,"(41.5654, -88.576)",Sandwich,Illinois,DeKalb County,US
74,471efa,WZZ100E,Hungary,16.9476,47.115,10972.8,False,221.24,274.0,0.33,11490.96,1656442799.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(47.115, 16.9476)",Sarvar,Vas,,HU
75,acdffc,DAL2509,United States,-106.5096,34.3476,10058.4,False,248.08,88.22,0.0,10645.14,1656442799.0,DAL,Delta Air Lines,P,BOEING,737-900ER,,737-9,222.0,"(34.3476, -106.5096)",Jarales,New Mexico,Valencia County,US
76,a3a538,FFT471,United States,-104.499,39.878,3360.42,False,157.24,183.75,-6.5,3581.4,1656442799.0,FFT,Frontier Airlines,B,AIRBUS,A320-251N,,A320,209.00000000000003,"(39.878, -104.499)",Bennett,Colorado,Adams County,US
77,471efe,WZZ9355,Hungary,14.4919,46.0366,11590.02,False,240.95,284.72,0.0,12108.18,1656442799.0,WZZ,Wizz Air,B,Airbus,A321-231,,A321-2,221.10000000000002,"(46.0366, 14.4919)",Ljubljana,Ljubljana,,SI
78,471eff,WZZ2822,Hungary,8.877,47.7578,6240.78,False,246.59,281.92,0.0,6728.46,1656442799.0,WZZ,Wizz Air,B,AIRBUS,A321-231,L2J,A321-2,221.10000000000002,"(47.7578, 8.877)",Singen,Baden-Wuerttemberg,Freiburg Region,DE
79,ad90a3,AAL1264,United States,-71.3603,41.7991,373.38,False,82.76,213.59,-1.3,419.1,1656442799.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(41.7991, -71.3603)",East Providence,Rhode Island,Providence County,US
80,471efc,WZZ5081,Hungary,31.3415,42.6617,10675.62,False,226.63,98.22,0.0,11041.38,1656442799.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(42.6617, 31.3415)",Kilimli,Zonguldak,,TR
81,471efd,WZZ1890,Hungary,9.4534,48.687,11590.02,False,233.56,295.44,0.0,12047.22,1656442799.0,WZZ,Wizz Air,B,AIRBUS,A321,L2J,A321,221.10000000000002,"(48.687, 9.4534)",Hochdorf,Baden-Wuerttemberg,Regierungsbezirk Stuttgart,DE
82,3c666f,DLH981,Germany,8.5254,50.0255,121.92,False,80.08,69.7,-4.23,213.36,1656442799.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.0255, 8.5254)",Kelsterbach,Hesse,,DE
83,e80274,LPE2456,Chile,-78.1715,-10.6706,8130.54,False,232.6,333.04,3.58,,1656442799.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-10.6706, -78.1715)",Paramonga,Lima,Barranca,PE
84,abfc71,SWA1467,United States,-95.9613,31.6423,6355.08,False,224.77,354.62,-5.2,6903.72,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-8,L2J,737-8,203.50000000000003,"(31.6423, -95.9613)",Buffalo,Texas,Leon County,US
85,aae377,SKW4109,United States,-89.3247,43.1559,266.7,False,66.81,209.53,-4.88,297.18,1656442799.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(43.1559, -89.3247)",Windsor,Wisconsin,Dane County,US
86,e8026a,LPE2087,Chile,-76.4252,-7.3854,4427.22,False,184.8,9.78,-9.1,4732.02,1656442799.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-7.3854, -76.4252)",Pajarillo,San Martin,Provincia de Mariscal Caceres,PE
87,a59530,SKW4300,United States,-83.6719,43.716,8534.4,False,207.38,330.26,0.0,8755.38,1656442799.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2B19,L2J,CRJ200,55.0,"(43.716, -83.6719)",Essexville,Michigan,Bay County,US
88,ace6e2,AAL2387,United States,-79.636,38.7611,10363.2,False,197.66,256.76,-0.33,10812.78,1656442799.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.7611, -79.636)",Elkins,West Virginia,Randolph County,US
89,abf025,SWA546,United States,-83.4701,29.6056,11269.98,False,232.32,162.21,0.0,11940.54,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(29.6056, -83.4701)",Steinhatchee,Florida,Taylor County,US
90,a3b86c,DAL2434,United States,-101.1611,32.0722,10058.4,False,243.18,138.86,0.0,10645.14,1656442799.0,DAL,Delta Air Lines,P,AIRBUS,A319-114,L2J,A319,145.0,"(32.0722, -101.1611)",Sterling City,Texas,Sterling County,US
91,a88072,NKS1013,United States,-79.4047,36.8205,9441.18,False,217.97,345.93,0.0,9966.96,1656442799.0,NKS,Spirit Airlines,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(36.8205, -79.4047)",Chatham,Virginia,Pittsylvania County,US
92,a94b51,UAL1555,United States,-122.3172,47.5341,495.3,False,81.28,180.0,-4.55,525.78,1656442799.0,UAL,United Airlines,U,BOEING,737-924ER,L2J,737-9,191.0,"(47.5341, -122.3172)",White Center,Washington,King County,US
93,ac21e4,DAL1919,United States,-69.7614,19.1258,7825.74,False,243.79,310.38,4.23,8298.18,1656442799.0,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(19.1258, -69.7614)",Agua Santa del Yuna,Duarte,Villa Riva,DO
94,abad94,SWA3091,United States,-84.7795,39.0143,1996.44,False,132.73,180.22,-13.98,2110.74,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-800,L2J,737-8,207.9,"(39.0143, -84.7795)",Burlington,Kentucky,Boone County,US
95,a69b92,ASA764,United States,-104.3447,46.0016,10668.0,False,254.83,99.88,0.0,11087.1,1656442799.0,ASA,Alaska Airlines,P,BOEING,737-890,L2J,737-8,149.0,"(46.0016, -104.3447)",Ekalaka,Montana,Carter County,US
96,a4b294,RPA4739,United States,-85.337,39.9951,8534.4,False,219.98,332.42,0.33,8862.06,1656442799.0,RPA,Republic Airline,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(39.9951, -85.337)",New Castle,Indiana,Henry County,US
97,a7bbe9,JBU662,United States,-59.4766,13.2336,2415.54,False,164.8,315.63,10.08,2522.22,1656442799.0,JBU,Jetblue Airways,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(13.2336, -59.4766)",Bathsheba,Saint Joseph,,BB
98,adda24,AAL323,United States,-110.3468,34.8822,10058.4,False,242.8,84.77,0.0,10668.0,1656442799.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(34.8822, -110.3468)",Joseph City,Arizona,Navajo County,US
99,a96577,DAL473,United States,-105.2659,38.4542,11102.34,False,235.58,245.9,7.48,11666.22,1656442799.0,DAL,Delta Air Lines,P,BOEING,757-2Q8,L2J,757-2,178.0,"(38.4542, -105.2659)",Canon City,Colorado,Fremont County,US
100,471ee0,WZZ109D,Hungary,7.4702,43.5236,2438.4,False,154.92,219.61,0.0,2598.42,1656442799.0,WZZ,Wizz Air,B,AIRBUS,Airbus 320-232 (W),L2J,A320,180.4,"(43.5236, 7.4702)",Cap-d'Ail,Provence-Alpes-Cote d'Azur,Departement des Alpes-Maritimes,FR
101,471ee2,WZZ1893,Hungary,19.6914,48.8594,10660.38,False,237.54,134.91,0.33,11193.78,1656442799.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(48.8594, 19.6914)",Brezno,Banskobystricky,Okres Banska Bystrica,SK
102,ab649a,DAL392,United States,-98.4684,41.737,10668.0,False,250.42,72.79,0.0,11125.2,1656442799.0,DAL,Delta Air Lines,P,BOEING,767-432ER,L2J,767-4,300.0,"(41.737, -98.4684)",Bartlett,Nebraska,Wheeler County,US
103,aae1ea,AAL759,United States,-75.0717,39.6956,1752.6,False,125.21,10.89,-0.65,1844.04,1656442799.0,AAL,American Airlines,P,BOEING,787-8,L2J,787-8,260.0,"(39.6956, -75.0717)",Glassboro,New Jersey,Gloucester County,US
