,icao24,callsign,origin_country,long,lat,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,time,callsign_carrier,carrier_company,carrier_type,manufacturericao,model,icaoaircrafttype,model_no_stripped,avg_no_seats,coord,city_name,reg_admin1,reg_admin2,country_cc
1266,4ca9c3,RYR28ZR,Ireland,-3.0988,55.5432,6195.06,False,191.1,121.12,11.38,6278.88,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(55.5432, -3.0988)",Innerleithen,Scotland,The Scottish Borders,GB
1267,a3b808,JBU755,United States,-76.3906,39.4687,3695.7,False,192.9,231.39,0.0,3992.88,1656442799.0,JBU,Jetblue Airways,B,EMBRAER,ERJ 190-100 IGW,L2J,ERJ-190,22.0,"(39.4687, -76.3906)",Pleasant Hills,Maryland,Harford County,US
1268,a7869b,AAL1364,United States,-104.2627,35.7824,9761.22,False,223.27,247.51,0.0,10317.48,1656442799.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A321-231,L2J,A321-2,379.0,"(35.7824, -104.2627)",Mosquero,New Mexico,Harding County,US
1269,a8ef81,NKS1215,United States,-75.4302,39.5353,6019.8,False,250.96,105.09,-0.33,6484.62,1656442799.0,NKS,Spirit Airlines,B,AIRBUS,A321-231,L2J,A321-2,416.90000000000003,"(39.5353, -75.4302)",Salem,New Jersey,Salem County,US
1270,4ca9aa,RYR2HY,Ireland,23.4434,37.9232,10972.8,False,217.61,313.47,-0.33,11513.82,1656442799.0,RYR,Ryanair,B,,,,,198.00000000000003,"(37.9232, 23.4434)",Aianteio,Attica,Nomos Piraios,GR
1271,ad5460,SWA2866,United States,-115.1347,36.1287,830.58,False,79.95,217.68,-4.23,853.44,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(36.1287, -115.1347)",Winchester,Nevada,Clark County,US
1272,484506,TRA77F,Kingdom of the Netherlands,-3.1564,41.256,11582.4,False,237.91,9.58,0.0,12085.32,1656442799.0,TRA,Transavia Airlines,P,BOEING,737NG 8K2/W,L2J,737-8,176.0,"(41.256, -3.1564)",Campisabalos,Castille-La Mancha,Provincia de Guadalajara,ES
1273,ab1496,AAL593,United States,-82.5683,30.318,10668.0,False,237.54,8.22,0.0,11262.36,1656442799.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-132,L2J,A319,179.0,"(30.318, -82.5683)",Five Points,Florida,Columbia County,US
1274,0d0c86,,Mexico,-117.3283,37.3156,10363.2,False,212.43,319.71,0.33,10972.8,1656442799.0,,FlyMontserrat,P,,,,,180.0,"(37.3156, -117.3283)",Goldfield,Nevada,Esmeralda County,US
1275,0d0c86,,Mexico,-117.3283,37.3156,10363.2,False,212.43,319.71,0.33,10972.8,1656442799.0,,Lulutai Airlines,P,,,,,180.0,"(37.3156, -117.3283)",Goldfield,Nevada,Esmeralda County,US
1276,4ca9d1,RYR6747,Ireland,20.1183,43.001,10972.8,False,221.13,319.53,0.33,11513.82,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(43.001, 20.1183)",Rozaje,Opstina Rozaje,,ME
1277,a10e46,UAL332,United States,-96.2717,28.428,10363.2,False,232.19,229.85,0.0,10988.04,1656442799.0,UAL,United Airlines,U,BOEING,737-724,L2J,737-7,149.0,"(28.428, -96.2717)",Port O'Connor,Texas,Calhoun County,US
1278,4ca9d2,RYR8ME,Ireland,-3.4208,49.5402,11079.48,False,202.08,191.45,3.9,11300.46,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(49.5402, -3.4208)",Plougrescant,Brittany,Departement des Cotes-d'Armor,FR
1279,4ca9d3,RYR3TU,Ireland,7.8501,48.9848,10363.2,False,226.1,310.94,0.0,10774.68,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(48.9848, 7.8501)",Soultz-sous-Forets,Alsace,Departement du Bas-Rhin,FR
1280,a9accd,AAL1702,United States,-78.8652,38.0651,9151.62,False,217.06,229.33,0.0,9585.96,1656442799.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-112,L2J,A319,179.0,"(38.0651, -78.8652)",Waynesboro,Virginia,City of Waynesboro,US
1281,4785c0,WIF27U,Norway,7.9177,59.6334,7010.4,False,195.67,106.34,0.0,7261.86,1656442799.0,WIF,Widerøe’s Flyveselskap,P,DE HAVILLAND CANADA,Bombardier DHC-8 402 NG,L2T,Q-400,70.0,"(59.6334, 7.9177)",Amot,Telemark,Vinje,NO
1282,ac3477,DAL2809,United States,-114.8734,36.1394,2011.68,False,124.78,251.49,-3.58,2240.28,1656442799.0,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(36.1394, -114.8734)",Henderson,Nevada,Clark County,US
1283,4785c1,WIF487,Norway,10.6332,59.7322,3680.46,False,155.06,209.63,-9.1,3817.62,1656442799.0,WIF,Widerøe’s Flyveselskap,P,DE HAVILLAND CANADA,Bombardier DHC-8 402 NG,L2T,Q-400,70.0,"(59.7322, 10.6332)",Fagerstrand,Akershus,Nesodden,NO
1284,4ca9bc,EIN11H,Ireland,-73.5273,40.8078,998.22,False,98.11,238.73,-4.23,1059.18,1656442799.0,EIN,Aer Lingus,P+,,A321-253NX/LR,,A321-2,201.0,"(40.8078, -73.5273)",Jericho,New York,Nassau County,US
1285,4ca9bd,ITY1184,Ireland,9.2768,45.4474,,True,46.3,354.38,,,1656442799.0,ITY,ITA Airways,P+,AIRBUS,A319-111,L2J,A319,133.0,"(45.4474, 9.2768)",Linate,Lombardy,Citta metropolitana di Milano,IT
1286,aaf47d,AAL715,United States,-73.9758,39.6276,4191.0,False,175.81,230.58,0.33,4373.88,1656442799.0,AAL,American Airlines,P,BOEING,787-8,L2J,787-8,260.0,"(39.6276, -73.9758)",Surf City,New Jersey,Ocean County,US
1287,acdde3,SWA1637,United States,-93.1688,35.8009,10058.4,False,256.96,119.9,0.0,10553.7,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(35.8009, -93.1688)",Jasper,Arkansas,Newton County,US
1288,ac81d2,AAL2207,United States,-90.7159,29.7793,9448.8,False,243.77,138.34,0.0,10012.68,1656442799.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(29.7793, -90.7159)",Schriever,Louisiana,Terrebonne Parish,US
1289,345642,VLG1VD,Spain,2.4915,41.5962,2049.78,False,135.18,247.63,-3.58,2217.42,1656442799.0,VLG,Vueling,B,,,,,198.00000000000003,"(41.5962, 2.4915)",Sant Andreu de Llavaneres,Catalonia,Provincia de Barcelona,ES
1290,345645,VLG56SJ,Spain,-4.1808,37.403,7612.38,False,239.28,271.36,0.0,8107.68,1656442799.0,VLG,Vueling,B,,,,,198.00000000000003,"(37.403, -4.1808)",Priego de Cordoba,Andalusia,Province of Cordoba,ES
1291,4ca9a9,RYR1YV,Ireland,0.8044,48.085,11887.2,False,227.0,164.89,0.0,12283.44,1656442799.0,RYR,Ryanair,B,,,,,198.00000000000003,"(48.085, 0.8044)",Vibraye,Pays de la Loire,Departement de la Sarthe,FR
1292,adb782,AAL327,United States,-73.8147,40.6667,45.72,False,81.0,94.37,-5.85,152.4,1656442799.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(40.6667, -73.8147)",Borough of Queens,New York,Queens County,US
1293,ac2154,SWA191,United States,-102.8473,40.3906,9281.16,False,235.07,255.81,-4.88,9784.08,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-8,,737-8,203.50000000000003,"(40.3906, -102.8473)",Yuma,Colorado,Yuma County,US
1294,0d0c8f,AMX830,Mexico,-97.3584,19.6049,11079.48,False,226.14,74.7,6.83,11788.14,1656442799.0,AMX,Aeroméxico,P,,,,,180.0,"(19.6049, -97.3584)",Guadalupe Victoria,Veracruz,Perote,MX
1295,344305,IBE6165,Spain,-71.0262,42.1387,1211.58,False,102.92,234.56,-3.9,1341.12,1656442799.0,IBE,Iberia,P,AIRBUS,Airbus A330-302,L2J,A330-3,347.0,"(42.1387, -71.0262)",Avon,Massachusetts,Norfolk County,US
1296,344305,IBE6165,Spain,-71.0262,42.1387,1211.58,False,102.92,234.56,-3.9,1341.12,1656442799.0,IBE,Level (Fluggesellschaft),B,AIRBUS,Airbus A330-302,L2J,A330-3,381.70000000000005,"(42.1387, -71.0262)",Avon,Massachusetts,Norfolk County,US
1297,aa435b,AAL2407,United States,-85.8747,34.291,10965.18,False,211.77,258.94,0.0,11551.92,1656442799.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-112,L2J,A319,179.0,"(34.291, -85.8747)",Collinsville,Alabama,DeKalb County,US
1298,abaadd,SWA2310,United States,-104.6617,39.7335,2087.88,False,109.07,0.81,-5.53,2217.42,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-800,L2J,737-8,207.9,"(39.7335, -104.6617)",Aurora,Colorado,Adams County,US
1299,344307,,Spain,-2.0225,39.9536,4876.8,False,144.03,106.82,-0.33,5181.6,1656442799.0,,FlyMontserrat,P,ATR,ATR 72 600,L2T,ATR 7,66.0,"(39.9536, -2.0225)",Fuentes,Castille-La Mancha,Provincia de Cuenca,ES
1300,344307,,Spain,-2.0225,39.9536,4876.8,False,144.03,106.82,-0.33,5181.6,1656442799.0,,Lulutai Airlines,P,ATR,ATR 72 600,L2T,ATR 7,66.0,"(39.9536, -2.0225)",Fuentes,Castille-La Mancha,Provincia de Cuenca,ES
1301,781c0d,CES7770,China,24.7459,58.0644,11887.2,False,250.96,68.22,0.0,12306.3,1656442799.0,CES,China Eastern Airlines,P,AIRBUS,A350-941,L2J,A350-9,288.0,"(58.0644, 24.7459)",Staicele,Aloja,,LV
1302,a9acb8,DAL427,United States,-104.3499,44.2811,10972.8,False,218.05,287.15,0.0,11437.62,1656442799.0,DAL,Delta Air Lines,P,BOEING,757-231,L2J,757-2,178.0,"(44.2811, -104.3499)",Sundance,Wyoming,Crook County,US
1303,a3a503,DAL938,United States,-101.9521,42.6749,10675.62,False,243.94,64.79,0.0,11140.44,1656442799.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,,A321-2,199.0,"(42.6749, -101.9521)",Gordon,Nebraska,Sheridan County,US
1304,aae16b,TIV80,United States,-86.8596,40.4821,7063.74,False,189.13,330.51,-10.08,7292.34,1656442799.0,TIV,Tuva Airlines,P,CESSNA,525B,L2J,525B,8.0,"(40.4821, -86.8596)",Battle Ground,Indiana,Tippecanoe County,US
1305,89627b,ETD277,United Arab Emirates,55.8686,23.5348,7002.78,False,221.33,296.8,-9.43,7459.98,1656442799.0,ETD,Etihad Airways,U,AIRBUS,A321 232SL,L2J,A321-2,201.0,"(23.5348, 55.8686)",Al Ain,Abu Dhabi,,AE
1306,ac81fb,KFS15,United States,-103.5716,31.8698,9448.8,False,214.01,90.41,0.33,10020.3,1656442799.0,KFS,Kalitta Charters,C,GATES LEAR JET CORP.,36,,,10.0,"(31.8698, -103.5716)",Mentone,Texas,Loving County,US
1307,c07b0a,ACA609,Canada,-72.6298,45.5651,10965.18,False,200.5,266.47,0.0,11140.44,1656442799.0,ACA,Air Canada,P,BOMBARDIER,A220-371,L2J,A220-3,144.0,"(45.5651, -72.6298)",Acton Vale,Quebec,Monteregie,CA
1308,a9c6a0,SWA1010,United States,-118.146,33.8186,,True,0.0,90.0,,,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(33.8186, -118.146)",Signal Hill,California,Los Angeles County,US
1309,a34209,AAL2864,United States,-104.6815,35.9044,10957.56,False,240.85,56.41,4.88,11544.3,1656442799.0,AAL,American Airlines,P,BOEING,737-800,L2J,737-8,189.0,"(35.9044, -104.6815)",Springer,New Mexico,Colfax County,US
1310,abaafe,SWA2257,United States,-104.0371,33.0429,11582.4,False,224.1,301.1,0.0,12222.48,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-800,L2J,737-8,207.9,"(33.0429, -104.0371)",Hagerman,New Mexico,Chaves County,US
1311,4ca9eb,RYR34KW,Ireland,18.8137,47.3326,3665.22,False,185.1,264.26,12.03,3924.3,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(47.3326, 18.8137)",Martonvasar,Fejer,,HU
1312,4ca9ec,RYR41WY,Ireland,7.6699,44.803,11277.6,False,238.28,134.39,-0.33,11742.42,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(44.803, 7.6699)",Racconigi,Piedmont,Provincia di Cuneo,IT
1313,345615,ITY153,Spain,7.0295,49.7029,10530.84,False,217.32,124.29,5.53,10927.08,1656442799.0,ITY,ITA Airways,P+,BOMBARDIER,CRJ-1000,L2J,CRJ-1,180.0,"(49.7029, 7.0295)",Hilscheid,Rheinland-Pfalz,,DE
1314,a7d630,AAL2059,United States,-121.8814,37.3185,281.94,False,71.82,318.78,-3.58,297.18,1656442799.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A320-232,L2J,A320,200.0,"(37.3185, -121.8814)",San Jose,California,Santa Clara County,US
1315,4ca9ea,RYR9WV,Ireland,-2.8649,53.3329,,True,14.4,87.19,,,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(53.3329, -2.8649)",Ince,England,Cheshire West and Chester,GB
1316,151d9c,AFL1129,Russian Federation,48.1429,51.795,11582.4,False,227.59,357.54,0.0,11879.58,1656442799.0,AFL,Aeroflot,P,BOEING,737-8LJ,L2J,737-8,176.0,"(51.795, 48.1429)",Kormezhka,Saratov,,RU
1317,aa432d,SWA2253,United States,-87.7131,30.8748,3375.66,False,168.51,139.21,-2.6,3589.02,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(30.8748, -87.7131)",Bay Minette,Alabama,Baldwin County,US
1318,a9bfc9,RPA3574,United States,-74.1817,40.6849,,True,3.6,120.94,,,1656442799.0,RPA,Republic Airline,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(40.6849, -74.1817)",Elizabeth,New Jersey,Union County,US
1319,471e16,TVL5430,Hungary,14.4547,41.5946,11277.6,False,231.11,208.45,0.33,11856.72,1656442799.0,TVL,Smartwings Hungary,P,BOEING,737NG 8CX/W,L2J,737-8,176.0,"(41.5946, 14.4547)",Frosolone,Molise,Provincia di Isernia,IT
1320,0d0c44,VIV101,Mexico,-73.7507,40.5365,990.6,False,136.93,171.14,11.38,1043.94,1656442799.0,VIV,Viva Aerobus,B,,,,,198.00000000000003,"(40.5365, -73.7507)",Atlantic Beach,New York,Nassau County,US
1321,a0f566,AAL2767,United States,-122.3079,47.4635,,True,1.8,213.75,,,1656442799.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(47.4635, -122.3079)",SeaTac,Washington,King County,US
1322,a042db,DAL2557,United States,-122.3032,47.4417,,True,0.06,298.12,,,1656442799.0,DAL,Delta Air Lines,P,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,L2J,A220-1,133.0,"(47.4417, -122.3032)",SeaTac,Washington,King County,US
1323,a5468e,SWA2123,United States,-78.7972,39.2067,6888.48,False,223.52,97.27,-9.75,7208.52,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(39.2067, -78.7972)",Romney,West Virginia,Hampshire County,US
1324,ab1fa7,AAL2187,United States,-87.5838,41.9658,1440.18,False,112.15,269.47,-1.3,1531.62,1656442799.0,AAL,American Airlines,P,BOEING,787-8,L2J,787-8,260.0,"(41.9658, -87.5838)",Evanston,Illinois,Cook County,US
1325,a3ec93,DAL2183,United States,-87.8456,39.8914,10668.0,False,234.95,159.22,-0.33,11056.62,1656442799.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,,A321-2,199.0,"(39.8914, -87.8456)",Homer,Illinois,Champaign County,US
1326,c07b09,ACA454,Canada,-79.6154,43.6811,,True,0.06,95.62,,,1656442799.0,ACA,Air Canada,P,,A220-371,,A220-3,144.0,"(43.6811, -79.6154)",Etobicoke,Ontario,,CA
1327,a8a6d0,AAL1087,United States,-76.5489,40.5458,7658.1,False,214.8,281.61,5.53,7940.04,1656442799.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A320-232,L2J,A320,200.0,"(40.5458, -76.5489)",Tower City,Pennsylvania,Schuylkill County,US
1328,a28ee7,SWA715,United States,-91.8226,34.3649,11887.2,False,247.17,66.32,0.0,12473.94,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(34.3649, -91.8226)",Pine Bluff,Arkansas,Jefferson County,US
1329,a1bee0,SKW5349,United States,-100.6263,34.9794,10668.0,False,235.56,132.61,0.0,11231.88,1656442799.0,SKW,SkyWest Airlines,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(34.9794, -100.6263)",Clarendon,Texas,Donley County,US
1330,781009,CCA568,China,8.1044,54.2437,11879.58,False,264.33,61.14,-0.33,12252.96,1656442799.0,CCA,Air China,P,BOEING,787 9,L2J,787-9,341.0,"(54.2437, 8.1044)",Helgoland,Schleswig-Holstein,,DE
1331,a76028,UAL1492,United States,-90.4303,32.1956,10972.8,False,227.54,243.84,0.0,11597.64,1656442799.0,UAL,United Airlines,U,BOEING,737-924ER,L2J,737-9,191.0,"(32.1956, -90.4303)",Raymond,Mississippi,Hinds County,US
1332,4ca9cd,RYR231L,Ireland,-3.567,40.4721,,True,12.35,143.44,,,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(40.4721, -3.567)",Barajas de Madrid,Madrid,Provincia de Madrid,ES
1333,4ca9cf,RYR2UA,Ireland,8.6418,40.5837,11277.6,False,210.2,252.19,0.0,11841.48,1656442799.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(40.5837, 8.6418)",Banari,Sardinia,Provincia di Sassari,IT
1334,a16ee0,UAL145,United States,-73.7915,41.8067,845.82,False,93.71,24.31,0.0,906.78,1656442799.0,UAL,United Airlines,U,BOEING,757-224,L2J,757-2,178.0,"(41.8067, -73.7915)",Pleasant Valley,New York,Dutchess County,US
1335,a52c8d,SWA463,United States,-110.5278,32.7908,11887.2,False,238.19,104.13,0.0,12573.0,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(32.7908, -110.5278)",Mammoth,Arizona,Pinal County,US
1336,4ca9cb,EIN11T,Ireland,-73.2047,41.8746,10363.2,False,194.27,231.13,0.0,10629.9,1656442799.0,EIN,Aer Lingus,P+,,A321-251NX(LR),,A321-2,201.0,"(41.8746, -73.2047)",Winchester Center,Connecticut,Litchfield County,US
1337,a03bcd,RPA4553,United States,-79.0356,41.4308,10058.4,False,279.85,107.44,-0.33,10347.96,1656442799.0,RPA,Republic Airline,P,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,L2J,ERJ-170,80.0,"(41.4308, -79.0356)",Marienville,Pennsylvania,Forest County,US
1338,a8098f,,United States,-111.9061,33.6286,,True,0.0,312.19,,,1656442799.0,,FlyMontserrat,P,BOMBARDIER INC,BD-700-1A10,,,23.0,"(33.6286, -111.9061)",Paradise Valley,Arizona,Maricopa County,US
1339,a8098f,,United States,-111.9061,33.6286,,True,0.0,312.19,,,1656442799.0,,Lulutai Airlines,P,BOMBARDIER INC,BD-700-1A10,,,23.0,"(33.6286, -111.9061)",Paradise Valley,Arizona,Maricopa County,US
1340,ab7613,AAL60,United States,-118.9193,38.7911,11269.98,False,267.09,99.53,0.33,11856.72,1656442799.0,AAL,American Airlines,P,BOEING,787-9,,787-9,422.0,"(38.7911, -118.9193)",Yerington,Nevada,Lyon County,US
1341,4ca9f3,ITY9494,Ireland,-68.1347,42.7993,11582.4,False,212.92,246.66,0.0,11986.26,1656442799.0,ITY,ITA Airways,P+,BOEING,BOEING 777-243,L2J,777-2,486.0,"(42.7993, -68.1347)",Vinalhaven,Maine,Knox County,US
1342,aa4322,SKW3120,United States,-118.1492,33.8164,,True,5.66,230.62,,,1656442799.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2C10,L2J,CRJ700,80.0,"(33.8164, -118.1492)",Signal Hill,California,Los Angeles County,US
1343,abd90c,SWA766,United States,-87.7033,41.725,1143.0,False,133.3,95.31,18.21,1165.86,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(41.725, -87.7033)",Evergreen Park,Illinois,Cook County,US
1344,4bb321,,Turkey,28.7685,41.314,609.6,False,90.12,49.4,5.85,,1656442799.0,,FlyMontserrat,P,,,,,180.0,"(41.314, 28.7685)",Durusu,Istanbul,,TR
1345,4bb321,,Turkey,28.7685,41.314,609.6,False,90.12,49.4,5.85,,1656442799.0,,Lulutai Airlines,P,,,,,180.0,"(41.314, 28.7685)",Durusu,Istanbul,,TR
1346,aaa616,UAL8154,United States,-92.5919,41.6784,11277.6,False,252.34,101.88,0.0,11650.98,1656442799.0,UAL,United Airlines,U,BOEING,737-800,L2J,737-8,189.0,"(41.6784, -92.5919)",Montezuma,Iowa,Poweshiek County,US
1347,ab1fbb,AAL1606,United States,-85.5925,40.2809,7833.36,False,221.94,342.74,-5.2,8145.78,1656442799.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-132,L2J,A319,179.0,"(40.2809, -85.5925)",Alexandria,Indiana,Madison County,US
1348,0d0022,AMX787,Mexico,-118.966,35.4166,9928.86,False,238.56,149.12,5.53,10500.36,1656442799.0,AMX,Aeroméxico,P,BOEING,Boeing 737-852,L2J,737-8,176.0,"(35.4166, -118.966)",Oildale,California,Kern County,US
1349,a64c88,JIA5054,United States,-77.031,38.7479,449.58,False,86.1,346.88,-1.63,502.92,1656442799.0,JIA,PSA Airlines,P,BOMBARDIER INC,CL-600-2C10,L2J,CRJ700,80.0,"(38.7479, -77.031)",Fort Hunt,Virginia,Fairfax County,US
1350,a042d5,DAL1020,United States,-85.6884,42.8119,10668.0,False,261.68,99.96,-0.33,10957.56,1656442799.0,DAL,Delta Air Lines,P,AIRBUS SAS,A321-211,,A321-2,222.0,"(42.8119, -85.6884)",Byron Center,Michigan,Kent County,US
1351,a736ff,JIA5141,United States,-84.6079,38.8087,1409.7,False,97.32,325.55,-3.58,1539.24,1656442799.0,JIA,PSA Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(38.8087, -84.6079)",Crittenden,Kentucky,Grant County,US
1352,c08887,WJA1185,Canada,-81.6716,33.0386,11277.6,False,238.7,0.0,0.0,11955.78,1656442799.0,WJA,Westjet Airlines,B,,737-8 (Boeing),,737-8,193.60000000000002,"(33.0386, -81.6716)",Boiling Springs,South Carolina,Barnwell County,US
1353,3451da,ANE78RT,Spain,1.6272,44.2011,10668.0,False,224.72,231.32,-0.33,11125.2,1656442799.0,ANE,Air Nostrum,P,BOMBARDIER,CRJ 1000 NG,L2J,CRJ1000,180.0,"(44.2011, 1.6272)",Septfonds,Midi-Pyrenees,Departement du Tarn-et-Garonne,FR
1354,4841aa,TRA5T,Kingdom of the Netherlands,2.5461,47.7566,9448.8,False,241.79,201.6,0.33,9761.22,1656442799.0,TRA,Transavia Airlines,P,BOEING,737NG 8K2/W,L2J,737-8,176.0,"(47.7566, 2.5461)",Dampierre-en-Burly,Centre,Departement du Loiret,FR
1355,ad474c,DAL2220,United States,-86.783,34.6123,175.26,False,74.09,0.8,-3.58,259.08,1656442799.0,DAL,Delta Air Lines,P,BOEING,717-200,L2J,717,100.0,"(34.6123, -86.783)",Madison,Alabama,Madison County,US
1356,4bab4e,THY29P,Turkey,32.8798,40.0053,1912.62,False,98.29,28.44,-7.8,2019.3,1656442799.0,THY,Turkish Airlines,U,,,,,180.0,"(40.0053, 32.8798)",Mamak,Ankara,,TR
1357,a3338c,SKW3845,United States,-85.8506,42.9624,2057.4,False,149.66,85.47,0.0,4785.36,1656442799.0,SKW,SkyWest Airlines,P,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,,ERJ-170,88.0,"(42.9624, -85.8506)",Jenison,Michigan,Ottawa County,US
1358,c00bd6,CFEMN,Canada,-108.44,52.662,2362.2,False,75.82,289.42,0.0,2423.16,1656442799.0,CFE,BA CityFlyer,P,,,,,180.0,"(52.662, -108.44)",North Battleford,Saskatchewan,,CA
1359,3451cf,AEA040,Spain,-69.617,13.2277,11887.2,False,244.73,38.17,0.0,12595.86,1656442799.0,AEA,Air Europa,P,BOEING,787 8,L2J,787-8,312.0,"(13.2277, -69.617)",Arasji,,,AW
1360,4601f9,FIN5LA,Finland,18.0552,59.6735,259.08,False,61.27,256.9,-3.25,312.42,1656442799.0,FIN,Finnair,P,ATR,ATR 72 500,L2T,ATR 7,66.0,"(59.6735, 18.0552)",Vallentuna,Stockholm,Vallentuna Kommun,SE
1361,abb7f7,UAL1092,United States,-87.5769,41.9879,1516.38,False,175.43,313.1,-0.33,1645.92,1656442799.0,UAL,United Airlines,U,AIRBUS,A319-131,L2J,A319,179.0,"(41.9879, -87.5769)",Evanston,Illinois,Cook County,US
1362,a6dc42,GJS4449,United States,-89.2249,39.0799,3535.68,False,169.81,253.82,-4.55,3703.32,1656442799.0,GJS,GoJet Airlines,P,BOMBARDIER INC,CL-600-2C11,,CRJ700,55.0,"(39.0799, -89.2249)",Ramsey,Illinois,Fayette County,US
1363,4601f7,FIN446,Finland,25.4626,64.9058,548.64,False,79.78,125.02,7.8,640.08,1656442799.0,FIN,Finnair,P,ATR,ATR 72 500,L2T,ATR 7,66.0,"(64.9058, 25.4626)",Kempele,Northern Ostrobothnia,Oulu,FI
1364,e4988e,GLO2095,Brazil,-37.0316,-10.0145,10972.8,False,239.13,203.59,0.0,11643.36,1656442799.0,GLO,Gol Linhas Aéreas,B,,,,,198.00000000000003,"(-10.0145, -37.0316)",Traipu,Alagoas,Traipu,BR
1365,3451d9,ANE48HA,Spain,-3.5614,40.4932,,True,3.34,0.0,,,1656442799.0,ANE,Air Nostrum,P,BOMBARDIER,Bombardier CRJ 1000 NG,L2J,CRJ1000,180.0,"(40.4932, -3.5614)",Barajas de Madrid,Madrid,Provincia de Madrid,ES
1366,aa9793,SWA6511,United States,-79.8305,34.6046,12496.8,False,252.76,51.03,0.0,13114.02,1656442799.0,SWA,Southwest Airlines,B,BOEING,737-7L9,L2J,737-7,163.9,"(34.6046, -79.8305)",Cheraw,South Carolina,Chesterfield County,US
1367,3451d3,VLG50PH,Spain,8.6502,45.3398,1729.74,False,128.43,118.21,-5.53,1859.28,1656442799.0,VLG,Vueling,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(45.3398, 8.6502)",Vespolate,Piedmont,Provincia di Novara,IT
1368,3451d5,VLG89QM,Spain,-3.6144,39.6281,10668.0,False,218.76,227.0,0.0,11231.88,1656442799.0,VLG,Vueling,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(39.6281, -3.6144)",Turleque,Castille-La Mancha,Province of Toledo,ES
1369,4bb265,THY8TN,Turkey,29.9408,38.6335,9448.8,False,238.78,164.38,0.33,9867.9,1656442799.0,THY,Turkish Airlines,U,,,,,180.0,"(38.6335, 29.9408)",Hocalar,Afyonkarahisar,,TR
1370,4bb262,THY3FQ,Turkey,14.0048,42.5384,10035.54,False,239.56,58.26,5.85,10553.7,1656442799.0,THY,Turkish Airlines,U,AIRBUS,Airbus 321-271NX,L2J,A321-2,201.0,"(42.5384, 14.0048)",Elice,Abruzzo,Provincia di Pescara,IT
