,icao24,callsign,origin_country,long,lat,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,time,callsign_carrier,carrier_company,carrier_type,manufacturericao,model,icaoaircrafttype,model_no_stripped,avg_no_seats,coord,city_name,reg_admin1,reg_admin2,country_cc
0,e49406,GLO1620,Brazil,-45.5163,-22.2933,9982.2,False,242.8,35.34,0.0,10622.28,1656442561,GLO,Gol Linhas Aéreas,B,,,,,198.00000000000003,"(-22.2933, -45.5163)",Itajuba,Minas Gerais,Itajuba,BR
1,4b1815,SWR983,Switzerland,9.4549,48.824,8778.24,False,193.53,212.3,-6.83,9212.58,1656442561,SWR,Swiss,P,AIRBUS,A320-271N,L2J,A320,164.0,"(48.824, 9.4549)",Winterbach,Baden-Wuerttemberg,Regierungsbezirk Stuttgart,DE
2,4b1816,SWR341Z,Switzerland,24.6402,38.1736,11582.4,False,221.94,324.91,-0.33,12153.9,1656442561,SWR,Swiss,P,,,,,180.0,"(38.1736, 24.6402)",Karystos,Central Greece,Nomos Evvoias,GR
3,ab1644,UAL2141,United States,-103.5094,39.1976,7071.36,False,206.36,301.23,-10.4,7505.7,1656442561,UAL,United Airlines,U,AIRBUS INDUSTRIE,A319-131,L2J,A319,179.0,"(39.1976, -103.5094)",Hugo,Colorado,Lincoln County,US
4,a09281,,United States,-84.9997,34.2677,914.4,False,43.47,140.28,-0.98,1013.46,1656442561,,FlyMontserrat,P,CESSNA,172M,,172M,4.0,"(34.2677, -84.9997)",Shannon,Georgia,Floyd County,US
5,a09281,,United States,-84.9997,34.2677,914.4,False,43.47,140.28,-0.98,1013.46,1656442561,,Lulutai Airlines,P,CESSNA,172M,,172M,4.0,"(34.2677, -84.9997)",Shannon,Georgia,Floyd County,US
6,aa56db,UAL1455,United States,-94.2955,42.1216,11590.02,False,203.36,277.41,0.0,11978.64,1656442561,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(42.1216, -94.2955)",Jefferson,Iowa,Greene County,US
7,a2e5ec,,United States,-120.0129,46.4725,6278.88,False,178.79,288.28,9.43,6484.62,1656442561,,FlyMontserrat,P,EMBRAER S A,ERJ 170-200 LL,,ERJ-170,88.0,"(46.4725, -120.0129)",Sunnyside,Washington,Yakima County,US
8,a2e5ec,,United States,-120.0129,46.4725,6278.88,False,178.79,288.28,9.43,6484.62,1656442561,,Lulutai Airlines,P,EMBRAER S A,ERJ 170-200 LL,,ERJ-170,88.0,"(46.4725, -120.0129)",Sunnyside,Washington,Yakima County,US
9,4b1813,SWR69KC,Switzerland,7.9457,47.1311,4343.4,False,160.63,52.29,-5.2,4572.0,1656442561,SWR,Swiss,P,AIRBUS,A320-271N,L2J,A320,164.0,"(47.1311, 7.9457)",Zell,Lucerne,Willisau District,CH
10,abd9d9,SWA1726,United States,-110.9129,34.2638,11582.4,False,212.59,227.16,-9.43,7871.46,1656442561,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(34.2638, -110.9129)",Star Valley,Arizona,Gila County,US
11,a3b87f,DAL2496,United States,-80.3586,40.0096,10363.2,False,209.46,213.89,0.0,10751.82,1656442561,DAL,Delta Air Lines,P,AIRBUS INDUSTRIE,A320-212,L2J,A320,182.0,"(40.0096, -80.3586)",Wolfdale,Pennsylvania,Washington County,US
12,a305fd,SKW3601,United States,-93.5578,43.2843,8191.5,False,205.4,7.34,-10.08,8519.16,1656442561,SKW,SkyWest Airlines,P,EMBRAER S A,ERJ 170-200 LR,,ERJ-170,88.0,"(43.2843, -93.5578)",Forest City,Iowa,Winnebago County,US
13,880456,AIQ154,Thailand,82.7475,12.6777,9997.44,False,223.05,94.9,4.23,10652.76,1656442561,AIQ,Thai AirAsia,B,AIRBUS,A320 216,L2J,A320,180.4,"(12.6777, 82.7475)",Kattivakkam,Tamil Nadu,Thiruvallur,IN
14,4b1805,SWR646,Switzerland,8.5594,47.4517,,True,0.0,185.62,,,1656442561,SWR,Swiss,P,,BD-500-1A11 (CS300),,A220-3,144.0,"(47.4517, 8.5594)",Glattbrugg / Rohr/Platten-Balsberg,Zurich,Bezirk Buelach,CH
15,4b1806,SWR239F,Switzerland,-0.1588,42.8681,12192.0,False,231.4,52.95,0.0,12710.16,1656442561,SWR,Swiss,P,BOMBARDIER,BD-500-1A11 (CS300),L2J,A220-3,144.0,"(42.8681, -0.1588)",Cauterets,Midi-Pyrenees,Departement des Hautes-Pyrenees,FR
16,aa56d4,UAL1079,United States,-74.1678,40.6981,-60.96,True,2.06,199.69,,,1656442561,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(40.6981, -74.1678)",Newark,New Jersey,Essex County,US
17,4b1808,SWR37G,Switzerland,-0.343,51.0583,4914.9,False,197.19,152.5,8.45,5074.92,1656442561,SWR,Swiss,P,,BD-500-1A11 (CS300),,A220-3,144.0,"(51.0583, -0.343)",Horsham,England,West Sussex,GB
18,aa56d5,UAL1820,United States,-77.4666,38.4706,2049.78,False,132.25,1.34,0.33,2156.46,1656442561,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(38.4706, -77.4666)",Stafford,Virginia,Stafford County,US
19,a678ef,NKS277,United States,-66.0835,18.7189,7627.62,False,224.3,299.09,8.45,8084.82,1656442561,NKS,Spirit Airlines,B,AIRBUS,A319-132,L2J,A319,196.9,"(18.7189, -66.0835)",San Juan,San Juan,,PR
20,51111d,TOM9FE,Estonia,-5.6477,52.8391,3619.5,False,160.26,342.44,-3.25,3665.22,1656442561,TOM,TUI Airways,C,AIRBUS,Airbus A320-232,L2J,A320,164.0,"(52.8391, -5.6477)",Wicklow,Leinster,Wicklow,IE
21,ac4963,DAL2569,United States,-118.5232,33.8766,3093.72,False,151.56,53.56,9.1,3276.6,1656442561,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(33.8766, -118.5232)",Manhattan Beach,California,Los Angeles County,US
22,a3b88e,AAL1457,United States,-80.1264,25.8173,1790.7,False,139.24,83.64,19.18,1889.76,1656442561,AAL,American Airlines,P,BOEING,737-800,L2J,737-8,189.0,"(25.8173, -80.1264)",Miami Beach,Florida,Miami-Dade County,US
23,4952ca,TAP1698,Portugal,-15.4543,33.6807,9966.96,False,238.79,42.9,6.83,10568.94,1656442561,TAP,TAP Air Portugal,P,,,,,180.0,"(33.6807, -15.4543)",Camacha,Madeira,Porto Santo,PT
24,aae316,AAL1539,United States,-88.1747,41.9407,2339.34,False,140.29,253.16,14.96,2453.64,1656442561,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(41.9407, -88.1747)",Carol Stream,Illinois,DuPage County,US
25,4952cb,TAP759,Portugal,-3.0885,45.8064,11887.2,False,210.64,225.69,0.0,12306.3,1656442561,TAP,TAP Air Portugal,P,,,,,180.0,"(45.8064, -3.0885)",Notre-Dame-de-Monts,Pays de la Loire,Departement de la Vendee,FR
26,a36898,DAL793,United States,-103.6361,39.0068,10668.0,False,240.16,111.62,0.0,11216.64,1656442561,DAL,Delta Air Lines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(39.0068, -103.6361)",Hugo,Colorado,Lincoln County,US
27,acdfa3,ASA561,United States,-100.0775,32.0707,9395.46,False,241.32,136.99,-4.88,9966.96,1656442561,ASA,Alaska Airlines,P,BOEING,737-9,,737-9,48.0,"(32.0707, -100.0775)",Winters,Texas,Runnels County,US
28,ace6b3,ASH5864,United States,-104.4043,31.7981,9029.7,False,229.76,85.12,5.53,9601.2,1656442561,ASH,Mesa Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(31.7981, -104.4043)",Loving,New Mexico,Eddy County,US
29,7c6b19,JST251,Australia,174.4474,-40.5385,6217.92,False,204.44,177.4,-11.38,6256.02,1656442561,JST,Jetstar Airways,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(-40.5385, 174.4474)",Paraparaumu,Wellington,Kapiti Coast District,NZ
30,a7e8bf,ASA990,United States,-119.4914,47.4314,7604.76,False,236.64,90.0,-4.55,7833.36,1656442561,ASA,Alaska Airlines,P,BOEING,737-790,L2J,737-7,151.0,"(47.4314, -119.4914)",Soap Lake,Washington,Grant County,US
31,a46e40,DAL738,United States,-103.61,40.6513,10355.58,False,233.97,258.71,0.0,10881.36,1656442561,DAL,Delta Air Lines,P,AIRBUS,A321-211,,,199.0,"(40.6513, -103.61)",Brush,Colorado,Morgan County,US
32,aa56b8,UAL1702,United States,-106.1647,32.0704,11582.4,False,228.67,285.66,0.0,12237.72,1656442561,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(32.0704, -106.1647)",Homestead Meadows North,Texas,El Paso County,US
33,a57b4d,UAL547T,United States,-119.9127,35.1616,8267.7,False,224.55,139.93,-10.4,8831.58,1656442561,UAL,United Airlines,U,AIRBUS INDUSTRIE,A320-232,L2J,A320,200.0,"(35.1616, -119.9127)",Taft Heights,California,Kern County,US
34,511158,TOM3BG,Estonia,20.8823,42.2458,11277.6,False,243.46,136.63,1.63,11811.0,1656442561,TOM,TUI Airways,C,,,,,180.0,"(42.2458, 20.8823)",Gjinoc,Prizren,Komuna e Therandes,XK
35,4952c1,TAP566,Portugal,-2.1837,46.0654,11582.4,False,249.09,36.94,0.0,11978.64,1656442561,TAP,TAP Air Portugal,P,AIRBUS,A320 251N,L2J,A320,164.0,"(46.0654, -2.1837)",Les Sables-d'Olonne,Pays de la Loire,Departement de la Vendee,FR
36,4952c2,TAP1025,Portugal,-3.4399,40.3499,2606.04,False,132.43,142.42,17.56,2796.54,1656442561,TAP,TAP Air Portugal,P,AIRBUS,A320 251N,L2J,A320,164.0,"(40.3499, -3.4399)",Velilla de San Antonio,Madrid,Provincia de Madrid,ES
37,4952c6,TAP783N,Portugal,5.1033,51.2477,11277.6,False,220.6,216.66,0.0,11650.98,1656442561,TAP,TAP Air Portugal,P,AIRBUS,A320-251N,L2J,A320,164.0,"(51.2477, 5.1033)",Dessel,Flanders,Provincie Antwerpen,BE
38,acdfab,DAL1723,United States,-84.8299,33.3319,1744.98,False,149.15,22.94,-9.75,2133.6,1656442561,DAL,Delta Air Lines,P,BOEING,717-200,L2J,717,100.0,"(33.3319, -84.8299)",East Newnan,Georgia,Coweta County,US
39,a0e250,AAL413,United States,-90.538,34.8236,10675.62,False,256.08,66.94,0.33,11239.5,1656442561,AAL,American Airlines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(34.8236, -90.538)",Hughes,Arkansas,Saint Francis County,US
40,4952c7,TAP1357,Portugal,-0.5639,51.4639,792.48,False,111.13,269.2,15.93,861.06,1656442561,TAP,TAP Air Portugal,P,AIRBUS,320-251N,L2J,A320,164.0,"(51.4639, -0.5639)",Horton,England,Royal Borough of Windsor and Maidenhead,GB
41,4952c8,TAP448,Portugal,-0.7023,45.1763,11582.4,False,233.59,27.98,-0.33,12016.74,1656442561,TAP,TAP Air Portugal,P,AIRBUS,,L2J,Anan,180.0,"(45.1763, -0.7023)",Pauillac,Aquitaine,Departement de la Gironde,FR
42,ad694c,SWA2074,United States,-82.1358,32.5505,11582.4,False,224.15,183.29,0.0,12184.38,1656442561,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(32.5505, -82.1358)",Twin City,Georgia,Emanuel County,US
43,407a06,EZY41YT,United Kingdom,27.2869,38.0677,10965.18,False,219.08,318.71,0.0,11475.72,1656442561,EZY,EasyJet Europe,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(38.0677, 27.2869)",Torbali,Izmir,,TR
44,407a06,EZY41YT,United Kingdom,27.2869,38.0677,10965.18,False,219.08,318.71,0.0,11475.72,1656442561,EZY,EasyJet,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(38.0677, 27.2869)",Torbali,Izmir,,TR
45,a46e35,DAL459,United States,-104.5424,40.4999,10439.4,False,230.3,296.11,6.18,10957.56,1656442561,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(40.4999, -104.5424)",Kersey,Colorado,Weld County,US
46,7c6b17,JST968,Australia,150.1771,-29.5107,10675.62,False,274.52,70.17,0.0,11148.06,1656442561,JST,Jetstar Airways,B,AIRBUS,A320-232,L2J,A320,180.4,"(-29.5107, 150.1771)",Moree,New South Wales,Moree Plains,AU
47,4952aa,TAP237,Portugal,-105.6332,44.1231,12192.0,False,223.46,253.28,0.0,12694.92,1656442561,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(44.1231, -105.6332)",Antelope Valley-Crestview,Wyoming,Campbell County,US
48,4952ab,TAP283,Portugal,-8.9795,38.8139,1226.82,False,141.4,109.56,8.45,1363.98,1656442561,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(38.8139, -8.9795)",Alcochete,Setubal,Alcochete,PT
49,44028d,EWG7MP,Austria,18.208,44.3834,10988.04,False,221.55,314.34,0.33,11544.3,1656442561,EWG,Eurowings,P,AIRBUS,A319-132,L2J,A319,133.0,"(44.3834, 18.208)",Gostovici,Federation of Bosnia and Herzegovina,,BA
50,aad012,UAL55,United States,-70.2394,42.5844,10332.72,False,193.04,249.73,-9.43,10668.0,1656442561,UAL,United Airlines,U,BOEING,777-222,L2J,777-2,400.0,"(42.5844, -70.2394)",Rockport,Massachusetts,Essex County,US
51,aa9f1c,SWA359,United States,-84.9702,39.8512,11887.2,False,267.07,88.68,0.0,12306.3,1656442561,SWA,Southwest Airlines,B,BOEING,737-73V,L2J,737-7,163.9,"(39.8512, -84.9702)",Centerville,Indiana,Wayne County,US
52,c822ed,ANZ703M,New Zealand,172.5284,-43.4952,,True,10.29,219.38,,,1656442561,ANZ,Air New Zealand,P,ATR,ATR 72 600,L2T,ATR 7,66.0,"(-43.4952, 172.5284)",Prebbleton,Canterbury,Selwyn District,NZ
53,4952b1,TAP089,Portugal,-37.5255,-9.5492,11582.4,False,242.81,210.42,0.0,12268.2,1656442561,TAP,TAP Air Portugal,P,,,,,180.0,"(-9.5492, -37.5255)",Sao Jose da Tapera,Alagoas,Sao Jose Da Tapera,BR
54,ad4f72,JBU1405,United States,-72.9205,22.9521,10066.02,False,246.13,127.61,0.0,10668.0,1656442561,JBU,Jetblue Airways,B,AIRBUS,A321-231,L2J,A321-2,416.90000000000003,"(22.9521, -72.9205)",Abraham's Bay,Mayaguana,,BS
55,a47597,DAL1432,United States,-120.8567,39.0307,3718.56,False,165.77,251.73,-15.28,3947.16,1656442561,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(39.0307, -120.8567)",Foresthill,California,Placer County,US
56,e49445,AZU4014,Brazil,-36.2309,-7.8981,8206.74,False,199.15,121.8,-9.43,8709.66,1656442561,AZU,Azul Linhas Aéreas,B,AIRBUS,A320-251N,L2J,A320,180.4,"(-7.8981, -36.2309)",Santa Cruz do Capibaribe,Pernambuco,Santa Cruz Do Capibaribe,BR
57,e49446,AZU2898,Brazil,-48.9411,-24.5754,11887.2,False,232.02,36.62,0.0,12473.94,1656442561,AZU,Azul Linhas Aéreas,B,,,,,198.00000000000003,"(-24.5754, -48.9411)",Apiai,Sao Paulo,Apiai,BR
58,ab0361,AAL2147,United States,-70.9368,42.2229,4831.08,False,169.7,258.28,13.66,4945.38,1656442561,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-132,L2J,A319,179.0,"(42.2229, -70.9368)",Weymouth,Massachusetts,Norfolk County,US
59,abb3b6,AAL2944,United States,-107.3382,39.737,11277.6,False,251.55,121.71,0.0,11864.34,1656442561,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(39.737, -107.3382)",Glenwood Springs,Colorado,Garfield County,US
60,e8024d,ARE4257,Chile,-74.9749,5.3333,6172.2,False,196.84,156.92,-6.83,6583.68,1656442561,ARE,LATAM Airlines Colombia,P,RAYTHEON,King Air B200,L2T,King A,180.0,"(5.3333, -74.9749)",Victoria,Caldas,,CO
61,3c6678,DLH3UJ,Germany,13.4848,52.3522,,True,7.2,185.62,,,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(52.3522, 13.4848)",Schonefeld,Brandenburg,,DE
62,abf008,SWA2173,United States,-82.0805,31.6193,10972.8,False,231.46,192.06,0.0,11612.88,1656442561,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(31.6193, -82.0805)",Jesup,Georgia,Wayne County,US
63,4952a1,TAP035,Portugal,-16.9966,32.1366,11277.6,False,234.14,220.9,0.0,11940.54,1656442561,TAP,TAP Air Portugal,P,AIRBUS,A330 941N,L2J,A330-9,287.0,"(32.1366, -16.9966)",Camara de Lobos,Madeira,,PT
64,acdfcc,KAP378,United States,-90.1287,38.4279,1135.38,False,75.1,299.55,0.0,1226.82,1656442561,KAP,Cape Air,P,COSTRUZIONI AERONAUTICHE TECNA,P2012 TRAVELLER,L2J,P2012,11.0,"(38.4279, -90.1287)",Millstadt,Illinois,Saint Clair County,US
65,3c666b,DLH5XV,Germany,10.8932,49.0634,7955.28,False,236.22,309.17,-5.53,8343.9,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(49.0634, 10.8932)",Alesheim,Bavaria,Regierungsbezirk Mittelfranken,DE
66,a46e8d,HAL51,United States,-88.723,43.1238,10972.8,False,221.25,271.07,0.33,11262.36,1656442561,HAL,Hawaiian Airlines,P,AIRBUS,A330-243,L2J,A330-2,377.0,"(43.1238, -88.723)",Johnson Creek,Wisconsin,Jefferson County,US
67,3c6672,DLH3TR,Germany,9.8846,51.1368,6941.82,False,237.51,196.35,-8.45,7269.48,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(51.1368, 9.8846)",Waldkappel,Hesse,,DE
68,3c6671,DLH965,Germany,1.4533,54.1999,10652.76,False,225.78,127.97,0.33,10927.08,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(54.1999, 1.4533)",Cromer,England,Norfolk,GB
69,3c6670,DLH3XM,Germany,9.703,50.8513,9425.94,False,190.63,213.22,-4.23,5814.06,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.8513, 9.703)",Bad Hersfeld,Hesse,Regierungsbezirk Kassel,DE
70,3c6676,DLH99P,Germany,5.8779,43.6823,11597.64,False,244.33,30.07,0.0,12070.08,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(43.6823, 5.8779)",Ginasservis,Provence-Alpes-Cote d'Azur,Departement du Var,FR
71,3c6675,DLH4EC,Germany,9.6611,45.5956,10972.8,False,224.4,322.92,0.33,11430.0,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(45.5956, 9.6611)",Spirano,Lombardy,Provincia di Bergamo,IT
72,a58e1e,SWA1774,United States,-102.5442,39.7476,10972.8,False,231.52,252.41,0.33,11513.82,1656442561,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(39.7476, -102.5442)",Yuma,Colorado,Yuma County,US
73,3c6674,DLH201,Germany,13.1062,52.2134,3368.04,False,198.99,233.52,5.53,3550.92,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(52.2134, 13.1062)",Trebbin,Brandenburg,,DE
74,a2d2f2,AAY2858,United States,-82.1719,41.335,9502.14,False,248.25,161.64,7.8,9806.94,1656442561,AAY,Allegiant Air,P,AIRBUS,A320-214,,A320,182.0,"(41.335, -82.1719)",Oberlin,Ohio,Lorain County,US
75,a963f7,FFT163,United States,-82.0695,28.3282,4343.4,False,220.73,275.62,6.18,4594.86,1656442561,FFT,Frontier Airlines,B,AIRBUS,A321-211,L2J,A321-2,218.9,"(28.3282, -82.0695)",Zephyrhills North,Florida,Pasco County,US
76,ac234f,UAL2197,United States,-88.7823,41.4834,3947.16,False,195.37,62.22,-9.75,4122.42,1656442561,UAL,United Airlines,U,AIRBUS,A319-132,,,179.0,"(41.4834, -88.7823)",Sheridan,Illinois,LaSalle County,US
77,471efa,WZZ100E,Hungary,17.6281,47.0808,10972.8,False,218.31,274.6,0.0,11498.58,1656442561,WZZ,Wizz Air,B,,,,,198.00000000000003,"(47.0808, 17.6281)",Urkut,Veszprem,,HU
78,acdffc,DAL2509,United States,-107.0923,34.3511,10058.4,False,248.32,93.09,0.0,10645.14,1656442561,DAL,Delta Air Lines,P,BOEING,737-900ER,,737-9,222.0,"(34.3511, -107.0923)",Socorro,New Mexico,Socorro County,US
79,a3a538,FFT471,United States,-104.1476,40.0679,4511.04,False,162.18,238.23,-5.85,4800.6,1656442561,FFT,Frontier Airlines,B,AIRBUS,A320-251N,,A320,209.00000000000003,"(40.0679, -104.1476)",Byers,Colorado,Arapahoe County,US
80,471efe,WZZ9355,Hungary,15.1996,45.9042,11574.78,False,234.76,285.38,-0.33,12100.56,1656442561,WZZ,Wizz Air,B,Airbus,A321-231,,A321-2,221.10000000000002,"(45.9042, 15.1996)",Mokronog,Mokronog-Trebelno,,SI
81,471eff,WZZ2822,Hungary,9.5746,47.7045,8587.74,False,239.75,269.26,-10.4,8999.22,1656442561,WZZ,Wizz Air,B,AIRBUS,A321-231,L2J,A321-2,221.10000000000002,"(47.7045, 9.5746)",Meckenbeuren,Baden-Wuerttemberg,Tuebingen Region,DE
82,ad90a3,AAL1264,United States,-71.3389,41.6858,944.88,False,104.6,32.75,-0.33,998.22,1656442561,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(41.6858, -71.3389)",Barrington,Rhode Island,Bristol County,US
83,471efc,WZZ5081,Hungary,30.6987,42.7397,10668.0,False,224.04,109.31,0.0,11049.0,1656442561,WZZ,Wizz Air,B,,,,,198.00000000000003,"(42.7397, 30.6987)",Eregli,Zonguldak,,TR
84,471efd,WZZ1890,Hungary,10.1447,48.4484,11590.02,False,257.04,306.04,0.33,12054.84,1656442561,WZZ,Wizz Air,B,AIRBUS,A321,L2J,A321,221.10000000000002,"(48.4484, 10.1447)",Nersingen,Bavaria,Swabia,DE
85,3c666f,DLH981,Germany,8.5254,50.0255,121.92,False,80.08,69.7,-4.23,213.36,1656442561,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.0255, 8.5254)",Kelsterbach,Hesse,,DE
86,e80274,LPE2456,Chile,-77.9682,-11.0575,7132.32,False,217.18,326.99,5.2,,1656442561,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-11.0575, -77.9682)",Vegueta,Lima,Huaura,PE
87,abfc71,SWA1467,United States,-95.9413,31.603,7543.8,False,239.65,19.17,0.0,8145.78,1656442561,SWA,Southwest Airlines,B,BOEING,737-8,L2J,737-8,203.50000000000003,"(31.603, -95.9413)",Buffalo,Texas,Leon County,US
88,aae377,SKW4109,United States,-89.2455,43.2868,891.54,False,94.41,159.59,-0.65,944.88,1656442561,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(43.2868, -89.2455)",De Forest,Wisconsin,Dane County,US
89,e8026a,LPE2087,Chile,-76.4739,-7.7898,6743.7,False,196.17,6.32,-9.75,7208.52,1656442561,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-7.7898, -76.4739)",Tocache,San Martin,Tocache,PE
90,a59530,SKW4300,United States,-83.502,43.2654,7924.8,False,195.15,345.34,0.0,8153.4,1656442561,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2B19,L2J,CRJ200,55.0,"(43.2654, -83.502)",Millington,Michigan,Tuscola County,US
91,ace6e2,AAL2387,United States,-79.1157,38.8739,10363.2,False,198.37,242.17,0.0,10812.78,1656442561,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.8739, -79.1157)",Petersburg,West Virginia,Grant County,US
92,abf025,SWA546,United States,-83.6447,30.0781,11269.98,False,232.97,162.13,-0.33,11932.92,1656442561,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(30.0781, -83.6447)",Perry,Florida,Taylor County,US
93,a3b86c,DAL2434,United States,-101.6338,32.5064,10058.4,False,241.65,133.27,0.0,10637.52,1656442561,DAL,Delta Air Lines,P,AIRBUS,A319-114,L2J,A319,145.0,"(32.5064, -101.6338)",Big Spring,Texas,Howard County,US
94,a88072,NKS1013,United States,-79.2638,36.3694,9448.8,False,219.6,345.9,-0.33,9959.34,1656442561,NKS,Spirit Airlines,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(36.3694, -79.2638)",Yanceyville,North Carolina,Caswell County,US
95,a94b51,UAL1555,United States,-122.1933,47.4119,3368.04,False,95.41,184.02,0.0,3398.52,1656442561,UAL,United Airlines,U,BOEING,737-924ER,L2J,737-9,191.0,"(47.4119, -122.1933)",East Hill-Meridian,Washington,King County,US
96,ac21e4,DAL1919,United States,-69.279,18.8719,6370.32,False,234.43,288.16,7.15,6576.06,1656442561,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(18.8719, -69.279)",Hato Mayor del Rey,Hato Mayor,,DO
97,abad94,SWA3091,United States,-84.7796,39.0913,2621.28,False,147.49,176.0,-4.55,2758.44,1656442561,SWA,Southwest Airlines,B,BOEING,737-800,L2J,737-8,207.9,"(39.0913, -84.7796)",Francisville,Kentucky,Boone County,US
98,a69b92,ASA764,United States,-105.0818,46.0894,10668.0,False,253.98,99.44,0.0,11094.72,1656442561,ASA,Alaska Airlines,P,BOEING,737-890,L2J,737-8,149.0,"(46.0894, -105.0818)",Ekalaka,Montana,Carter County,US
99,a4b294,RPA4739,United States,-86.7171,41.5899,3992.88,False,188.66,319.53,-10.73,4152.9,1656442561,RPA,Republic Airline,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(41.5899, -86.7171)",LaPorte,Indiana,LaPorte County,US
100,adda24,AAL323,United States,-109.7877,34.9229,10066.02,False,240.85,84.48,0.0,10675.62,1656442561,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(34.9229, -109.7877)",Holbrook,Arizona,Navajo County,US
101,a96577,DAL473,United States,-104.9161,38.577,10972.8,False,236.26,245.83,0.0,11536.68,1656442561,DAL,Delta Air Lines,P,BOEING,757-2Q8,L2J,757-2,178.0,"(38.577, -104.9161)",Penrose,Colorado,Fremont County,US
102,471ee0,WZZ109D,Hungary,7.4311,43.7478,5615.94,False,206.22,191.37,-14.96,6118.86,1656442561,WZZ,Wizz Air,B,AIRBUS,Airbus 320-232 (W),L2J,A320,180.4,"(43.7478, 7.4311)",Saint-Roman,Commune de Monaco,,MC
103,471ee2,WZZ1893,Hungary,19.1471,49.2125,10675.62,False,234.64,134.38,-0.33,11209.02,1656442561,WZZ,Wizz Air,B,,,,,198.00000000000003,"(49.2125, 19.1471)",Terchova,Zilinsky,Okres Zilina,SK
104,ab649a,DAL392,United States,-99.1512,41.577,10668.0,False,252.02,72.42,0.0,11140.44,1656442561,DAL,Delta Air Lines,P,BOEING,767-432ER,L2J,767-4,300.0,"(41.577, -99.1512)",Burwell,Nebraska,Garfield County,US
105,aae1ea,AAL759,United States,-74.8141,39.5354,2667.0,False,143.58,271.44,0.33,2781.3,1656442561,AAL,American Airlines,P,BOEING,787-8,L2J,787-8,260.0,"(39.5354, -74.8141)",Folsom,New Jersey,Atlantic County,US
106,3c65c3,DLH8AX,Germany,9.764,50.4737,5242.56,False,223.65,244.38,-8.13,5516.88,1656442561,DLH,Lufthansa,P+,AIRBUS,A320 271NSL,L2J,A320,164.0,"(50.4737, 9.764)",Eichenzell,Hesse,Regierungsbezirk Kassel,DE
