,icao24,callsign,origin_country,long,lat,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,time,callsign_carrier,carrier_company,carrier_type,manufacturericao,model,icaoaircrafttype,model_no_stripped,avg_no_seats,coord,city_name,reg_admin1,reg_admin2,country_cc
10,880456,AIQ154,Thailand,83.3351,12.6266,10058.4,False,223.66,95.15,0.33,10721.34,1656443035.0,AIQ,Thai AirAsia,B,AIRBUS,A320 216,L2J,A320,180.4,"(12.6266, 83.3351)",Kattivakkam,Tamil Nadu,Thiruvallur,IN
11,4b1805,SWR646,Switzerland,8.5594,47.4516,,True,0.0,185.62,,,1656443035.0,SWR,Swiss,P,,BD-500-1A11 (CS300),,A220-3,144.0,"(47.4516, 8.5594)",Glattbrugg / Rohr/Platten-Balsberg,Zurich,Bezirk Buelach,CH
12,4b1806,SWR239F,Switzerland,0.5579,43.2605,12192.0,False,231.71,53.49,-0.33,12694.92,1656443035.0,SWR,Swiss,P,BOMBARDIER,BD-500-1A11 (CS300),L2J,A220-3,144.0,"(43.2605, 0.5579)",Boulogne-sur-Gesse,Midi-Pyrenees,Departement de la Haute-Garonne,FR
13,aa56d4,UAL1079,United States,-74.1702,40.6943,,True,8.75,205.31,,,1656443035.0,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(40.6943, -74.1702)",Newark,New Jersey,Essex County,US
14,a90ea8,DAL1415,United States,-82.6364,28.1607,4373.88,False,176.41,4.18,9.43,4602.48,1656443035.0,DAL,Delta Air Lines,P,BOEING,757-232,L2J,757-2,178.0,"(28.1607, -82.6364)",Keystone,Florida,Hillsborough County,US
15,4b1808,SWR37G,Switzerland,-0.3523,51.0696,4861.56,False,197.19,152.5,8.13,5021.58,1656443035.0,SWR,Swiss,P,,BD-500-1A11 (CS300),,A220-3,144.0,"(51.0696, -0.3523)",Horsham,England,West Sussex,GB
16,aa56d5,UAL1820,United States,-77.4601,38.9227,121.92,False,77.17,0.0,-4.55,190.5,1656443035.0,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(38.9227, -77.4601)",Chantilly,Virginia,Fairfax County,US
17,a678ef,NKS277,United States,-66.9056,19.2887,10370.82,False,229.56,309.36,-0.65,10995.66,1656443035.0,NKS,Spirit Airlines,B,AIRBUS,A319-132,L2J,A319,196.9,"(19.2887, -66.9056)",Isabela,Isabela,,PR
18,51111d,TOM9FE,Estonia,-5.9411,53.3914,990.6,False,106.58,326.62,0.33,998.22,1656443035.0,TOM,TUI Airways,C,AIRBUS,Airbus A320-232,L2J,A320,164.0,"(53.3914, -5.9411)",Howth,Leinster,Fingal County,IE
19,ac4963,DAL2569,United States,-117.6732,34.3611,7459.98,False,226.62,55.26,7.8,7924.8,1656443035.0,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(34.3611, -117.6732)",Wrightwood,California,San Bernardino County,US
20,a3b88e,AAL1457,United States,-79.4295,26.2955,7360.92,False,141.35,83.52,15.93,7498.08,1656443035.0,AAL,American Airlines,P,BOEING,737-800,L2J,737-8,189.0,"(26.2955, -79.4295)",Alice Town,Bimini,,BS
21,aae316,AAL1539,United States,-88.8127,41.7964,6035.04,False,197.02,256.25,11.05,6248.4,1656443035.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(41.7964, -88.8127)",Waterman,Illinois,DeKalb County,US
22,7c6b39,JST673,Australia,150.4799,-26.0012,11285.22,False,260.77,110.44,-0.33,11833.86,1656443035.0,JST,Jetstar Airways,B,AIRBUS,A320-232,L2J,A320,180.4,"(-26.0012, 150.4799)",Chinchilla,Queensland,Western Downs,AU
23,a36898,DAL793,United States,-102.8271,38.7522,10668.0,False,239.97,111.5,0.0,11216.64,1656443035.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(38.7522, -102.8271)",Eads,Colorado,Kiowa County,US
24,acdfa3,ASA561,United States,-99.2881,31.2986,8846.82,False,218.85,139.19,0.0,9387.84,1656443035.0,ASA,Alaska Airlines,P,BOEING,737-9,,737-9,48.0,"(31.2986, -99.2881)",Brady,Texas,McCulloch County,US
25,ace6b3,ASH5864,United States,-103.2374,31.8758,10675.62,False,250.07,82.55,-0.65,11315.7,1656443035.0,ASH,Mesa Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(31.8758, -103.2374)",Kermit,Texas,Winkler County,US
26,7c6b19,JST251,Australia,174.6039,-41.2901,1874.52,False,148.62,169.43,-8.13,1882.14,1656443035.0,JST,Jetstar Airways,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(-41.2901, 174.6039)",Brooklyn,Wellington,Wellington City,NZ
27,a46e40,DAL738,United States,-104.8868,40.4652,10363.2,False,231.58,261.31,0.0,10904.22,1656443035.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,,,199.0,"(40.4652, -104.8868)",Windsor,Colorado,Weld County,US
28,a57b4d,UAL547T,United States,-119.1546,34.587,3726.18,False,164.72,120.81,-7.15,4000.5,1656443035.0,UAL,United Airlines,U,AIRBUS INDUSTRIE,A320-232,L2J,A320,200.0,"(34.587, -119.1546)",Ojai,California,Ventura County,US
29,511158,TOM3BG,Estonia,22.4587,40.959,11269.98,False,251.35,140.31,0.33,11795.76,1656443035.0,TOM,TUI Airways,C,,,,,180.0,"(40.959, 22.4587)",Goumenissa,Central Macedonia,Nomos Kilkis,GR
30,4952c1,TAP566,Portugal,-1.2462,46.9161,11582.4,False,252.0,37.62,0.0,11963.4,1656443035.0,TAP,TAP Air Portugal,P,AIRBUS,A320 251N,L2J,A320,164.0,"(46.9161, -1.2462)",Chavagnes-en-Paillers,Pays de la Loire,Departement de la Vendee,FR
31,4952c2,TAP1025,Portugal,-4.1299,40.0129,8793.48,False,199.1,237.67,11.05,9273.54,1656443035.0,TAP,TAP Air Portugal,P,AIRBUS,A320 251N,L2J,A320,164.0,"(40.0129, -4.1299)",Arcicollar,Castille-La Mancha,Province of Toledo,ES
32,4952c4,TAP1315,Portugal,-6.2908,43.3921,11894.82,False,214.07,203.36,0.0,12359.64,1656443035.0,TAP,TAP Air Portugal,P,,,,,180.0,"(43.3921, -6.2908)",Salas,Asturias,Province of Asturias,ES
33,4952c6,TAP783N,Portugal,4.2261,50.4938,11277.6,False,219.48,216.04,0.0,11658.6,1656443035.0,TAP,TAP Air Portugal,P,AIRBUS,A320-251N,L2J,A320,164.0,"(50.4938, 4.2261)",Manage,Wallonia,Province du Hainaut,BE
34,acdfab,DAL1723,United States,-84.7313,33.6118,853.44,False,112.11,72.65,0.33,922.02,1656443035.0,DAL,Delta Air Lines,P,BOEING,717-200,L2J,717,100.0,"(33.6118, -84.7313)",Chattahoochee Hills,Georgia,Fulton County,US
35,a0e250,AAL413,United States,-89.2836,35.191,10683.24,False,258.94,73.26,0.33,11231.88,1656443035.0,AAL,American Airlines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(35.191, -89.2836)",Somerville,Tennessee,Fayette County,US
36,4952c7,TAP1357,Portugal,-1.2559,51.0441,6736.08,False,179.22,213.05,17.23,6934.2,1656443035.0,TAP,TAP Air Portugal,P,AIRBUS,320-251N,L2J,A320,164.0,"(51.0441, -1.2559)",Kings Worthy,England,Hampshire,GB
37,4952c8,TAP448,Portugal,-0.0299,46.0587,11559.54,False,235.47,28.3,-2.6,11986.26,1656443035.0,TAP,TAP Air Portugal,P,AIRBUS,,L2J,Anan,180.0,"(46.0587, -0.0299)",Chef-Boutonne,Poitou-Charentes,Departement des Deux-Sevres,FR
38,ad694c,SWA2074,United States,-82.1125,31.498,11582.4,False,234.11,178.99,0.0,12268.2,1656443035.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(31.498, -82.1125)",Blackshear,Georgia,Pierce County,US
39,407a06,EZY41YT,United Kingdom,26.5266,38.7507,10965.18,False,217.63,318.74,0.33,11468.1,1656443035.0,EZY,EasyJet Europe,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(38.7507, 26.5266)",Karaburun,Izmir,,TR
40,407a06,EZY41YT,United Kingdom,26.5266,38.7507,10965.18,False,217.63,318.74,0.33,11468.1,1656443035.0,EZY,EasyJet,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(38.7507, 26.5266)",Karaburun,Izmir,,TR
41,a46e35,DAL459,United States,-105.645,40.9809,10972.8,False,228.06,299.46,0.0,11513.82,1656443035.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(40.9809, -105.645)",Laramie,Wyoming,Albany County,US
42,7c6b18,JST132,Australia,174.9237,-36.9614,1470.66,False,121.81,22.34,8.45,1470.66,1656443035.0,JST,Jetstar Airways,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(-36.9614, 174.9237)",Manukau City,Auckland,Auckland,NZ
43,7c6b17,JST968,Australia,151.2614,-28.8514,10675.62,False,272.36,52.68,0.0,11163.3,1656443035.0,JST,Jetstar Airways,B,AIRBUS,A320-232,L2J,A320,180.4,"(-28.8514, 151.2614)",Stanthorpe,Queensland,Southern Downs,AU
44,4952aa,TAP237,Portugal,-106.2804,43.9809,12192.0,False,223.42,252.86,0.0,12694.92,1656443035.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(43.9809, -106.2804)",Buffalo,Wyoming,Johnson County,US
45,4952ab,TAP283,Portugal,-8.463,38.5917,3649.98,False,188.18,119.3,7.8,3901.44,1656443035.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(38.5917, -8.463)",Vendas Novas,Evora,Vendas Novas,PT
46,44028d,EWG7MP,Austria,17.2546,45.0394,10972.8,False,223.06,313.6,0.0,11521.44,1656443035.0,EWG,Eurowings,P,AIRBUS,A319-132,L2J,A319,133.0,"(45.0394, 17.2546)",Bosanska Gradiska,Republika Srpska,,BA
47,aad012,UAL55,United States,-71.2431,42.2973,6697.98,False,199.95,252.17,-5.2,6926.58,1656443035.0,UAL,United Airlines,U,BOEING,777-222,L2J,777-2,400.0,"(42.2973, -71.2431)",Needham,Massachusetts,Norfolk County,US
48,aa9f1c,SWA359,United States,-79.0671,39.2317,8077.2,False,256.16,96.23,-12.68,8442.96,1656443035.0,SWA,Southwest Airlines,B,BOEING,737-73V,L2J,737-7,163.9,"(39.2317, -79.0671)",Moorefield,West Virginia,Hardy County,US
49,c822ed,ANZ703M,New Zealand,172.6522,-43.438,1562.1,False,80.83,182.19,5.85,1508.76,1656443035.0,ANZ,Air New Zealand,P,ATR,ATR 72 600,L2T,ATR 7,66.0,"(-43.438, 172.6522)",Kaiapoi,Canterbury,Waimakariri District,NZ
50,4952b1,TAP089,Portugal,-37.6485,-9.7568,11582.4,False,244.66,210.45,0.0,12268.2,1656443035.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-9.7568, -37.6485)",Caninde de Sao Francisco,Sergipe,Caninde De Sao Francisco,BR
51,ad4f72,JBU1405,United States,-72.0217,22.3043,10058.4,False,243.78,127.89,0.0,10660.38,1656443035.0,JBU,Jetblue Airways,B,AIRBUS,A321-231,L2J,A321-2,416.90000000000003,"(22.3043, -72.0217)",Abraham's Bay,Mayaguana,,BS
52,a47597,DAL1432,United States,-121.5291,38.8624,594.36,False,105.75,248.3,-2.93,632.46,1656443035.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(38.8624, -121.5291)",Plumas Lake,California,Yuba County,US
53,e49445,AZU4014,Brazil,-35.8118,-7.914,5699.76,False,176.57,82.13,-9.43,6012.18,1656443035.0,AZU,Azul Linhas Aéreas,B,AIRBUS,A320-251N,L2J,A320,180.4,"(-7.914, -35.8118)",Surubim,Pernambuco,Surubim,BR
54,ab0361,AAL2147,United States,-71.8791,41.9781,9829.8,False,174.67,242.08,9.75,10119.36,1656443035.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-132,L2J,A319,179.0,"(41.9781, -71.8791)",North Grosvenor Dale,Connecticut,Windham County,US
55,abb3b6,AAL2944,United States,-106.2126,39.1475,11277.6,False,245.69,130.16,0.65,11864.34,1656443035.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(39.1475, -106.2126)",Leadville,Colorado,Lake County,US
56,e8024d,ARE4257,Chile,-74.4784,5.0336,4084.32,False,156.89,148.13,-3.25,4351.02,1656443035.0,ARE,LATAM Airlines Colombia,P,RAYTHEON,King Air B200,L2T,King A,180.0,"(5.0336, -74.4784)",Villeta,Cundinamarca,,CO
57,4952a8,TAP082,Portugal,-46.5707,-23.5137,2125.98,False,103.24,172.56,5.53,2240.28,1656443035.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-23.5137, -46.5707)",Guarulhos,Sao Paulo,Guarulhos,BR
58,3c6678,DLH3UJ,Germany,13.248,52.2633,3398.52,False,168.82,268.25,5.85,3581.4,1656443035.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(52.2633, 13.248)",Ludwigsfelde,Brandenburg,,DE
59,abf008,SWA2173,United States,-82.237,30.9941,10972.8,False,230.96,192.09,0.0,11620.5,1656443035.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(30.9941, -82.237)",Waycross,Georgia,Ware County,US
60,4952a1,TAP035,Portugal,-17.7338,31.3532,11353.8,False,237.99,213.45,5.85,12039.6,1656443035.0,TAP,TAP Air Portugal,P,AIRBUS,A330 941N,L2J,A330-9,287.0,"(31.3532, -17.7338)",Ribeira Brava,Madeira,,PT
61,acdfcc,KAP378,United States,-90.4496,38.6223,1120.14,False,80.45,337.04,0.33,1211.58,1656443035.0,KAP,Cape Air,P,COSTRUZIONI AERONAUTICHE TECNA,P2012 TRAVELLER,L2J,P2012,11.0,"(38.6223, -90.4496)",Town and Country,Missouri,Saint Louis County,US
62,3c666b,DLH5XV,Germany,9.7263,49.6712,5067.3,False,221.99,308.22,-7.8,5326.38,1656443035.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(49.6712, 9.7263)",Grossrinderfeld,Baden-Wuerttemberg,Regierungsbezirk Stuttgart,DE
63,a46e8d,HAL51,United States,-90.0175,43.1345,10972.8,False,221.73,270.13,0.0,11277.6,1656443035.0,HAL,Hawaiian Airlines,P,AIRBUS,A330-243,L2J,A330-2,377.0,"(43.1345, -90.0175)",Spring Green,Wisconsin,Sauk County,US
64,3c6672,DLH3TR,Germany,9.41,50.5606,4800.6,False,218.02,213.35,-5.2,5052.06,1656443035.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.5606, 9.41)",Herbstein,Hesse,,DE
65,3c6671,DLH965,Germany,2.7236,53.6028,10668.0,False,227.45,128.3,0.33,10949.94,1656443035.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(53.6028, 2.7236)",Hemsby,England,Norfolk,GB
66,3c6670,DLH3XM,Germany,9.1881,50.3461,3962.4,False,167.81,212.86,-0.98,4175.76,1656443035.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.3461, 9.1881)",Kefenrod,Hesse,Regierungsbezirk Darmstadt,DE
67,3c6676,DLH99P,Germany,6.6114,44.5845,11574.78,False,247.92,30.56,0.0,12024.36,1656443035.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(44.5845, 6.6114)",Guillestre,Provence-Alpes-Cote d'Azur,Departement des Hautes-Alpes,FR
68,3c6675,DLH4EC,Germany,9.3691,46.5396,10972.8,False,230.72,350.24,0.33,11422.38,1656443035.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(46.5396, 9.3691)",Campodolcino,Lombardy,Provincia di Sondrio,IT
69,a58e1e,SWA1774,United States,-103.7889,39.4358,10972.8,False,231.01,251.57,0.0,11529.06,1656443035.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(39.4358, -103.7889)",Limon,Colorado,Lincoln County,US
70,3c6674,DLH201,Germany,11.8527,51.6219,7322.82,False,198.99,233.52,5.53,7505.7,1656443035.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(51.6219, 11.8527)",Nauendorf,Saxony-Anhalt,,DE
71,a2d2f2,AAY2858,United States,-82.0363,40.6759,10668.0,False,226.99,172.05,0.0,11026.14,1656443035.0,AAY,Allegiant Air,P,AIRBUS,A320-214,,A320,182.0,"(40.6759, -82.0363)",Shreve,Ohio,Wayne County,US
72,a963f7,FFT163,United States,-82.7035,28.2722,6035.04,False,241.16,247.15,2.6,6408.42,1656443035.0,FFT,Frontier Airlines,B,AIRBUS,A321-211,L2J,A321-2,218.9,"(28.2722, -82.7035)",Port Richey,Florida,Pasco County,US
73,ac234f,UAL2197,United States,-88.5561,41.5771,3489.96,False,187.25,48.12,-10.08,3642.36,1656443035.0,UAL,United Airlines,U,AIRBUS,A319-132,,,179.0,"(41.5771, -88.5561)",Plano,Illinois,Kendall County,US
74,a1b2ee,JBU436,United States,-72.4038,37.2439,10355.58,False,244.87,11.76,0.0,10866.12,1656443035.0,JBU,Jetblue Airways,B,AIRBUS,A321-271NX,,A321-2,270.6,"(37.2439, -72.4038)",Ocean City,Maryland,Worcester County,US
75,471efa,WZZ100E,Hungary,16.2538,47.1527,10965.18,False,228.94,279.44,0.65,11475.72,1656443035.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(47.1527, 16.2538)",Sankt Michael im Burgenland,Burgenland,Politischer Bezirk Gussing,AT
76,acdffc,DAL2509,United States,-106.0183,34.3598,10058.4,False,250.65,88.24,0.0,10645.14,1656443035.0,DAL,Delta Air Lines,P,BOEING,737-900ER,,737-9,222.0,"(34.3598, -106.0183)",Estancia,New Mexico,Torrance County,US
77,a3a538,FFT471,United States,-104.499,39.878,3360.42,False,157.99,186.73,-6.83,3589.02,1656443035.0,FFT,Frontier Airlines,B,AIRBUS,A320-251N,,A320,209.00000000000003,"(39.878, -104.499)",Bennett,Colorado,Adams County,US
78,471efe,WZZ9355,Hungary,13.7742,46.1466,11574.78,False,240.43,276.88,0.0,12085.32,1656443035.0,WZZ,Wizz Air,B,Airbus,A321-231,,A321-2,221.10000000000002,"(46.1466, 13.7742)",Tolmin,Tolmin,,SI
79,471eff,WZZ2822,Hungary,8.2257,47.8753,4739.64,False,203.4,284.95,-10.08,4991.1,1656443035.0,WZZ,Wizz Air,B,AIRBUS,A321-231,L2J,A321-2,221.10000000000002,"(47.8753, 8.2257)",Lenzkirch,Baden-Wuerttemberg,Freiburg Region,DE
80,ad90a3,AAL1264,United States,-71.3603,41.7991,373.38,False,82.76,213.59,-1.3,419.1,1656443035.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(41.7991, -71.3603)",East Providence,Rhode Island,Providence County,US
81,471efc,WZZ5081,Hungary,31.9927,42.5901,10668.0,False,230.92,98.46,0.0,11010.9,1656443035.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(42.5901, 31.9927)",Amasra,Bartin,,TR
82,471efd,WZZ1890,Hungary,8.7723,48.8997,11582.4,False,236.82,295.06,-0.33,12031.98,1656443035.0,WZZ,Wizz Air,B,AIRBUS,A321,L2J,A321,221.10000000000002,"(48.8997, 8.7723)",Niefern-Oschelbronn,Baden-Wuerttemberg,Karlsruhe Region,DE
83,e80274,LPE2456,Chile,-78.1999,-10.6163,8252.46,False,233.99,332.93,3.9,,1656443035.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-10.6163, -78.1999)",Paramonga,Lima,Barranca,PE
84,abfc71,SWA1467,United States,-95.9613,31.6423,6355.08,False,231.09,336.52,-11.38,6804.66,1656443035.0,SWA,Southwest Airlines,B,BOEING,737-8,L2J,737-8,203.50000000000003,"(31.6423, -95.9613)",Buffalo,Texas,Leon County,US
85,aae377,SKW4109,United States,-89.3449,43.1364,,True,3.09,272.81,,,1656443035.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(43.1364, -89.3449)",Maple Bluff,Wisconsin,Dane County,US
86,e8026a,LPE2087,Chile,-76.368,-7.0253,2651.76,False,151.99,8.76,-3.9,2834.64,1656443035.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-7.0253, -76.368)",Puerto Rico,San Martin,Picota,PE
87,a59530,SKW4300,United States,-84.0805,44.0385,8542.02,False,203.44,316.74,-0.65,8755.38,1656443035.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2B19,L2J,CRJ200,55.0,"(44.0385, -84.0805)",Standish,Michigan,Arenac County,US
88,ace6e2,AAL2387,United States,-80.1598,38.6642,10363.2,False,196.77,256.55,0.0,10812.78,1656443035.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.6642, -80.1598)",Webster Springs,West Virginia,Webster County,US
89,abf025,SWA546,United States,-83.2804,29.134,11269.98,False,233.62,162.04,0.0,11940.54,1656443035.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(29.134, -83.2804)",Cross City,Florida,Dixie County,US
90,a3b86c,DAL2434,United States,-100.7649,31.6828,9471.66,False,241.78,139.05,-3.9,10043.16,1656443035.0,DAL,Delta Air Lines,P,AIRBUS,A319-114,L2J,A319,145.0,"(31.6828, -100.7649)",Grape Creek,Texas,Tom Green County,US
91,a88072,NKS1013,United States,-79.5408,37.2516,9456.42,False,219.6,345.9,0.0,9974.58,1656443035.0,NKS,Spirit Airlines,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(37.2516, -79.5408)",Bedford,Virginia,City of Bedford,US
92,a94b51,UAL1555,United States,-122.309,47.4393,,True,8.23,137.81,,,1656443035.0,UAL,United Airlines,U,BOEING,737-924ER,L2J,737-9,191.0,"(47.4393, -122.309)",SeaTac,Washington,King County,US
93,ac21e4,DAL1919,United States,-69.9622,19.2869,8214.36,False,247.53,310.11,3.25,8458.2,1656443035.0,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(19.2869, -69.9622)",El Factor,Maria Trinidad Sanchez,,DO
94,abad94,SWA3091,United States,-84.6692,38.9524,632.46,False,75.11,0.0,-3.9,701.04,1656443035.0,SWA,Southwest Airlines,B,BOEING,737-800,L2J,737-8,207.9,"(38.9524, -84.6692)",Union,Kentucky,Boone County,US
95,a69b92,ASA764,United States,-104.0652,45.9668,10668.0,False,255.6,100.2,0.0,11087.1,1656443035.0,ASA,Alaska Airlines,P,BOEING,737-890,L2J,737-8,149.0,"(45.9668, -104.0652)",Baker,Montana,Fallon County,US
96,867fce,JAL11,Japan,-114.3688,43.8154,9753.6,False,242.11,306.36,0.0,10241.28,1656443035.0,JAL,Japan Airlines,U,BOEING,777 346ER,L2J,777-3,486.0,"(43.8154, -114.3688)",Sun Valley,Idaho,Blaine County,US
97,a4b294,RPA4739,United States,-87.331,41.9869,2065.02,False,140.96,270.42,-0.33,2179.32,1656443035.0,RPA,Republic Airline,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(41.9869, -87.331)",Chicago,Illinois,Cook County,US
98,a7bbe9,JBU662,United States,-59.6838,13.4698,4312.92,False,186.17,324.33,12.35,4221.48,1656443035.0,JBU,Jetblue Airways,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(13.4698, -59.6838)",Checker Hall,Saint Lucy,,BB
99,adda24,AAL323,United States,-109.7618,34.9248,10066.02,False,244.71,85.18,-0.33,10668.0,1656443035.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(34.9248, -109.7618)",Holbrook,Arizona,Navajo County,US
100,a96577,DAL473,United States,-105.6372,38.3227,11582.4,False,228.16,245.63,0.0,12169.14,1656443035.0,DAL,Delta Air Lines,P,BOEING,757-2Q8,L2J,757-2,178.0,"(38.3227, -105.6372)",Westcliffe,Colorado,Custer County,US
101,471ee0,WZZ109D,Hungary,7.1556,43.544,723.9,False,83.61,355.41,-4.55,800.1,1656443035.0,WZZ,Wizz Air,B,AIRBUS,Airbus 320-232 (W),L2J,A320,180.4,"(43.544, 7.1556)",Antibes,Provence-Alpes-Cote d'Azur,Departement des Alpes-Maritimes,FR
102,471ee2,WZZ1893,Hungary,20.2317,48.501,10668.0,False,237.54,135.26,0.0,11201.4,1656443035.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(48.501, 20.2317)",Revuca,Banskobystricky,,SK
103,ab649a,DAL392,United States,-97.7862,41.892,10668.0,False,250.66,73.42,0.0,11109.96,1656443035.0,DAL,Delta Air Lines,P,BOEING,767-432ER,L2J,767-4,300.0,"(41.892, -97.7862)",Battle Creek,Nebraska,Madison County,US
