,icao24,callsign,origin_country,long,lat,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,time,callsign_carrier,carrier_company,carrier_type,manufacturericao,model,icaoaircrafttype,model_no_stripped,avg_no_seats,coord,city_name,reg_admin1,reg_admin2,country_cc
36,4952c4,TAP1315,Portugal,-6.3716,43.2555,11887.2,False,212.45,203.4,0.0,12352.02,1656443279.0,TAP,TAP Air Portugal,P,,,,,180.0,"(43.2555, -6.3716)",Tineo,Asturias,Province of Asturias,ES
37,4952c6,TAP783N,Portugal,3.7879,50.1056,11277.6,False,218.58,215.71,0.0,11658.6,1656443279.0,TAP,TAP Air Portugal,P,AIRBUS,A320-251N,L2J,A320,164.0,"(50.1056, 3.7879)",Maroilles,Nord-Pas-de-Calais,Departement du Nord,FR
38,acdfab,DAL1723,United States,-84.6868,33.6189,845.82,False,112.71,88.43,0.0,914.4,1656443279.0,DAL,Delta Air Lines,P,BOEING,717-200,L2J,717,100.0,"(33.6189, -84.6868)",Chattahoochee Hills,Georgia,Fulton County,US
39,a0e250,AAL413,United States,-89.6871,35.0904,10668.0,False,258.25,72.97,-0.33,11224.26,1656443279.0,AAL,American Airlines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(35.0904, -89.6871)",Collierville,Tennessee,Shelby County,US
40,4952c7,TAP1357,Portugal,-1.6227,50.6873,8961.12,False,196.77,212.94,5.85,9220.2,1656443279.0,TAP,TAP Air Portugal,P,AIRBUS,320-251N,L2J,A320,164.0,"(50.6873, -1.6227)",Milford on Sea,England,Hampshire,GB
41,4952c8,TAP448,Portugal,0.3095,46.4926,10355.58,False,222.61,28.58,-15.28,11986.26,1656443279.0,TAP,TAP Air Portugal,P,AIRBUS,,L2J,Anan,180.0,"(46.4926, 0.3095)",Iteuil,Poitou-Charentes,Departement de la Vienne,FR
42,ad694c,SWA2074,United States,-82.1013,30.9868,11582.4,False,232.06,178.86,0.0,12268.2,1656443279.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(30.9868, -82.1013)",Folkston,Georgia,Charlton County,US
43,407a06,EZY41YT,United Kingdom,26.111,39.1253,10972.8,False,221.75,319.14,-0.33,11468.1,1656443279.0,EZY,EasyJet Europe,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(39.1253, 26.111)",Polichnitos,North Aegean,Nomos Lesvou,GR
44,407a06,EZY41YT,United Kingdom,26.111,39.1253,10972.8,False,221.75,319.14,-0.33,11468.1,1656443279.0,EZY,EasyJet,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(39.1253, 26.111)",Polichnitos,North Aegean,Nomos Lesvou,GR
45,a46e35,DAL459,United States,-105.4382,40.8919,10972.8,False,227.42,299.7,0.0,11513.82,1656443279.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(40.8919, -105.4382)",Laporte,Colorado,Larimer County,US
46,7c6b18,JST132,Australia,174.5493,-36.8465,4137.66,False,186.48,282.43,8.45,4160.52,1656443279.0,JST,Jetstar Airways,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(-36.8465, 174.5493)",Muriwai Beach,Auckland,Auckland,NZ
47,7c6b17,JST968,Australia,151.8001,-28.4867,10668.0,False,273.61,52.33,0.0,11163.3,1656443279.0,JST,Jetstar Airways,B,AIRBUS,A320-232,L2J,A320,180.4,"(-28.4867, 151.8001)",Stanthorpe,Queensland,Southern Downs,AU
48,4952aa,TAP237,Portugal,-106.552,43.92,12192.0,False,223.76,253.02,-0.33,12694.92,1656443279.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(43.92, -106.552)",Buffalo,Wyoming,Johnson County,US
49,4952ab,TAP283,Portugal,-8.3036,38.5217,4191.0,False,193.22,119.16,6.18,4472.94,1656443279.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(38.5217, -8.3036)",Montemor-o-Novo,Evora,Montemor-O-Novo,PT
50,44028d,EWG7MP,Austria,16.749,45.3781,10972.8,False,226.36,313.34,0.0,11506.2,1656443279.0,EWG,Eurowings,P,AIRBUS,A319-132,L2J,A319,133.0,"(45.3781, 16.749)",Kutina,Sisacko-Moslavacka,,HR
51,aad012,UAL55,United States,-71.8113,42.1598,5433.06,False,192.94,251.66,-4.88,5623.56,1656443279.0,UAL,United Airlines,U,BOEING,777-222,L2J,777-2,400.0,"(42.1598, -71.8113)",Auburn,Massachusetts,Worcester County,US
52,aa9f1c,SWA359,United States,-78.4127,39.169,5158.74,False,214.72,97.3,-7.15,5402.58,1656443279.0,SWA,Southwest Airlines,B,BOEING,737-73V,L2J,737-7,163.9,"(39.169, -78.4127)",Shawnee Land,Virginia,Frederick County,US
53,c822ed,ANZ703M,New Zealand,172.4256,-43.7115,4069.08,False,95.79,222.17,4.55,4015.74,1656443279.0,ANZ,Air New Zealand,P,ATR,ATR 72 600,L2T,ATR 7,66.0,"(-43.7115, 172.4256)",Lincoln,Canterbury,Selwyn District,NZ
54,4952b1,TAP089,Portugal,-37.6624,-9.7802,11582.4,False,244.66,210.45,0.0,12268.2,1656443279.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-9.7802, -37.6624)",Caninde de Sao Francisco,Sergipe,Caninde De Sao Francisco,BR
55,ad4f72,JBU1405,United States,-71.5685,21.9732,10058.4,False,245.46,128.19,-0.33,10660.38,1656443279.0,JBU,Jetblue Airways,B,AIRBUS,A321-231,L2J,A321-2,416.90000000000003,"(21.9732, -71.5685)",Cockburn Town,,,TC
56,a47597,DAL1432,United States,-121.5788,38.7826,419.1,False,79.23,180.74,-3.58,434.34,1656443279.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(38.7826, -121.5788)",Elverta,California,Sacramento County,US
57,e80252,ARE4260,Chile,-74.2183,4.6229,3505.2,False,134.06,250.73,3.25,3710.94,1656443279.0,ARE,LATAM Airlines Colombia,P,AIRBUS,A319 132,L2J,A319,133.0,"(4.6229, -74.2183)",Soacha,Cundinamarca,,CO
58,ab0361,AAL2147,United States,-72.3204,41.802,11209.02,False,172.4,241.68,4.55,11551.92,1656443279.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-132,L2J,A319,179.0,"(41.802, -72.3204)",Coventry Lake,Connecticut,Tolland County,US
59,abb3b6,AAL2944,United States,-105.6953,38.8064,11277.6,False,247.04,121.37,-0.33,11864.34,1656443279.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.8064, -105.6953)",Salida,Colorado,Chaffee County,US
60,e8024d,ARE4257,Chile,-74.3084,4.8161,3421.38,False,105.17,128.05,-5.2,3642.36,1656443279.0,ARE,LATAM Airlines Colombia,P,RAYTHEON,King Air B200,L2T,King A,180.0,"(4.8161, -74.3084)",Facatativa,Cundinamarca,,CO
61,4952a8,TAP082,Portugal,-46.3611,-23.5781,3611.88,False,141.49,76.12,9.75,3802.38,1656443279.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-23.5781, -46.3611)",Ferraz de Vasconcelos,Sao Paulo,Ferraz De Vasconcelos,BR
62,3c6678,DLH3UJ,Germany,12.9448,52.1567,5120.64,False,202.69,232.84,15.93,5379.72,1656443279.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(52.1567, 12.9448)",Beelitz,Brandenburg,,DE
63,abf008,SWA2173,United States,-82.2764,30.8356,10972.8,False,231.97,192.03,0.0,11620.5,1656443279.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(30.8356, -82.2764)",Folkston,Georgia,Charlton County,US
64,4952a1,TAP035,Portugal,-18.0545,30.9332,11887.2,False,230.01,213.23,0.0,12603.48,1656443279.0,TAP,TAP Air Portugal,P,AIRBUS,A330 941N,L2J,A330-9,287.0,"(30.9332, -18.0545)",Ponta do Sol,Madeira,,PT
65,acdfcc,KAP378,United States,-90.4166,38.7711,289.56,False,73.57,89.6,-1.63,342.9,1656443279.0,KAP,Cape Air,P,COSTRUZIONI AERONAUTICHE TECNA,P2012 TRAVELLER,L2J,P2012,11.0,"(38.7711, -90.4166)",Bridgeton,Missouri,Saint Louis County,US
66,abb3be,DAL15,United States,-68.2427,44.0348,11582.4,False,210.59,241.87,0.33,11948.16,1656443279.0,DAL,Delta Air Lines,P,AIRBUS,A330-223,L2J,A330-2,379.0,"(44.0348, -68.2427)",Tremont,Maine,Hancock County,US
67,4952a5,TAP011,Portugal,-14.4135,30.9029,11277.6,False,232.41,205.43,0.0,11971.02,1656443279.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(30.9029, -14.4135)",Haria,Canary Islands,Provincia de Las Palmas,ES
68,3c666b,DLH5XV,Germany,9.122,49.9063,3230.88,False,201.83,286.59,-7.8,3413.76,1656443279.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(49.9063, 9.122)",Niedernberg,Bavaria,Regierungsbezirk Unterfranken,DE
69,a46e8d,HAL51,United States,-90.6782,43.1342,10972.8,False,222.24,270.27,0.0,11277.6,1656443279.0,HAL,Hawaiian Airlines,P,AIRBUS,A330-243,L2J,A330-2,377.0,"(43.1342, -90.6782)",Boscobel,Wisconsin,Grant County,US
70,3c6672,DLH3TR,Germany,9.2719,50.4267,4381.5,False,214.31,213.35,-5.2,4602.48,1656443279.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.4267, 9.2719)",Gedern,Hesse,,DE
71,3c6671,DLH965,Germany,3.4006,53.267,10668.0,False,233.52,130.53,0.33,10980.42,1656443279.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(53.267, 3.4006)",Egmond aan Zee,North Holland,Gemeente Bergen,NL
72,3c6670,DLH3XM,Germany,8.4031,50.1035,3116.58,False,162.93,249.68,0.0,3314.7,1656443279.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.1035, 8.4031)",Eppstein,Hesse,,DE
73,3c6676,DLH99P,Germany,6.8325,45.0886,11582.4,False,241.34,13.06,-0.33,12024.36,1656443279.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(45.0886, 6.8325)",Oulx,Piedmont,Provincia di Torino,IT
74,3c6675,DLH4EC,Germany,9.244,47.0383,10972.8,False,232.66,350.45,-0.33,11422.38,1656443279.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(47.0383, 9.244)",Quarten,Saint Gallen,Wahlkreis Sarganserland,CH
75,a58e1e,SWA1774,United States,-104.4044,39.262,10972.8,False,232.48,249.4,0.0,11536.68,1656443279.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(39.262, -104.4044)",Kiowa,Colorado,Elbert County,US
76,3c6674,DLH201,Germany,11.2022,51.3038,7315.2,False,236.61,231.71,0.0,7665.72,1656443279.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(51.3038, 11.2022)",Heldrungen,Thuringia,,DE
77,a2d2f2,AAY2858,United States,-82.0055,40.5073,10668.0,False,228.01,172.09,0.33,11033.76,1656443279.0,AAY,Allegiant Air,P,AIRBUS,A320-214,,A320,182.0,"(40.5073, -82.0055)",Millersburg,Ohio,Holmes County,US
78,a963f7,FFT163,United States,-83.7286,27.8887,7901.94,False,252.51,247.35,3.25,8404.86,1656443279.0,FFT,Frontier Airlines,B,AIRBUS,A321-211,L2J,A321-2,218.9,"(27.8887, -83.7286)",Indian Rocks Beach,Florida,Pinellas County,US
79,ac234f,UAL2197,United States,-88.5561,41.5771,3489.96,False,186.42,47.46,-9.1,3642.36,1656443279.0,UAL,United Airlines,U,AIRBUS,A319-132,,,179.0,"(41.5771, -88.5561)",Plano,Illinois,Kendall County,US
80,a1b2ee,JBU436,United States,-72.4675,36.9946,10363.2,False,246.17,11.45,0.0,10873.74,1656443279.0,JBU,Jetblue Airways,B,AIRBUS,A321-271NX,,A321-2,270.6,"(36.9946, -72.4675)",Ocean City,Maryland,Worcester County,US
81,471efa,WZZ100E,Hungary,15.5159,47.2312,10980.42,False,236.75,278.62,0.0,11490.96,1656443279.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(47.2312, 15.5159)",Arzberg,Styria,Politischer Bezirk Weiz,AT
82,acdffc,DAL2509,United States,-105.1468,34.368,10058.4,False,252.59,90.0,0.0,10637.52,1656443279.0,DAL,Delta Air Lines,P,BOEING,737-900ER,,737-9,222.0,"(34.368, -105.1468)",Santa Rosa,New Mexico,Guadalupe County,US
83,471efb,WZZ104Y,Hungary,13.3638,55.5938,990.6,False,80.16,354.11,11.05,1104.9,1656443279.0,WZZ,Wizz Air,B,AIRBUS,A321-231,L2J,A321-2,221.10000000000002,"(55.5938, 13.3638)",Genarp,Skane,Lunds Kommun,SE
84,a3a538,FFT471,United States,-104.545,39.699,2583.18,False,124.16,246.3,-4.88,2750.82,1656443279.0,FFT,Frontier Airlines,B,AIRBUS,A320-251N,,A320,209.00000000000003,"(39.699, -104.545)",Bennett,Colorado,Adams County,US
85,471efe,WZZ9355,Hungary,13.0226,46.2085,11582.4,False,243.44,276.67,0.33,12085.32,1656443279.0,WZZ,Wizz Air,B,Airbus,A321-231,,A321-2,221.10000000000002,"(46.2085, 13.0226)",Majano,Friuli Venezia Giulia,Provincia di Udine,IT
86,471eff,WZZ2822,Hungary,7.6422,47.8962,2346.96,False,147.05,265.59,-12.03,2491.74,1656443279.0,WZZ,Wizz Air,B,AIRBUS,A321-231,L2J,A321-2,221.10000000000002,"(47.8962, 7.6422)",Eschbach,Baden-Wuerttemberg,Freiburg Region,DE
87,471efc,WZZ5081,Hungary,32.5264,42.5289,10668.0,False,237.57,99.1,-0.33,11010.9,1656443279.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(42.5289, 32.5264)",Kurucasile,Bartin,,TR
88,471efd,WZZ1890,Hungary,8.0481,49.1192,11582.4,False,236.79,295.34,0.0,12031.98,1656443279.0,WZZ,Wizz Air,B,AIRBUS,A321,L2J,A321,221.10000000000002,"(49.1192, 8.0481)",Niederhorbach,Rheinland-Pfalz,,DE
89,e80274,LPE2456,Chile,-78.2258,-10.5669,8366.76,False,235.6,332.99,4.55,,1656443279.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-10.5669, -78.2258)",Paramonga,Lima,Barranca,PE
90,abfc71,SWA1467,United States,-96.5415,32.6608,1752.6,False,136.28,327.33,0.0,1882.14,1656443279.0,SWA,Southwest Airlines,B,BOEING,737-8,L2J,737-8,203.50000000000003,"(32.6608, -96.5415)",Seagoville,Texas,Dallas County,US
91,e8026a,LPE2087,Chile,-76.3338,-6.7355,1371.6,False,104.13,348.02,-5.85,1463.04,1656443279.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-6.7355, -76.3338)",Buenos Aires,San Martin,Picota,PE
92,a59530,SKW4300,United States,-84.5497,44.3274,7924.8,False,206.16,308.41,-5.2,8168.64,1656443279.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2B19,L2J,CRJ200,55.0,"(44.3274, -84.5497)",Prudenville,Michigan,Roscommon County,US
93,ace6e2,AAL2387,United States,-80.6971,38.562,10363.2,False,197.52,256.29,0.0,10812.78,1656443279.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.562, -80.6971)",Sutton,West Virginia,Braxton County,US
94,abf025,SWA546,United States,-83.0422,28.662,11269.98,False,234.43,155.91,0.0,11940.54,1656443279.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(28.662, -83.0422)",Hernando Beach,Florida,Hernando County,US
95,a3b86c,DAL2434,United States,-100.3735,31.2767,9349.74,False,236.82,144.55,-4.88,9913.62,1656443279.0,DAL,Delta Air Lines,P,AIRBUS,A319-114,L2J,A319,145.0,"(31.2767, -100.3735)",San Angelo,Texas,Tom Green County,US
96,a88072,NKS1013,United States,-79.3942,36.787,9441.18,False,216.48,345.83,0.0,9944.1,1656443279.0,NKS,Spirit Airlines,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(36.787, -79.3942)",Chatham,Virginia,Pittsylvania County,US
97,a94b51,UAL1555,United States,-122.3175,47.5088,342.9,False,74.08,180.0,-3.9,373.38,1656443279.0,UAL,United Airlines,U,BOEING,737-924ER,L2J,737-9,191.0,"(47.5088, -122.3175)",Boulevard Park,Washington,King County,US
98,a69b92,ASA764,United States,-102.793,45.8001,10668.0,False,255.86,101.13,0.0,11071.86,1656443279.0,ASA,Alaska Airlines,P,BOEING,737-890,L2J,737-8,149.0,"(45.8001, -102.793)",Hettinger,North Dakota,Adams County,US
99,867fce,JAL11,Japan,-115.0636,44.1823,9753.6,False,244.49,306.1,0.0,10226.04,1656443279.0,JAL,Japan Airlines,U,BOEING,777 346ER,L2J,777-3,486.0,"(44.1823, -115.0636)",Idaho City,Idaho,Boise County,US
100,a4b294,RPA4739,United States,-87.675,41.988,1082.04,False,226.47,340.91,-4.88,1363.98,1656443279.0,RPA,Republic Airline,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(41.988, -87.675)",Evanston,Illinois,Cook County,US
101,a5d25b,,United States,-74.7473,41.3558,1005.84,False,63.72,68.2,-1.63,1059.18,1656443279.0,,FlyMontserrat,P,CESSNA,182Q,,182Q,4.0,"(41.3558, -74.7473)",Matamoras,Pennsylvania,Pike County,US
102,a5d25b,,United States,-74.7473,41.3558,1005.84,False,63.72,68.2,-1.63,1059.18,1656443279.0,,Lulutai Airlines,P,CESSNA,182Q,,182Q,4.0,"(41.3558, -74.7473)",Matamoras,Pennsylvania,Pike County,US
103,a7bbe9,JBU662,United States,-59.9137,13.8404,5844.54,False,219.91,331.04,3.58,6149.34,1656443279.0,JBU,Jetblue Airways,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(13.8404, -59.9137)",Checker Hall,Saint Lucy,,BB
