,icao24,callsign,origin_country,long,lat,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,time,callsign_carrier,carrier_company,carrier_type,manufacturericao,model,icaoaircrafttype,model_no_stripped,avg_no_seats,coord,city_name,reg_admin1,reg_admin2,country_cc
14,a90ea8,DAL1415,United States,-82.6162,28.3736,5326.38,False,210.66,4.9,9.75,5608.32,1656443156.0,DAL,Delta Air Lines,P,BOEING,757-232,L2J,757-2,178.0,"(28.3736, -82.6162)",Hudson,Florida,Pasco County,US
15,4b1808,SWR37G,Switzerland,0.6155,50.0824,9624.06,False,231.66,140.41,2.6,9959.34,1656443156.0,SWR,Swiss,P,,BD-500-1A11 (CS300),,A220-3,144.0,"(50.0824, 0.6155)",Saint-Valery-en-Caux,Haute-Normandie,Departement de la Seine-Maritime,FR
16,aa56d5,UAL1820,United States,-77.8887,35.859,1173.48,False,240.65,3.31,0.0,1752.6,1656443156.0,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(35.859, -77.8887)",Elm City,North Carolina,Wilson County,US
17,a678ef,NKS277,United States,-67.1129,19.45,10363.2,False,232.13,309.33,0.0,10988.04,1656443156.0,NKS,Spirit Airlines,B,AIRBUS,A319-132,L2J,A319,196.9,"(19.45, -67.1129)",Isabela,Isabela,,PR
18,51111d,TOM9FE,Estonia,-6.0989,53.4118,678.18,False,75.45,275.48,-3.9,685.8,1656443156.0,TOM,TUI Airways,C,AIRBUS,Airbus A320-232,L2J,A320,164.0,"(53.4118, -6.0989)",Sutton,Leinster,,IE
19,ac4963,DAL2569,United States,-117.441,34.5007,8488.68,False,228.57,54.34,15.28,9006.84,1656443156.0,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(34.5007, -117.441)",Adelanto,California,San Bernardino County,US
20,a3b88e,AAL1457,United States,-79.308,26.51,8191.5,False,228.0,26.97,5.85,8671.56,1656443156.0,AAL,American Airlines,P,BOEING,737-800,L2J,737-8,189.0,"(26.51, -79.308)",West End,West Grand Bahama,,BS
21,aae316,AAL1539,United States,-88.9018,41.7845,6454.14,False,198.59,259.85,10.73,6697.98,1656443156.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(41.7845, -88.9018)",Waterman,Illinois,DeKalb County,US
22,7c6b39,JST673,Australia,150.7763,-26.1007,11277.6,False,261.74,110.36,-0.33,11818.62,1656443156.0,JST,Jetstar Airways,B,AIRBUS,A320-232,L2J,A320,180.4,"(-26.1007, 150.7763)",Chinchilla,Queensland,Western Downs,AU
23,a36898,DAL793,United States,-102.7084,38.7142,10668.0,False,241.32,112.3,0.33,11209.02,1656443156.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(38.7142, -102.7084)",Eads,Colorado,Kiowa County,US
24,acdfa3,ASA561,United States,-99.1015,31.1123,8534.4,False,225.43,139.26,0.33,9060.18,1656443156.0,ASA,Alaska Airlines,P,BOEING,737-9,,737-9,48.0,"(31.1123, -99.1015)",Brady,Texas,McCulloch County,US
25,ace6b3,ASH5864,United States,-102.9249,31.9173,10668.0,False,250.36,81.25,0.98,11300.46,1656443156.0,ASH,Mesa Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(31.9173, -102.9249)",Kermit,Texas,Winkler County,US
26,7c6b19,JST251,Australia,174.6562,-41.444,944.88,False,143.7,155.91,-6.18,944.88,1656443156.0,JST,Jetstar Airways,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(-41.444, 174.6562)",Brooklyn,Wellington,Wellington City,NZ
27,a46e40,DAL738,United States,-105.2111,40.4268,10370.82,False,231.23,261.04,0.0,10911.84,1656443156.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,,,199.0,"(40.4268, -105.2111)",Loveland,Colorado,Larimer County,US
28,a57b4d,UAL547T,United States,-119.0082,34.4777,3162.3,False,147.45,142.37,-14.63,3406.14,1656443156.0,UAL,United Airlines,U,AIRBUS INDUSTRIE,A320-232,L2J,A320,200.0,"(34.4777, -119.0082)",Fillmore,California,Ventura County,US
29,511158,TOM3BG,Estonia,22.7029,40.7383,11285.22,False,249.9,140.35,0.0,11811.0,1656443156.0,TOM,TUI Airways,C,,,,,180.0,"(40.7383, 22.7029)",Gefyra,Central Macedonia,Nomos Thessalonikis,GR
30,4952c1,TAP566,Portugal,-1.0025,47.1315,11582.4,False,252.31,37.71,0.0,11963.4,1656443156.0,TAP,TAP Air Portugal,P,AIRBUS,A320 251N,L2J,A320,164.0,"(47.1315, -1.0025)",Saint-Macaire-en-Mauges,Pays de la Loire,Departement de Maine-et-Loire,FR
31,4952c2,TAP1025,Portugal,-4.4169,39.9403,9448.8,False,194.27,255.74,0.0,9951.72,1656443156.0,TAP,TAP Air Portugal,P,AIRBUS,A320 251N,L2J,A320,164.0,"(39.9403, -4.4169)",Carmena,Castille-La Mancha,Province of Toledo,ES
32,4952c4,TAP1315,Portugal,-6.3311,43.3241,11894.82,False,213.39,203.29,0.0,12359.64,1656443156.0,TAP,TAP Air Portugal,P,,,,,180.0,"(43.3241, -6.3311)",Tineo,Asturias,Province of Asturias,ES
33,4952c6,TAP783N,Portugal,4.0081,50.3018,11277.6,False,219.26,216.41,0.0,11658.6,1656443156.0,TAP,TAP Air Portugal,P,AIRBUS,A320-251N,L2J,A320,164.0,"(50.3018, 4.0081)",Rousies,Nord-Pas-de-Calais,Departement du Nord,FR
34,acdfab,DAL1723,United States,-84.7077,33.6171,845.82,False,112.42,75.96,-0.65,914.4,1656443156.0,DAL,Delta Air Lines,P,BOEING,717-200,L2J,717,100.0,"(33.6171, -84.7077)",Chattahoochee Hills,Georgia,Fulton County,US
35,a0e250,AAL413,United States,-89.2177,35.2072,10675.62,False,258.3,73.33,-0.33,11239.5,1656443156.0,AAL,American Airlines,P,AIRBUS,A321-211,L2J,A321-2,199.0,"(35.2072, -89.2177)",Somerville,Tennessee,Fayette County,US
36,4952c7,TAP1357,Portugal,-1.44,50.8659,8054.34,False,188.92,213.0,9.43,8298.18,1656443156.0,TAP,TAP Air Portugal,P,AIRBUS,320-251N,L2J,A320,164.0,"(50.8659, -1.44)",Marchwood,England,Hampshire,GB
37,4952c8,TAP448,Portugal,0.1411,46.278,11109.96,False,219.61,28.55,-4.55,11529.06,1656443156.0,TAP,TAP Air Portugal,P,AIRBUS,,L2J,Anan,180.0,"(46.278, 0.1411)",Couhe,Poitou-Charentes,Departement de la Vienne,FR
38,ad694c,SWA2074,United States,-82.1069,31.2423,11582.4,False,233.59,178.99,0.0,12260.58,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(31.2423, -82.1069)",Nahunta,Georgia,Brantley County,US
39,407a06,EZY41YT,United Kingdom,26.3166,38.9406,10980.42,False,219.86,318.89,0.33,11490.96,1656443156.0,EZY,EasyJet Europe,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(38.9406, 26.3166)",Plomarion,North Aegean,Nomos Lesvou,GR
40,407a06,EZY41YT,United Kingdom,26.3166,38.9406,10980.42,False,219.86,318.89,0.33,11490.96,1656443156.0,EZY,EasyJet,B,AIRBUS,Airbus 320-251N,L2J,A320,180.4,"(38.9406, 26.3166)",Plomarion,North Aegean,Nomos Lesvou,GR
41,a46e35,DAL459,United States,-105.9284,41.1019,10972.8,False,227.1,299.29,-0.33,11513.82,1656443156.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(41.1019, -105.9284)",Laramie,Wyoming,Albany County,US
42,7c6b18,JST132,Australia,174.7804,-36.8859,3086.1,False,151.13,281.39,17.88,3078.48,1656443156.0,JST,Jetstar Airways,B,AIRBUS,A320 232SL,L2J,A320,180.4,"(-36.8859, 174.7804)",Auckland,Auckland,Auckland,NZ
43,7c6b17,JST968,Australia,151.5277,-28.6716,10668.0,False,272.98,52.5,0.33,11155.68,1656443156.0,JST,Jetstar Airways,B,AIRBUS,A320-232,L2J,A320,180.4,"(-28.6716, 151.5277)",Stanthorpe,Queensland,Southern Downs,AU
44,4952aa,TAP237,Portugal,-106.3036,43.9758,12192.0,False,223.57,252.73,0.0,12694.92,1656443156.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(43.9758, -106.3036)",Buffalo,Wyoming,Johnson County,US
45,4952ab,TAP283,Portugal,-8.3912,38.5602,3901.44,False,190.93,119.19,6.5,4168.14,1656443156.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(38.5602, -8.3912)",Vendas Novas,Evora,Vendas Novas,PT
46,44028d,EWG7MP,Austria,17.0075,45.2058,10980.42,False,224.53,313.42,-0.33,11521.44,1656443156.0,EWG,Eurowings,P,AIRBUS,A319-132,L2J,A319,133.0,"(45.2058, 17.0075)",Novska,Sisacko-Moslavacka,,HR
47,aad012,UAL55,United States,-71.5352,42.2271,6042.66,False,196.85,252.04,-4.88,6248.4,1656443156.0,UAL,United Airlines,U,BOEING,777-222,L2J,777-2,400.0,"(42.2271, -71.5352)",Hopkinton,Massachusetts,Middlesex County,US
48,aa9f1c,SWA359,United States,-78.744,39.2016,6644.64,False,236.48,97.25,-12.35,6957.06,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-73V,L2J,737-7,163.9,"(39.2016, -78.744)",Romney,West Virginia,Hampshire County,US
49,c822ed,ANZ703M,New Zealand,172.6498,-43.4729,1874.52,False,86.98,181.69,9.1,1828.8,1656443156.0,ANZ,Air New Zealand,P,ATR,ATR 72 600,L2T,ATR 7,66.0,"(-43.4729, 172.6498)",Christchurch,Canterbury,Christchurch City,NZ
50,4952b1,TAP089,Portugal,-37.656,-9.7695,11582.4,False,244.66,210.45,0.0,12268.2,1656443156.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-9.7695, -37.656)",Caninde de Sao Francisco,Sergipe,Caninde De Sao Francisco,BR
51,ad4f72,JBU1405,United States,-71.7992,22.1423,10058.4,False,244.73,128.17,0.0,10660.38,1656443156.0,JBU,Jetblue Airways,B,AIRBUS,A321-231,L2J,A321-2,416.90000000000003,"(22.1423, -71.7992)",Cockburn Town,,,TC
52,a47597,DAL1432,United States,-121.5788,38.7826,419.1,False,79.23,180.74,-3.58,434.34,1656443156.0,DAL,Delta Air Lines,P,BOEING,737-832,L2J,737-8,189.0,"(38.7826, -121.5788)",Elverta,California,Sacramento County,US
53,e80252,,Chile,-74.1296,4.679,2849.88,False,94.92,139.84,11.05,2994.66,1656443156.0,,FlyMontserrat,P,AIRBUS,A319 132,L2J,A319,133.0,"(4.679, -74.1296)",Bogota,Bogota D.C.,,CO
54,e80252,,Chile,-74.1296,4.679,2849.88,False,94.92,139.84,11.05,2994.66,1656443156.0,,Lulutai Airlines,P,AIRBUS,A319 132,L2J,A319,133.0,"(4.679, -74.1296)",Bogota,Bogota D.C.,,CO
55,e49445,AZU4014,Brazil,-35.8118,-7.914,5699.76,False,176.57,82.13,-9.43,6012.18,1656443156.0,AZU,Azul Linhas Aéreas,B,AIRBUS,A320-251N,L2J,A320,180.4,"(-7.914, -35.8118)",Surubim,Pernambuco,Surubim,BR
56,ab0361,AAL2147,United States,-72.0962,41.8918,10660.38,False,171.22,242.05,3.25,10980.42,1656443156.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-132,L2J,A319,179.0,"(41.8918, -72.0962)",South Woodstock,Connecticut,Windham County,US
57,abb3b6,AAL2944,United States,-105.9562,38.979,11277.6,False,237.26,130.25,-0.33,11864.34,1656443156.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.979, -105.9562)",Buena Vista,Colorado,Chaffee County,US
58,e8024d,ARE4257,Chile,-74.3942,4.9066,3649.98,False,124.84,136.84,-3.58,3886.2,1656443156.0,ARE,LATAM Airlines Colombia,P,RAYTHEON,King Air B200,L2T,King A,180.0,"(4.9066, -74.3942)",Alban,Cundinamarca,,CO
59,4952a8,TAP082,Portugal,-46.5197,-23.6052,2613.66,False,134.23,85.16,6.5,2750.82,1656443156.0,TAP,TAP Air Portugal,P,,,,,180.0,"(-23.6052, -46.5197)",Sao Caetano do Sul,Sao Paulo,Sao Caetano Do Sul,BR
60,3c6678,DLH3UJ,Germany,12.9294,52.1495,5227.32,False,203.41,232.81,16.26,5471.16,1656443156.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(52.1495, 12.9294)",Treuenbrietzen,Brandenburg,,DE
61,abf008,SWA2173,United States,-82.2592,30.9049,10972.8,False,232.07,192.16,-0.33,11620.5,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(30.9049, -82.2592)",Folkston,Georgia,Charlton County,US
62,4952a1,TAP035,Portugal,-17.8898,31.1495,11780.52,False,233.29,213.3,6.83,12496.8,1656443156.0,TAP,TAP Air Portugal,P,AIRBUS,A330 941N,L2J,A330-9,287.0,"(31.1495, -17.8898)",Ponta do Sol,Madeira,,PT
63,acdfcc,KAP378,United States,-90.486,38.7102,845.82,False,90.91,11.76,-3.9,914.4,1656443156.0,KAP,Cape Air,P,COSTRUZIONI AERONAUTICHE TECNA,P2012 TRAVELLER,L2J,P2012,11.0,"(38.7102, -90.486)",Maryland Heights,Missouri,Saint Louis County,US
64,4952a5,TAP011,Portugal,-14.2773,31.1487,11277.6,False,232.63,205.55,0.0,11963.4,1656443156.0,TAP,TAP Air Portugal,P,,A330-941,,A330-9,287.0,"(31.1487, -14.2773)",Haria,Canary Islands,Provincia de Las Palmas,ES
65,3c666b,DLH5XV,Germany,9.442,49.8153,4168.14,False,210.03,307.94,-7.48,4389.12,1656443156.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(49.8153, 9.442)",Schollbrunn,Bavaria,Regierungsbezirk Unterfranken,DE
66,a46e8d,HAL51,United States,-90.3433,43.1348,10972.8,False,221.74,270.66,0.33,11269.98,1656443156.0,HAL,Hawaiian Airlines,P,AIRBUS,A330-243,L2J,A330-2,377.0,"(43.1348, -90.3433)",Muscoda,Wisconsin,Grant County,US
67,3c6672,DLH3TR,Germany,9.3426,50.4953,4602.48,False,236.87,196.27,-8.13,4930.14,1656443156.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.4953, 9.3426)",Grebenhain,Hesse,Regierungsbezirk Giessen,DE
68,3c6671,DLH965,Germany,3.0719,53.4337,10675.62,False,233.65,129.19,0.0,10980.42,1656443156.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(53.4337, 3.0719)",Caister-on-Sea,England,Norfolk,GB
69,3c6670,DLH3XM,Germany,8.9866,50.2421,3832.86,False,165.52,249.82,-4.88,4175.76,1656443156.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(50.2421, 8.9866)",Hammersbach,Hesse,Regierungsbezirk Darmstadt,DE
70,3c6676,DLH99P,Germany,6.7471,44.8293,11582.4,False,244.2,13.28,0.0,12024.36,1656443156.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(44.8293, 6.7471)",Claviere,Piedmont,Provincia di Torino,IT
71,3c6675,DLH4EC,Germany,9.3078,46.7852,10972.8,False,231.82,350.16,0.0,11422.38,1656443156.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(46.7852, 9.3078)",Laax,Grisons,Surselva District,CH
72,a58e1e,SWA1774,United States,-104.093,39.3529,10972.8,False,232.54,249.0,-0.33,11529.06,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(39.3529, -104.093)",Kiowa,Colorado,Elbert County,US
73,3c6674,DLH201,Germany,11.5311,51.4657,7315.2,False,236.38,231.98,0.0,7665.72,1656443156.0,DLH,Lufthansa,P+,AIRBUS,A321 231,L2J,A321-2,201.0,"(51.4657, 11.5311)",Osterhausen,Saxony-Anhalt,,DE
74,a2d2f2,AAY2858,United States,-82.0214,40.5944,10668.0,False,227.5,172.07,0.0,11033.76,1656443156.0,AAY,Allegiant Air,P,AIRBUS,A320-214,,A320,182.0,"(40.5944, -82.0214)",Shreve,Ohio,Wayne County,US
75,a963f7,FFT163,United States,-83.4262,27.9997,7338.06,False,254.33,247.27,2.28,7802.88,1656443156.0,FFT,Frontier Airlines,B,AIRBUS,A321-211,L2J,A321-2,218.9,"(27.9997, -83.4262)",Belleair Beach,Florida,Pinellas County,US
76,ac234f,UAL2197,United States,-88.5561,41.5771,3489.96,False,187.25,48.12,-10.08,3642.36,1656443156.0,UAL,United Airlines,U,AIRBUS,A319-132,,,179.0,"(41.5771, -88.5561)",Plano,Illinois,Kendall County,US
77,a1b2ee,JBU436,United States,-72.4038,37.2439,10355.58,False,245.77,11.59,0.0,10866.12,1656443156.0,JBU,Jetblue Airways,B,AIRBUS,A321-271NX,,A321-2,270.6,"(37.2439, -72.4038)",Ocean City,Maryland,Worcester County,US
78,471efa,WZZ100E,Hungary,15.892,47.1918,10980.42,False,232.76,278.9,-0.33,11490.96,1656443156.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(47.1918, 15.892)",Hartl,Styria,Politischer Bezirk Hartberg-Fuerstenfeld,AT
79,acdffc,DAL2509,United States,-105.503,34.368,10058.4,False,251.56,90.0,0.0,10645.14,1656443156.0,DAL,Delta Air Lines,P,BOEING,737-900ER,,737-9,222.0,"(34.368, -105.503)",Estancia,New Mexico,Torrance County,US
80,a3a538,FFT471,United States,-104.505,39.7314,2842.26,False,128.2,198.0,-7.48,3040.38,1656443156.0,FFT,Frontier Airlines,B,AIRBUS,A320-251N,,A320,209.00000000000003,"(39.7314, -104.505)",Bennett,Colorado,Adams County,US
81,471efe,WZZ9355,Hungary,13.4041,46.1782,11582.4,False,240.43,276.88,-0.33,12085.32,1656443156.0,WZZ,Wizz Air,B,Airbus,A321-231,,A321-2,221.10000000000002,"(46.1782, 13.4041)",Torreano,Friuli Venezia Giulia,Provincia di Udine,IT
82,471eff,WZZ2822,Hungary,7.9123,47.8931,3528.06,False,187.42,274.88,-10.08,3718.56,1656443156.0,WZZ,Wizz Air,B,AIRBUS,A321-231,L2J,A321-2,221.10000000000002,"(47.8931, 7.9123)",Oberried,Baden-Wuerttemberg,Freiburg Region,DE
83,471efc,WZZ5081,Hungary,32.2969,42.5555,10668.0,False,234.95,99.07,0.33,11010.9,1656443156.0,WZZ,Wizz Air,B,,,,,198.00000000000003,"(42.5555, 32.2969)",Amasra,Bartin,,TR
84,471efd,WZZ1890,Hungary,8.4152,49.0085,11590.02,False,240.3,294.81,-1.3,12024.36,1656443156.0,WZZ,Wizz Air,B,AIRBUS,A321,L2J,A321,221.10000000000002,"(49.0085, 8.4152)",Karlsruhe,Baden-Wuerttemberg,Karlsruhe Region,DE
85,e80274,LPE2456,Chile,-78.2076,-10.6019,8282.94,False,233.99,332.93,3.9,,1656443156.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-10.6019, -78.2076)",Paramonga,Lima,Barranca,PE
86,abfc71,SWA1467,United States,-96.4434,32.5327,2263.14,False,139.26,326.6,-5.2,2423.16,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-8,L2J,737-8,203.50000000000003,"(32.5327, -96.4434)",Combine,Texas,Kaufman County,US
87,aae377,SKW4109,United States,-89.3449,43.1364,,True,3.09,272.81,,,1656443156.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2D24,L2J,CRJ900,95.0,"(43.1364, -89.3449)",Maple Bluff,Wisconsin,Dane County,US
88,e8026a,LPE2087,Chile,-76.3431,-6.8689,1684.02,False,141.59,8.78,-7.48,1805.94,1656443156.0,LPE,LATAM Airlines Perú,P,AIRBUS,A320 214SL,L2J,A320,164.0,"(-6.8689, -76.3431)",Pucacaca,San Martin,Picota,PE
89,a59530,SKW4300,United States,-84.2139,44.1321,8542.02,False,202.88,309.34,-0.33,8755.38,1656443156.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2B19,L2J,CRJ200,55.0,"(44.1321, -84.2139)",West Branch,Michigan,Ogemaw County,US
90,ace6e2,AAL2387,United States,-80.4229,38.6143,10363.2,False,197.89,256.47,0.0,10812.78,1656443156.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(38.6143, -80.4229)",Webster Springs,West Virginia,Webster County,US
91,abf025,SWA546,United States,-83.1618,28.8995,11269.98,False,235.84,156.06,0.0,11940.54,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-8H4,L2J,737-8,154.0,"(28.8995, -83.1618)",Inglis,Florida,Levy County,US
92,a3b86c,DAL2434,United States,-100.5679,31.4877,9448.8,False,242.17,139.13,0.0,10012.68,1656443156.0,DAL,Delta Air Lines,P,AIRBUS,A319-114,L2J,A319,145.0,"(31.4877, -100.5679)",Grape Creek,Texas,Tom Green County,US
93,a88072,NKS1013,United States,-79.6174,37.4919,9448.8,False,213.99,345.66,-0.33,9936.48,1656443156.0,NKS,Spirit Airlines,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(37.4919, -79.6174)",Buchanan,Virginia,Botetourt County,US
94,a94b51,UAL1555,United States,-122.301,47.4376,,True,5.92,78.75,,,1656443156.0,UAL,United Airlines,U,BOEING,737-924ER,L2J,737-9,191.0,"(47.4376, -122.301)",SeaTac,Washington,King County,US
95,ac21e4,DAL1919,United States,-69.9622,19.2869,8214.36,False,247.53,310.11,3.25,8458.2,1656443156.0,DAL,Delta Air Lines,P,BOEING,737-900ER,L2J,737-9,222.0,"(19.2869, -69.9622)",El Factor,Maria Trinidad Sanchez,,DO
96,abad94,SWA3091,United States,-84.6692,38.9524,632.46,False,75.11,0.0,-3.9,701.04,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-800,L2J,737-8,207.9,"(38.9524, -84.6692)",Union,Kentucky,Boone County,US
97,a69b92,ASA764,United States,-103.9396,45.9511,10668.0,False,255.6,100.2,0.0,11087.1,1656443156.0,ASA,Alaska Airlines,P,BOEING,737-890,L2J,737-8,149.0,"(45.9511, -103.9396)",Buffalo,South Dakota,Harding County,US
98,867fce,JAL11,Japan,-114.624,43.9511,9753.6,False,243.46,305.97,0.0,10233.66,1656443156.0,JAL,Japan Airlines,U,BOEING,777 346ER,L2J,777-3,486.0,"(43.9511, -114.624)",Sun Valley,Idaho,Blaine County,US
99,a4b294,RPA4739,United States,-87.5029,41.9877,1821.18,False,113.18,270.0,-6.18,1927.86,1656443156.0,RPA,Republic Airline,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(41.9877, -87.5029)",Evanston,Illinois,Cook County,US
100,a7bbe9,JBU662,United States,-59.8521,13.731,5181.6,False,218.26,331.26,9.43,5478.78,1656443156.0,JBU,Jetblue Airways,B,AIRBUS,A320-232,L2J,A320,220.00000000000003,"(13.731, -59.8521)",Checker Hall,Saint Lucy,,BB
101,adda24,AAL323,United States,-109.6596,34.9319,10058.4,False,244.71,85.18,0.0,10660.38,1656443156.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(34.9319, -109.6596)",Holbrook,Arizona,Navajo County,US
102,a96577,DAL473,United States,-105.8538,38.2452,11582.4,False,231.82,245.48,0.0,12169.14,1656443156.0,DAL,Delta Air Lines,P,BOEING,757-2Q8,L2J,757-2,178.0,"(38.2452, -105.8538)",Salida,Colorado,Chaffee County,US
103,471ee0,WZZ109D,Hungary,7.1539,43.5584,632.46,False,78.58,354.36,-4.88,708.66,1656443156.0,WZZ,Wizz Air,B,AIRBUS,Airbus 320-232 (W),L2J,A320,180.4,"(43.5584, 7.1539)",Antibes,Provence-Alpes-Cote d'Azur,Departement des Alpes-Maritimes,FR
