,icao24,callsign,origin_country,long,lat,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,time,callsign_carrier,carrier_company,carrier_type,manufacturericao,model,icaoaircrafttype,model_no_stripped,avg_no_seats,coord,city_name,reg_admin1,reg_admin2,country_cc
1447,a4aea2,SWA1515,United States,-110.6268,32.6282,11887.2,False,235.48,101.21,0.33,12565.38,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(32.6282, -110.6268)",Loup City,Nebraska,Sherman County,US
1448,a57eb5,QXE2040,United States,-116.4801,47.4471,7612.38,False,194.51,88.64,0.0,7932.42,1656443156.0,QXE,Horizon Air,P,BOMBARDIER INC,DHC-8-402,L2T,Q-400,70.0,"(47.4471, -116.4801)",Oceanside,New York,Nassau County,US
1449,a3e525,DAL1255,United States,-98.9855,41.2946,10370.82,False,228.19,260.13,0.0,10850.88,1656443156.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,,A321-2,199.0,"(41.2946, -98.9855)",Mesquite,Nevada,Clark County,US
1450,a13b66,JBU105,United States,-73.6487,40.6341,1173.48,False,128.57,50.19,21.78,1242.06,1656443156.0,JBU,Jetblue Airways,B,EMBRAER,ERJ 190-100 IGW,L2J,ERJ-190,22.0,"(40.6341, -73.6487)",Washington,Georgia,Wilkes County,US
1451,adde95,JBU1374,United States,-113.9408,36.7542,10058.4,False,243.85,56.01,0.0,10660.38,1656443156.0,JBU,Jetblue Airways,B,AIRBUS,A321-231,,A321-2,416.90000000000003,"(36.7542, -113.9408)",Kentville,Nova Scotia,Kings County,CA
1452,a0cbd6,SKW5220,United States,-82.6549,33.6916,10668.0,False,227.82,79.2,0.33,11277.6,1656443156.0,SKW,SkyWest Airlines,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(33.6916, -82.6549)",Villa Alberto Andres Alvarado Aramburo,Baja California Sur,Mulege,MX
1453,89640a,ETD19G,United Arab Emirates,-64.468,45.1414,12192.0,False,221.17,248.87,0.0,12626.34,1656443156.0,ETD,Etihad Airways,U,BOEING,Boeing 787 9,L2J,787-9,341.0,"(45.1414, -64.468)",Otorohanga,Waikato,Otorohanga District,NZ
1454,a2886c,SWA630,United States,-112.849,28.0052,11887.2,False,234.9,142.65,0.0,12557.76,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(28.0052, -112.849)",Eads,Colorado,Kiowa County,US
1455,c82871,ANZ825M,New Zealand,175.3054,-38.7177,5021.58,False,115.81,178.22,3.9,5059.68,1656443156.0,ANZ,Air New Zealand,P,ATR,ATR 72-600 (212A),L2T,ATR 7,66.0,"(-38.7177, 175.3054)",Lenox,Iowa,Taylor County,US
1456,a728c1,AAL1662,United States,-103.0142,38.7485,9144.0,False,234.33,302.54,0.0,9646.92,1656443156.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(38.7485, -103.0142)",Bremen,Ohio,Fairfield County,US
1457,a082ac,AAL1423,United States,-94.6339,40.9055,10668.0,False,234.52,83.58,0.0,11094.72,1656443156.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(40.9055, -94.6339)",Peach Springs,Arizona,Mohave County,US
1458,a095f0,RPA4604,United States,-82.4649,39.7807,3596.64,False,170.33,291.99,-7.48,3764.28,1656443156.0,RPA,Republic Airline,P,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,,ERJ-170,80.0,"(39.7807, -82.4649)",Broken Bow,Oklahoma,McCurtain County,US
1459,a01b56,DAL2089,United States,-113.4313,35.5416,10972.8,False,225.84,247.64,0.0,11620.5,1656443156.0,DAL,Delta Air Lines,P,AIRBUS,A321-211,,A321-2,199.0,"(35.5416, -113.4313)",Warroad,Minnesota,Roseau County,US
1460,a105e8,SKW5387,United States,-94.8208,34.0628,10668.0,False,237.45,32.79,0.0,11262.36,1656443156.0,SKW,SkyWest Airlines,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(34.0628, -94.8208)",Portland,Indiana,Jay County,US
1461,c038a3,ACA108,Canada,-94.9503,49.0327,11879.58,False,275.81,99.99,-0.33,12001.5,1656443156.0,ACA,Air Canada,P,,787-9 (Boeing),,787-9,341.0,"(49.0327, -94.9503)",Weddington,North Carolina,Union County,US
1462,a0e5d7,SKW4707,United States,-84.9433,40.493,10668.0,False,263.43,41.75,-0.33,11049.0,1656443156.0,SKW,SkyWest Airlines,P,EMBRAER S A,ERJ 170-200 LR,L2J,ERJ-170,88.0,"(40.493, -84.9433)",Creede,Colorado,Mineral County,US
1463,a03574,AAL2366,United States,-80.7715,34.9872,5013.96,False,184.13,191.28,10.73,5219.7,1656443156.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A320-214,L2J,A320,182.0,"(34.9872, -80.7715)",Shiprock,New Mexico,San Juan County,US
1464,a57ee6,SKW5593,United States,-106.6987,37.719,9753.6,False,223.35,247.81,-0.33,10279.38,1656443156.0,SKW,SkyWest Airlines,P,BOMBARDIER INC,CL-600-2B19,L2J,CRJ200,55.0,"(37.719, -106.6987)",Estepona,Andalusia,Provincia de Malaga,ES
1465,a16883,DAL351,United States,-108.8119,36.8706,10363.2,False,239.65,261.73,0.0,10934.7,1656443156.0,DAL,Delta Air Lines,P,BOEING,767-332,L2J,767-3,330.0,"(36.8706, -108.8119)",Cinco Ranch,Texas,Fort Bend County,US
1466,020140,MAC478,Morocco,-4.95,36.0785,10668.0,False,225.89,212.82,0.0,11269.98,1656443156.0,MAC,Air Arabia Maroc,B,AIRBUS,A320-214 (W),L2J,A320,180.4,"(36.0785, -4.95)",Chaudes-Aigues,Auvergne,Departement du Cantal,FR
1467,a465df,UAL2026,United States,-95.7487,29.7676,3215.64,False,145.66,73.17,-7.15,3421.38,1656443156.0,UAL,United Airlines,U,BOEING,737-824,L2J,737-8,149.0,"(29.7676, -95.7487)",Koontz Lake,Indiana,Starke County,US
1468,02012c,RAM725A,Morocco,3.0103,44.8524,11277.6,False,222.63,225.0,0.0,11719.56,1656443156.0,RAM,Royal Air Maroc,P,BOEING,737NG 85P/W,L2J,737-8,176.0,"(44.8524, 3.0103)",Fox Lake,Illinois,Lake County,US
1469,a5c36e,AWI3916,United States,-86.3962,41.397,4937.76,False,179.69,311.4,-6.18,5120.64,1656443156.0,AWI,Air Wisconsin,P,BOMBARDIER INC,CL-600-2B19,L2J,CRJ200,55.0,"(41.397, -86.3962)",Fox Lake,Illinois,Lake County,US
1470,c0003e,,Canada,-88.1786,42.3948,11277.6,False,260.11,135.72,0.0,11559.54,1656443156.0,,FlyMontserrat,P,,SR20 (Cirrus),,SR20 ,180.0,"(42.3948, -88.1786)",SeaTac,Washington,King County,US
1471,c0003e,,Canada,-88.1786,42.3948,11277.6,False,260.11,135.72,0.0,11559.54,1656443156.0,,Lulutai Airlines,P,,SR20 (Cirrus),,SR20 ,180.0,"(42.3948, -88.1786)",La Plaza,Asturias,Province of Asturias,ES
1472,a2be6d,SKW3839,United States,-122.3002,47.4399,,True,0.45,329.06,,,1656443156.0,SKW,SkyWest Airlines,P,EMBRAER S A,ERJ 170-200 LL,,ERJ-170,88.0,"(47.4399, -122.3002)",Lovech,Lovech,Obshtina Lovech,BG
1473,020139,RAM801F,Morocco,-6.0951,43.1704,10668.0,False,225.37,195.08,0.0,11125.2,1656443156.0,RAM,Royal Air Maroc,P,,,,,180.0,"(43.1704, -6.0951)",Dallas,Texas,Dallas County,US
1474,70c10d,OMS857,Oman,24.5894,43.071,11590.02,False,229.24,286.16,0.0,12031.98,1656443156.0,OMS,SalamAir,B,,,,,198.00000000000003,"(43.071, 24.5894)",Naples,Florida,Collier County,US
1475,aa6a98,SWA2280,United States,-96.7669,32.7743,1135.38,False,131.12,137.86,8.45,1219.2,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-7H4,L2J,737-7,154.0,"(32.7743, -96.7669)",Abu Dhabi,Abu Dhabi,,AE
1476,a32bf5,AAL1691,United States,-82.1642,25.9178,10027.92,False,240.55,298.48,3.9,10614.66,1656443156.0,AAL,American Airlines,P,BOEING,737-8,,737-8,185.0,"(25.9178, -82.1642)",Campofrio,Andalusia,Provincia de Huelva,ES
1477,70c105,OMA406,Oman,54.458,24.5533,12496.8,False,224.63,121.32,-0.33,13319.76,1656443156.0,OMA,Oman Air,P+,,,,,180.0,"(24.5533, 54.458)",Los Molinos,California,Tehama County,US
1478,345299,AEA9165,Spain,-6.5639,37.783,12184.38,False,272.83,42.02,-0.33,12816.84,1656443156.0,AEA,Air Europa,P,BOEING,787 8,L2J,787-8,312.0,"(37.783, -6.5639)",Risan,Kotor,,ME
1479,a87cf9,QXE2588,United States,-122.0396,40.0136,8915.4,False,228.12,352.87,4.88,9372.6,1656443156.0,QXE,Horizon Air,P,EMBRAER S A,ERJ 170-200 LR,,ERJ-170,88.0,"(40.0136, -122.0396)",Beykonak,Antalya,,TR
1480,4079a9,TOM359,United Kingdom,18.7663,42.6678,10972.8,False,219.12,305.44,0.0,11498.58,1656443156.0,TOM,TUI Airways,C,,,,,180.0,"(42.6678, 18.7663)",Topolovgrad,Khaskovo,Obshtina Topolovgrad,BG
1481,4baac3,THY47C,Turkey,30.8593,35.2555,10668.0,False,234.2,178.11,-0.33,11140.44,1656443156.0,THY,Turkish Airlines,U,BOEING,737NG 8F2/W,L2J,737-8,176.0,"(35.2555, 30.8593)",Concord,Ontario,,CA
1482,4baac4,THY29W,Turkey,26.2565,42.1094,10264.14,False,216.91,109.68,-4.88,10698.48,1656443156.0,THY,Turkish Airlines,U,BOEING,Boeing 737NG 8F2/W,L2J,737-8,176.0,"(42.1094, 26.2565)",Jewett City,Connecticut,New London County,US
1483,a8233a,SKW5791,United States,-79.4792,43.7559,815.34,False,86.73,228.37,-4.88,868.68,1656443156.0,SKW,SkyWest Airlines,P,EMBRAER S A,ERJ 170-200 LL,,ERJ-170,88.0,"(43.7559, -79.4792)",Sisamon,Aragon,Provincia de Zaragoza,ES
1484,a1a56d,RPA5666,United States,-71.9325,41.5978,5448.3,False,220.77,71.1,0.0,5996.94,1656443156.0,RPA,Republic Airline,P,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,L2J,ERJ-170,80.0,"(41.5978, -71.9325)",Ceuta,Ceuta,Ceuta,ES
1485,020124,MAC345,Morocco,-1.9991,41.174,11574.78,False,249.21,32.18,0.33,12123.42,1656443156.0,MAC,Air Arabia Maroc,B,AIRBUS,A320 214SL,L2J,A320,180.4,"(41.174, -1.9991)",Vandalia,Missouri,Audrain County,US
1486,020121,RAM911,Morocco,-5.1224,35.8441,11879.58,False,231.93,227.43,0.0,12534.9,1656443156.0,RAM,Royal Air Maroc,P,BOEING,B787-8,L2J,787-8,312.0,"(35.8441, -5.1224)",Big Lake,Alaska,Matanuska-Susitna Borough,US
1487,a65800,DAL296,United States,-91.4209,39.4382,12496.8,False,268.28,127.99,0.0,12931.14,1656443156.0,DAL,Delta Air Lines,P,AIRBUS,A350-941,,A350-9,442.0,"(39.4382, -91.4209)",Pageland,South Carolina,Chesterfield County,US
1488,a8103e,ASA195,United States,-150.3282,61.4204,2263.14,False,120.22,186.88,-4.55,2362.2,1656443156.0,ASA,Alaska Airlines,P,BOEING,737-790,L2J,737-7,151.0,"(61.4204, -150.3282)",Emporeio,South Aegean,Nomos Kykladon,GR
1489,a95665,AAL2320,United States,-80.2844,34.8054,3535.68,False,146.16,298.37,-7.8,3710.94,1656443156.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-112,L2J,A319,179.0,"(34.8054, -80.2844)",Sam Rayburn,Texas,Jasper County,US
1490,46b2e3,ASL69W,Greece,25.5729,36.0975,11277.6,False,255.28,145.51,0.0,11841.48,1656443156.0,ASL,Air Serbia,P,,,,,180.0,"(36.0975, 25.5729)",Zagra,Andalusia,Provincia de Granada,ES
1491,a082fd,DAL1121,United States,-93.8614,31.0837,8694.42,False,202.39,227.06,-10.73,9052.56,1656443156.0,DAL,Delta Air Lines,P,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,,A220-1,133.0,"(31.0837, -93.8614)",Hinx,Aquitaine,Departement des Landes,FR
1492,02013e,RAM789H,Morocco,-4.1288,37.2527,12489.18,False,238.4,203.8,-0.33,13159.74,1656443156.0,RAM,Royal Air Maroc,P,BOEING,B787-9,L2J,787-9,341.0,"(37.2527, -4.1288)",Etobicoke,Ontario,,CA
1493,02013c,RAM833L,Morocco,-0.9257,43.7769,11887.2,False,239.0,208.83,-0.33,12367.26,1656443156.0,RAM,Royal Air Maroc,P,,787-9,,787-9,341.0,"(43.7769, -0.9257)",Crouy-sur-Ourcq,Ile-de-France,Departement de Seine-et-Marne,FR
1494,8019eb,SWG641,India,-79.654,43.6809,,True,12.86,213.75,,,1656443156.0,SWG,Sunwing Airlines,C,,,,,180.0,"(43.6809, -79.654)",Eloi Mendes,Minas Gerais,Eloi Mendes,BR
1495,020145,MAC114B,Morocco,3.0277,49.0744,10637.52,False,220.91,212.54,3.58,11026.14,1656443156.0,MAC,Air Arabia Maroc,B,AIRBUS,A320-214,L2J,A320,180.4,"(49.0744, 3.0277)",Martinsville,Indiana,Morgan County,US
1496,e49830,AZU2768,Brazil,-45.6434,-21.5974,10370.82,False,224.1,216.32,0.0,10957.56,1656443156.0,AZU,Azul Linhas Aéreas,B,AIRBUS,A321-251NX,L2J,A321-2,221.10000000000002,"(-21.5974, -45.6434)",Zinat,Tanger-Tetouan,Tetouan,MA
1497,a8e6f2,AAL1980,United States,-86.6058,39.4202,3230.88,False,182.06,47.52,-6.18,3413.76,1656443156.0,AAL,American Airlines,P,AIRBUS,A320-232,L2J,A320,200.0,"(39.4202, -86.6058)",Chhapra,Bihar,Saran,IN
1498,020142,RAM985A,Morocco,-5.489,35.4089,5181.6,False,84.38,217.57,2.93,5417.82,1656443156.0,RAM,Royal Air Maroc,P,ATR,ATR 72-600 (212A),L2T,ATR 7,66.0,"(35.4089, -5.489)",Livinhac-le-Haut,Midi-Pyrenees,Departement de l'Aveyron,FR
1499,8005f4,AIC306,India,84.683,25.71,11879.58,False,250.71,107.8,0.0,12649.2,1656443156.0,AIC,Air India,P,BOEING,787 8,L2J,787-8,312.0,"(25.71, 84.683)",Douglasville,Georgia,Douglas County,US
1500,345388,ANE8827,Spain,2.341,44.6819,10668.0,False,231.48,248.62,0.0,11109.96,1656443156.0,ANE,Air Nostrum,P,BOMBARDIER,CRJ 1000 NG,L2J,CRJ1000,180.0,"(44.6819, 2.341)",Amilly,Centre,Departement du Loiret,FR
1501,acab11,AAL462,United States,-84.7111,33.6605,1196.34,False,117.38,114.88,-6.5,1287.78,1656443156.0,AAL,American Airlines,P,AIRBUS,A321-231,L2J,A321-2,379.0,"(33.6605, -84.7111)",New Sarpy,Louisiana,Saint Charles Parish,US
1502,4ca98a,ITY247,Ireland,2.8029,47.9655,11894.82,False,229.06,155.45,0.0,12268.2,1656443156.0,ITY,ITA Airways,P+,AIRBUS,A319-111,L2J,A319,133.0,"(47.9655, 2.8029)",Ajman,Ajman,,AE
1503,a9f502,UAL879,United States,-90.3679,30.0195,12192.0,False,237.8,253.41,0.0,12870.18,1656443156.0,UAL,United Airlines,U,BOEING,777-224,L2J,777-2,400.0,"(30.0195, -90.3679)",Crezancy,Picardie,Departement de l'Aisne,FR
1504,896372,ABY458,United Arab Emirates,55.5243,25.4408,1981.2,False,144.3,95.93,10.73,2004.06,1656443156.0,ABY,Air Arabia,B,AIRBUS,A320 214SL,L2J,A320,180.4,"(25.4408, 55.5243)",Irvine,Kentucky,Estill County,US
1505,8005ed,AIC142,India,3.5037,49.0875,5631.18,False,206.9,91.71,7.15,5897.88,1656443156.0,AIC,Air India,P,BOEING,787 8,L2J,787-8,312.0,"(49.0875, 3.5037)",Elkfork,Kentucky,Morgan County,US
1506,a2b26b,JBU281,United States,-83.8694,37.5782,10363.2,False,204.18,236.51,-0.33,10850.88,1656443156.0,JBU,Jetblue Airways,B,EMBRAER,ERJ 190-100 IGW,L2J,ERJ-190,22.0,"(37.5782, -83.8694)",Rogersville,Missouri,Webster County,US
1507,acd83d,DAL2381,United States,-83.147,37.8766,10058.4,False,230.48,190.16,7.48,10386.06,1656443156.0,DAL,Delta Air Lines,P,BOEING,717-200,L2J,717,100.0,"(37.8766, -83.147)",Warsaw,Virginia,Richmond County,US
1508,acbe34,ASA122,United States,-92.9534,37.1974,10058.4,False,256.57,130.36,0.0,10523.22,1656443156.0,ASA,Alaska Airlines,P,BOEING,737-9,,737-9,48.0,"(37.1974, -92.9534)",Keelung,Taiwan,Keelung,TW
1509,a22702,JBU340,United States,-76.7323,37.8664,11216.64,False,251.11,35.58,-5.53,11742.42,1656443156.0,JBU,Jetblue Airways,B,EMBRAER,ERJ 190-100 IGW,L2J,ERJ-190,22.0,"(37.8664, -76.7323)",Keelung,Taiwan,Keelung,TW
1510,781d8d,,China,122.2407,26.3394,11277.6,False,245.37,35.36,0.0,12031.98,1656443156.0,,FlyMontserrat,P,,,,,180.0,"(26.3394, 122.2407)",Sok Kwu Wan,,,HK
1511,781d8d,,China,122.2407,26.3394,11277.6,False,245.37,35.36,0.0,12031.98,1656443156.0,,Lulutai Airlines,P,,,,,180.0,"(26.3394, 122.2407)",Wynnum,Queensland,Brisbane,AU
1512,78114b,CSN5047,China,114.5021,21.5337,8100.06,False,233.04,90.0,4.55,8549.64,1656443156.0,CSN,China Southern Airlines,P,AIRBUS,A330 343E,L2J,A330-3,347.0,"(21.5337, 114.5021)",Marblehead,Massachusetts,Essex County,US
1513,7c1470,QFA16,Australia,153.1233,-27.394,,True,29.32,208.12,,,1656443156.0,QFA,Qantas Airways,P,AIRBUS,A330-202,L2J,A330-2,309.0,"(-27.394, 153.1233)",Baabda,Mont-Liban,,LB
1514,ad2baa,JBU393,United States,-70.7709,42.4673,1988.82,False,137.72,348.14,13.66,2232.66,1656443156.0,JBU,Jetblue Airways,B,AIRBUS,A321-231,L2J,A321-2,416.90000000000003,"(42.4673, -70.7709)",Mesa Verde,California,Riverside County,US
1515,896383,ABY387,United Arab Emirates,35.4865,33.8182,,True,7.46,137.81,,,1656443156.0,ABY,Air Arabia,B,AIRBUS,A320 214SL,L2J,A320,180.4,"(33.8182, 35.4865)",Shingletown,California,Shasta County,US
1516,ad7b17,AAL444,United States,-114.9212,33.8469,9753.6,False,236.17,277.64,0.0,10355.58,1656443156.0,AAL,American Airlines,P,BOEING,737-823,L2J,737-8,162.0,"(33.8469, -114.9212)",Benidorm,Valencia,Provincia de Alicante,ES
1517,aa2e6f,AAL1719,United States,-121.6492,40.5565,11590.02,False,242.48,357.81,0.33,12100.56,1656443156.0,AAL,American Airlines,P,AIRBUS INDUSTRIE,A319-112,L2J,A319,179.0,"(40.5565, -121.6492)",Ouyen,Victoria,Mildura Shire,AU
1518,34668b,RAM2830,Spain,-0.1277,38.4602,12504.42,False,212.84,244.36,0.0,13106.4,1656443156.0,RAM,Royal Air Maroc,P,,,,,180.0,"(38.4602, -0.1277)",Lichtenrade,Berlin,,DE
1519,7c146a,QFA654,Australia,142.0098,-34.9807,11887.2,False,278.83,89.68,0.0,12222.48,1656443156.0,QFA,Qantas Airways,P,AIRBUS,A330-203,L2J,A330-2,309.0,"(-34.9807, 142.0098)",Keelung,Taiwan,Keelung,TW
1520,346690,VLG379U,Spain,13.4319,52.3551,205.74,False,69.07,68.59,-3.9,312.42,1656443156.0,VLG,Vueling,B,,,,,198.00000000000003,"(52.3551, 13.4319)",Rodbyhavn,Zealand,Lolland Kommune,DK
1521,780a6e,CPA2090,China,122.41,25.4536,9448.8,False,255.57,49.9,-0.33,10066.02,1656443156.0,CPA,Cathay Pacific,U+,BOEING,Boeing 747-867F,L4J,747-8,259.0,"(25.4536, 122.41)",Braybrook,Victoria,Maribyrnong,AU
1522,346692,VLG7SH,Spain,11.3829,54.5817,7940.04,False,230.63,225.0,6.18,8275.32,1656443156.0,VLG,Vueling,B,AIRBUS,,L2J,Anan,198.00000000000003,"(54.5817, 11.3829)",Middleton,Idaho,Canyon County,US
1523,7c1464,QFA784,Australia,144.8558,-37.7653,487.68,False,66.57,351.56,-4.23,594.36,1656443156.0,QFA,Qantas Airways,P,AIRBUS,A330-202,L2J,A330-2,309.0,"(-37.7653, 144.8558)",Toronto,Ontario,,CA
1524,a7fbbb,SKW5601,United States,-116.6088,43.6192,10363.2,False,219.46,282.18,0.33,10828.02,1656443156.0,SKW,SkyWest Airlines,P,EMBRAER S A,ERJ 170-200 LL,,ERJ-170,88.0,"(43.6192, -116.6088)",Oka,Quebec,Laurentides,CA
1525,c060b8,POE720,Canada,-79.3108,43.6168,381.0,False,85.49,315.73,2.28,419.1,1656443156.0,POE,Porter Airlines,P,DE HAVILLAND CANADA,DHC-8-402 (Dehavilland),L2T,Q-400,70.0,"(43.6168, -79.3108)",Port Reading,New Jersey,Middlesex County,US
1526,c060b9,POE471,Canada,-74.0806,45.4394,3520.44,False,128.6,264.95,9.43,3604.26,1656443156.0,POE,Porter Airlines,P,DE HAVILLAND CANADA,DHC-8-402 (Dehavilland),L2T,Q-400,70.0,"(45.4394, -74.0806)",Lac-Megantic,Quebec,Estrie,CA
1527,c060b4,POE133,Canada,-74.2572,40.5639,586.74,False,100.77,57.93,-5.2,640.08,1656443156.0,POE,Porter Airlines,P,DE HAVILLAND CANADA,DHC-8-402 (Dehavilland),L2T,Q-400,70.0,"(40.5639, -74.2572)",Aldeburgh,England,Suffolk,GB
1528,c060b3,POE303,Canada,-70.962,45.242,7620.0,False,176.18,76.49,-0.33,7780.02,1656443156.0,POE,Porter Airlines,P,DE HAVILLAND CANADA,DHC-8-402 (Dehavilland),L2T,Q-400,70.0,"(45.242, -70.962)",Napanee Downtown,Ontario,,CA
1529,78115d,CCA611,China,2.0293,51.78,8915.4,False,229.52,263.18,-10.4,9258.3,1656443156.0,CCA,Air China,P,AIRBUS,Airbus A330 343E,L2J,A330-3,347.0,"(51.78, 2.0293)",Fabro Scalo,Umbria,Provincia di Terni,IT
1530,c060b1,POE513,Canada,-76.986,44.2248,7315.2,False,152.78,225.0,0.0,7528.56,1656443156.0,POE,Porter Airlines,P,DE HAVILLAND CANADA,DHC-8-402 (Dehavilland),L2T,Q-400,70.0,"(44.2248, -76.986)",Coin,Andalusia,Provincia de Malaga,ES
1531,4ca973,ITY207,Ireland,12.0659,42.8883,11262.36,False,192.32,159.0,-10.73,11650.98,1656443156.0,ITY,ITA Airways,P+,AIRBUS,A319-111,L2J,A319,133.0,"(42.8883, 12.0659)",Yarmouth,Nova Scotia,,CA
1532,346689,IBB8JW,Spain,-4.7565,36.7013,10668.0,False,222.97,249.89,0.0,11247.12,1656443156.0,IBB,Binter Canarias,P,,,,,180.0,"(36.7013, -4.7565)",Yarmouth,Nova Scotia,,CA
1533,a87223,,United States,-66.6304,43.3198,10980.42,False,196.42,238.06,0.0,11376.66,1656443156.0,,FlyMontserrat,P,BOEING,767-322,L2J,767-3,330.0,"(43.3198, -66.6304)",Palma,Balearic Islands,Illes Balears,ES
1534,a87223,,United States,-66.6304,43.3198,10980.42,False,196.42,238.06,0.0,11376.66,1656443156.0,,Lulutai Airlines,P,BOEING,767-322,L2J,767-3,330.0,"(43.3198, -66.6304)",Masinigudi,Tamil Nadu,Nilgiri,IN
1535,3c61e9,AHO766T,Germany,2.6262,39.5657,8054.34,False,217.48,239.43,-5.53,8549.64,1656443156.0,AHO,Air Hamburg,P+,HARBIN,Legacy 650,L2J,Legac,180.0,"(39.5657, 2.6262)",Estremoz,Evora,Estremoz,PT
1536,77044d,ALK141,Sri Lanka,76.7554,11.5972,10972.8,False,242.63,324.93,0.0,11582.4,1656443156.0,ALK,SriLankan Airlines,P,AIRBUS,A320-214,L2J,A320,164.0,"(11.5972, 76.7554)",Samedan,Grisons,Maloja District,CH
1537,4ca97b,RYR8RR,Ireland,-7.6608,38.8322,11277.6,False,229.21,177.17,-0.33,11849.1,1656443156.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(38.8322, -7.6608)",Aalsmeer,North Holland,Gemeente Aalsmeer,NL
1538,4ca97c,RYR8V,Ireland,9.8096,46.6182,11056.62,False,228.78,130.53,-5.2,11521.44,1656443156.0,RYR,Ryanair,B,BOEING,BOEING 737-8AS,L2J,737-8,193.60000000000002,"(46.6182, 9.8096)",Aalsmeer,North Holland,Gemeente Aalsmeer,NL
1539,484204,,Kingdom of the Netherlands,4.7558,52.3144,,True,5.14,84.38,,,1656443156.0,,FlyMontserrat,P,,,,,180.0,"(52.3144, 4.7558)",Prebbleton,Canterbury,Selwyn District,NZ
1540,484204,,Kingdom of the Netherlands,4.7558,52.3144,,True,5.14,84.38,,,1656443156.0,,Lulutai Airlines,P,,,,,180.0,"(52.3144, 4.7558)",Funza,Cundinamarca,,CO
1541,7c6dea,QFA134,Australia,172.5314,-43.4926,,True,8.75,219.38,,,1656443156.0,QFA,Qantas Airways,P,BOEING,737NG 838/W,L2J,737-8,176.0,"(-43.4926, 172.5314)",Petrolia,Ontario,,CA
1542,aa7bae,AVA250,United States,-74.1513,4.7103,,True,7.72,306.56,,,1656443156.0,AVA,Avianca,P,AIRBUS,A320-251N,,A320,190.0,"(4.7103, -74.1513)",Luquillo,Luquillo,,PR
1543,a968df,DAL310,United States,-82.0139,42.3094,11277.6,False,268.32,96.72,0.0,11551.92,1656443156.0,DAL,Delta Air Lines,P,BOEING,757-231,L2J,757-2,178.0,"(42.3094, -82.0139)",Farmers Branch,Texas,Dallas County,US
1544,ac756c,AAL1195,United States,-65.5375,18.8199,2125.98,False,141.71,131.91,-5.2,2232.66,1656443156.0,AAL,American Airlines,P,AIRBUS,A319-115,L2J,A319,147.0,"(18.8199, -65.5375)",Marsta,Stockholm,Sigtuna Kommun,SE
1545,ac0bfb,SWA757,United States,-96.8807,32.8779,266.7,False,73.57,132.17,-5.2,350.52,1656443156.0,SWA,Southwest Airlines,B,BOEING,737-8,,737-8,203.50000000000003,"(32.8779, -96.8807)",Colorado City,Arizona,Mohave County,US
1546,405457,BAW782F,United Kingdom,17.9258,59.6512,,True,0.32,129.38,,,1656443156.0,BAW,British Airways,P,AIRBUS,AIRBUS A320-232,L2J,A320,164.0,"(59.6512, 17.9258)",Hamburg,Pennsylvania,Berks County,US
1547,acd88e,DAL815,United States,-113.3215,36.3012,8138.16,False,234.78,82.07,5.85,8648.7,1656443156.0,DAL,Delta Air Lines,P,BOEING,737-900ER,,737-9,222.0,"(36.3012, -113.3215)",Oskarstrom,Halland,Halmstads Kommun,SE
1548,a20d0e,RPA5786,United States,-75.9295,40.56,9189.72,False,180.6,243.43,5.53,9532.62,1656443156.0,RPA,Republic Airline,P,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,,ERJ-170,80.0,"(40.56, -75.9295)",Birkeland,Aust-Agder,Birkenes,NO
1549,44ce6a,BEL2BM,Belgium,13.061,56.716,11902.44,False,244.42,47.99,0.0,12260.58,1656443156.0,BEL,Brussels Airlines,P,AIRBUS,A319 111,L2J,A319,133.0,"(56.716, 13.061)",Birkeland,Aust-Agder,Birkenes,NO
1550,478ecf,,Norway,8.2813,58.4048,1219.2,False,50.92,108.25,-1.63,1310.64,1656443156.0,,FlyMontserrat,P,,,,,180.0,"(58.4048, 8.2813)",Booneville,Arkansas,Logan County,US
1551,478ecf,,Norway,8.2813,58.4048,1219.2,False,50.92,108.25,-1.63,1310.64,1656443156.0,,Lulutai Airlines,P,,,,,180.0,"(58.4048, 8.2813)",Cramerton,North Carolina,Gaston County,US
